horizon,mse,std_mse,mae,std_mae,nmse,std_nmse,nmae,std_nmae,mase,std_mase
1,0.0038460174480403906,0.011756554347673824,0.04070874023735218,0.046784782954531715,1.5088648757609016,3.565934971651578,0.9287743378192049,0.8038924714463969,3.0857975754065605,2.7079307294953905
2,0.003063313663307954,0.010014975853717264,0.03650252459316637,0.0416038383149751,1.233991775502476,3.034105007815639,0.8430618527152248,0.7233522574863234,2.8139904463283445,2.4779592746859627
3,0.0018500938768728288,0.006286213920405269,0.02967681708369235,0.031134874426691536,0.8123743251245688,1.7535421064395855,0.7003591875653371,0.56733705450146,2.341062550263178,1.950884427925946
4,0.001276052917393512,0.003970869559918169,0.025467538309789508,0.0250490999913549,0.5960238592936271,1.338505224895496,0.6043686278911116,0.48037737320197293,2.01610640894018,1.642856362524667
5,0.001092847839209211,0.00401439592835219,0.0233746145770435,0.023376809707056745,0.5128070340521136,1.985777236732872,0.5546592872501714,0.45294603311507087,1.849905656671394,1.5444068826854305
6,0.0013535537360027234,0.005445304875032039,0.02549472147890423,0.026524948892802575,0.5875582041492717,2.3618883133452018,0.5952751362129829,0.48291377690329323,1.9812750987884116,1.6272124295327683
7,0.002560278698359124,0.008987563278863187,0.03362388233108183,0.037811548964827205,1.0526500090841815,3.989919011726149,0.7701064266644617,0.6779277987056433,2.556878747136916,2.2787512540693102
8,0.0037407641510273267,0.01122549162165604,0.04017917110087734,0.04611288710205291,1.5064409810540007,4.112351921999166,0.9140547288536924,0.8191122835676335,3.031602193578066,2.7495478959720474
9,0.003946819099399881,0.011680976242864976,0.04124066956847353,0.04739225959066612,1.669435560681603,4.773415652496399,0.9484605490159894,0.8774156071376333,3.1541346023454677,2.955697446155268
10,0.0028836960402509495,0.009342504874846004,0.03582125181339993,0.040006673921223354,1.2443207300200239,4.000134952300155,0.8356469543485631,0.7389282086444827,2.786803680337989,2.5049180020170634
11,0.0018676089684801554,0.006588527156956647,0.029436557326091396,0.03164013371026632,0.8422220316077225,2.5803014493618446,0.6953889644043393,0.5988791364430757,2.318170720990487,2.040113124830362
12,0.0013863820656271114,0.0050367731138319565,0.02594134195894832,0.026710088801623715,0.6484961753785211,2.7700113192652402,0.6129703029622819,0.5222677310525028,2.0393282302045814,1.7545998306935202
