user_id,user_name,query_index,query_datetime,mse,mae,nmse,nmae,mase
0,value,6,2021-03-07T00:00:00.000000,1926544.0,1388.0,0.26317280530929565,0.5130037069320679,0.9071895480155945
0,value,518,2022-08-01T00:00:00.000000,25.0,5.0,0.0006553192506544292,0.025599204003810883,0.040214475244283676
