user_id,user_name,query_index,query_datetime,mse,mae,nmse,nmae,mase
0,TEMP,335,2023-04-08T03:00:00.000000,0.5488567352294922,0.5881396532058716,0.7249306440353394,0.6759260892868042,1.3865411281585693
1,PSAL,335,2023-04-08T03:00:00.000000,0.004140382166951895,0.05116645619273186,0.7502186298370361,0.6887459754943848,1.4434655904769897
2,PRES_REL,335,2023-04-08T03:00:00.000000,0.10363620519638062,0.27637481689453125,0.4029785096645355,0.5449838638305664,1.4132537841796875
0,TEMP,847,2023-04-29T11:00:00.000000,0.8494779467582703,0.7932229042053223,1.3275612592697144,0.991622805595398,1.9450429677963257
1,PSAL,847,2023-04-29T11:00:00.000000,0.005118498578667641,0.06193320080637932,1.5008394718170166,1.060521125793457,2.142029285430908
2,PRES_REL,847,2023-04-29T11:00:00.000000,0.041562046855688095,0.17533175647258759,0.13127557933330536,0.311604768037796,0.8417263031005859
0,TEMP,1359,2023-05-20T19:00:00.000000,0.6913022398948669,0.6874834299087524,1.2745335102081299,0.9334775805473328,1.8622488975524902
1,PSAL,1359,2023-05-20T19:00:00.000000,0.004504445008933544,0.054533086717128754,1.526900291442871,1.0040255784988403,2.0642640590667725
2,PRES_REL,1359,2023-05-20T19:00:00.000000,0.11368715763092041,0.29796314239501953,0.35050690174102783,0.5231848359107971,1.37544584274292
0,TEMP,1871,2023-06-11T03:00:00.000000,1.4231350421905518,1.0154292583465576,3.717513084411621,1.641167402267456,3.1483988761901855
1,PSAL,1871,2023-06-11T03:00:00.000000,0.008050507865846157,0.07628576457500458,3.2776050567626953,1.53925359249115,3.0671374797821045
2,PRES_REL,1871,2023-06-11T03:00:00.000000,0.19677095115184784,0.38745564222335815,0.6362805366516113,0.6967320442199707,1.8907697200775146
0,TEMP,2383,2023-07-02T11:00:00.000000,0.21300987899303436,0.359416663646698,0.4344500005245209,0.513296365737915,1.0392829179763794
1,PSAL,2383,2023-07-02T11:00:00.000000,0.0013575617922469974,0.029185693711042404,0.47667035460472107,0.5468891263008118,1.1135153770446777
2,PRES_REL,2383,2023-07-02T11:00:00.000000,0.29838699102401733,0.45111149549484253,1.275922179222107,0.9328376650810242,2.9639644622802734
0,TEMP,2895,2023-07-23T19:00:00.000000,0.5909305810928345,0.6627354621887207,2.2788331508636475,1.3014521598815918,2.3322861194610596
1,PSAL,2895,2023-07-23T19:00:00.000000,0.0035518119111657143,0.05114809796214104,2.337966203689575,1.312271237373352,2.3718650341033936
2,PRES_REL,2895,2023-07-23T19:00:00.000000,0.04271186515688896,0.17359766364097595,0.18484649062156677,0.3611396551132202,1.022578239440918
0,TEMP,3407,2023-08-14T03:00:00.000000,1.5022058486938477,1.0198979377746582,1.876492977142334,1.1398966312408447,2.0645856857299805
1,PSAL,3407,2023-08-14T03:00:00.000000,0.011064785532653332,0.08726644515991211,3.085209608078003,1.457196593284607,2.44100284576416
2,PRES_REL,3407,2023-08-14T03:00:00.000000,0.044787805527448654,0.1824178695678711,0.12181632220745087,0.3008432388305664,0.8111398220062256
0,TEMP,3919,2023-09-04T11:00:00.000000,1.6513594388961792,1.0588167905807495,2.4948606491088867,1.3014371395111084,3.2402796745300293
1,PSAL,3919,2023-09-04T11:00:00.000000,0.010508133098483086,0.08267514407634735,2.4684581756591797,1.267141342163086,3.2496259212493896
2,PRES_REL,3919,2023-09-04T11:00:00.000000,0.4708520770072937,0.555171012878418,1.2728691101074219,0.9128016233444214,2.46975040435791
0,TEMP,4431,2023-09-25T19:00:00.000000,1.9574079513549805,1.1661959886550903,1.5832715034484863,1.0488383769989014,2.170212745666504
1,PSAL,4431,2023-09-25T19:00:00.000000,0.006897426210343838,0.06599196046590805,2.0851829051971436,1.1474124193191528,1.8272333145141602
2,PRES_REL,4431,2023-09-25T19:00:00.000000,7.21002721786499,1.0194454193115234,0.14152871072292328,0.14282947778701782,1.9537451267242432
0,TEMP,4943,2023-10-17T03:00:00.000000,3.3767917156219482,1.5331624746322632,1.0483603477478027,0.8542624711990356,1.502798318862915
1,PSAL,4943,2023-10-17T03:00:00.000000,0.02438393235206604,0.12752041220664978,1.8558944463729858,1.112511396408081,2.1592226028442383
2,PRES_REL,4943,2023-10-17T03:00:00.000000,0.15370671451091766,0.32494449615478516,0.5491995811462402,0.6142256259918213,1.6718934774398804
0,TEMP,5455,2023-11-07T11:00:00.000000,3.4177682399749756,1.5308523178100586,1.2413725852966309,0.922599196434021,2.1533162593841553
1,PSAL,5455,2023-11-07T11:00:00.000000,0.019371822476387024,0.11961253732442856,1.84592604637146,1.167612075805664,2.764545440673828
2,PRES_REL,5455,2023-11-07T11:00:00.000000,0.0865001305937767,0.23802153766155243,0.21295391023159027,0.3734656572341919,1.072220802307129
0,TEMP,5967,2023-11-28T19:00:00.000000,2.795861005783081,1.4200228452682495,0.8047311305999756,0.7618385553359985,1.594090461730957
1,PSAL,5967,2023-11-28T19:00:00.000000,0.01883551850914955,0.11651238054037094,0.9863351583480835,0.8431318998336792,2.141139507293701
2,PRES_REL,5967,2023-11-28T19:00:00.000000,0.16466251015663147,0.32051438093185425,0.39517125487327576,0.49652695655822754,1.4387096166610718
0,TEMP,6479,2023-12-20T03:00:00.000000,2.6580824851989746,1.3064793348312378,0.8850915431976318,0.7538976669311523,2.9232213497161865
1,PSAL,6479,2023-12-20T03:00:00.000000,0.016212495043873787,0.10387270152568817,1.0423200130462646,0.8328696489334106,3.562105178833008
2,PRES_REL,6479,2023-12-20T03:00:00.000000,0.3733147978782654,0.5256147384643555,0.9542943835258484,0.8403711318969727,2.4446980953216553
