user_id,user_name,query_index,query_datetime,mse,mae,nmse,nmae,mase
0,TEMP,167,2023-04-05T22:00:00.000000,0.03837364912033081,0.16026489436626434,0.003211584873497486,0.04636406898498535,0.17170870304107666
1,PSAL,167,2023-04-05T22:00:00.000000,0.0008179509313777089,0.02220376394689083,0.05706065893173218,0.1854519546031952,0.2540562152862549
2,PRES_REL,167,2023-04-05T22:00:00.000000,1.2990802526474,1.0194028615951538,0.0002712417335715145,0.014730113558471203,0.06384682655334473
0,TEMP,679,2023-04-27T06:00:00.000000,2.833167791366577,1.6036319732666016,1.3269191980361938,1.0974652767181396,1.5832316875457764
1,PSAL,679,2023-04-27T06:00:00.000000,0.1165585145354271,0.26465892791748047,0.6849021315574646,0.6415475606918335,0.8878087401390076
2,PRES_REL,679,2023-04-27T06:00:00.000000,240.52899169921875,10.573281288146973,0.3871033787727356,0.4241696000099182,0.5728661417961121
0,TEMP,1191,2023-05-18T14:00:00.000000,4.888960361480713,1.7985408306121826,2.2312355041503906,1.2150236368179321,3.6780242919921875
1,PSAL,1191,2023-05-18T14:00:00.000000,0.5471669435501099,0.5265250205993652,1.9131886959075928,0.9845504760742188,4.046875953674316
2,PRES_REL,1191,2023-05-18T14:00:00.000000,2141.564208984375,31.799232482910156,2.492736577987671,1.0848989486694336,4.697464942932129
0,TEMP,1703,2023-06-08T22:00:00.000000,0.2563928961753845,0.33211278915405273,0.1272331178188324,0.2339552342891693,0.7649898529052734
1,PSAL,1703,2023-06-08T22:00:00.000000,0.0005330750718712807,0.018140316009521484,0.006613819859921932,0.06389646232128143,0.5173131823539734
2,PRES_REL,1703,2023-06-08T22:00:00.000000,0.4058926999568939,0.5434926748275757,0.5701959133148193,0.6441693902015686,2.5093302726745605
0,TEMP,2215,2023-06-30T06:00:00.000000,0.037803731858730316,0.15048019587993622,0.13600096106529236,0.2854190766811371,0.9575446844100952
1,PSAL,2215,2023-06-30T06:00:00.000000,0.0001417502062395215,0.009562174789607525,0.027657082304358482,0.13356663286685944,0.5299661159515381
2,PRES_REL,2215,2023-06-30T06:00:00.000000,0.07651102542877197,0.2201251983642578,0.46390876173973083,0.542030930519104,1.5672776699066162
0,TEMP,2727,2023-07-21T14:00:00.000000,0.07498329877853394,0.21059434115886688,0.3787232041358948,0.4732878804206848,1.1702673435211182
1,PSAL,2727,2023-07-21T14:00:00.000000,0.00022797699784860015,0.013508161529898643,0.5582311749458313,0.6684328317642212,0.8884482383728027
2,PRES_REL,2727,2023-07-21T14:00:00.000000,0.2773974537849426,0.45803070068359375,0.11955617368221283,0.3006972074508667,0.8374373316764832
0,TEMP,3239,2023-08-11T22:00:00.000000,0.4305759370326996,0.5690402388572693,0.7050325274467468,0.7281529903411865,2.25101900100708
1,PSAL,3239,2023-08-11T22:00:00.000000,0.023350311443209648,0.12684266269207,0.7399455904960632,0.7140339612960815,2.4490346908569336
2,PRES_REL,3239,2023-08-11T22:00:00.000000,0.08305487036705017,0.24085871875286102,0.0646798238158226,0.2125515341758728,0.6944534182548523
0,TEMP,3751,2023-09-02T06:00:00.000000,0.9888433218002319,0.9077157378196716,3.9813342094421387,1.8213794231414795,3.7605044841766357
1,PSAL,3751,2023-09-02T06:00:00.000000,0.000544968934264034,0.01584625244140625,0.3279898762702942,0.38875049352645874,0.6313139200210571
2,PRES_REL,3751,2023-09-02T06:00:00.000000,0.0465637668967247,0.17618179321289062,0.00979780126363039,0.08081673830747604,0.31245002150535583
0,TEMP,4263,2023-09-23T14:00:00.000000,0.7447118759155273,0.7246710658073425,0.5868504047393799,0.643295407295227,1.8583192825317383
1,PSAL,4263,2023-09-23T14:00:00.000000,0.011008156463503838,0.08818833529949188,0.5111419558525085,0.60093092918396,1.6333932876586914
2,PRES_REL,4263,2023-09-23T14:00:00.000000,0.36234745383262634,0.5177444219589233,0.00015706151316408068,0.010779229924082756,0.6009149551391602
0,TEMP,4775,2023-10-14T22:00:00.000000,0.3694264590740204,0.4123854637145996,0.5344855785369873,0.4960293471813202,0.536300003528595
1,PSAL,4775,2023-10-14T22:00:00.000000,0.004143711179494858,0.04645077511668205,0.30786070227622986,0.40038275718688965,0.42634329199790955
2,PRES_REL,4775,2023-10-14T22:00:00.000000,2.221604347229004,1.1316603422164917,2.6720376014709473,1.2410919666290283,3.434727430343628
0,TEMP,5287,2023-11-05T06:00:00.000000,0.5789365768432617,0.6060672998428345,0.7333725690841675,0.6821308135986328,0.6385524272918701
1,PSAL,5287,2023-11-05T06:00:00.000000,0.004561625421047211,0.054306190460920334,0.5177669525146484,0.578571081161499,0.5104795098304749
2,PRES_REL,5287,2023-11-05T06:00:00.000000,11.58294677734375,2.717632293701172,1.5892518758773804,1.0066477060317993,2.8227462768554688
0,TEMP,5799,2023-11-26T14:00:00.000000,1.0637329816818237,0.8285470008850098,1.4878534078598022,0.9798981547355652,0.8405216932296753
1,PSAL,5799,2023-11-26T14:00:00.000000,0.008914602920413017,0.08040078729391098,1.3922494649887085,1.0047727823257446,0.8623661994934082
2,PRES_REL,5799,2023-11-26T14:00:00.000000,0.09903286397457123,0.2739308774471283,0.02263392135500908,0.13095775246620178,0.5131076574325562
0,TEMP,6311,2023-12-17T22:00:00.000000,0.7933847308158875,0.7189704179763794,0.8967887759208679,0.7643885612487793,0.8579875230789185
1,PSAL,6311,2023-12-17T22:00:00.000000,0.0037567666731774807,0.04757007211446762,0.42071533203125,0.5034088492393494,0.5023442506790161
2,PRES_REL,6311,2023-12-17T22:00:00.000000,0.5913655757904053,0.6545537710189819,0.09251198172569275,0.2588905990123749,1.4522607326507568
