horizon,mse,std_mse,mae,std_mae,nmse,std_nmse,nmae,std_nmae,mase,std_mase
1,0.002539529625718215,0.011542808835384546,0.023263410169065763,0.04470283406745419,0.9366925028087484,4.508584537583209,0.5079412472638924,0.8238253410563358,1.669434740884439,2.849517860833276
2,0.0018192283430736862,0.00983776734469739,0.018527035449424793,0.038418450003704196,0.6938310388943071,4.521395856797542,0.4056450291444529,0.7275184875980634,1.3465828217066618,2.605985567566542
3,0.0011497003779564322,0.007991449791158466,0.013422783724905558,0.031137264700862193,0.5138301154400647,14.68453127995623,0.299697299212327,0.6511617640665741,1.0000932347317288,2.404740658503572
4,0.0007036246383491082,0.005910957368854046,0.011457868699074893,0.023923667856976152,0.3023879241345287,4.8603580184891975,0.2659019936152837,0.48133569714562613,0.8754772459468518,1.7482244826872764
5,0.0008635337249709828,0.0061773886047953525,0.014229563916871817,0.025710955573057904,0.41646658568548633,5.287701858497209,0.33775063381417614,0.5499009869294628,1.1030149785534744,1.9234362137849381
6,0.0015644327884126732,0.0084057102085962,0.020116740596635718,0.03405509561034291,0.6589738199675248,3.8668757018561335,0.4624813035461017,0.6671468079473096,1.5127141703304838,2.2603502869303043
7,0.002924737791441317,0.011530337047825457,0.02849243500339843,0.04596649804023141,1.1445946909881073,4.7838898721769265,0.6332697706412764,0.8623016232326229,2.0692370227647814,2.887310948308322
8,0.0038218874054442844,0.013710040114234497,0.03189301162590756,0.052959637574710935,1.4509666361222493,5.871553976416037,0.6910724307334868,0.9866030266577424,2.2579354623840913,3.2955208545414054
9,0.0037599651003123167,0.014417841486038517,0.029298266511564697,0.05386628518009822,1.3969669272141194,6.531868561673457,0.6247086562862235,1.0033474086396739,2.047775343771395,3.3874998254755835
10,0.0024054558547643447,0.010645261253860769,0.021635897061691563,0.044015267970769545,0.8249479538420462,3.773844264701156,0.45628420805502606,0.7853360266880096,1.5021565278808549,2.630692048802815
11,0.0012540552545618779,0.007418185094490397,0.014596365962634139,0.03226455262192016,0.44877506203304934,3.615831828023575,0.315182358205374,0.5911303940679336,1.0351432073345235,1.954763415424411
12,0.0007803984863503048,0.006079915338335277,0.011494117241656632,0.02546141699620002,0.2714870116424989,2.0561149892811765,0.25838702812032643,0.4524634299066694,0.8469585190965186,1.49777109136429
