horizon,mse,std_mse,mae,std_mae,nmse,std_nmse,nmae,std_nmae,mase,std_mase
1,0.157666503314753,0.565367999543909,0.17761747042338052,0.35513171906461777,0.007455643971305391,0.02422113980355948,0.055622369600162834,0.0660438936238985,0.2218396843706311,0.44307501946833017
2,0.2871098484320858,0.8684976714745662,0.24231783548990884,0.4779036641656944,0.010463695911337112,0.036356357225024734,0.061807318742163865,0.08150798386299658,0.26307442390437547,0.5883800575288854
3,0.12737259539145876,0.28343201860908085,0.18693540493647257,0.3040193252261622,0.0054699315834961975,0.01839088657875088,0.047482338475674624,0.05670413694557139,0.22034763904230203,0.4464970943313892
4,0.16302693295081858,0.49530236142343737,0.1804786523183187,0.3611847056292643,0.007825004447928071,0.02542457732075316,0.056526918129141755,0.06804198790909413,0.26885515451916336,0.5049831651112014
5,0.11488905139420542,0.3848075385486453,0.14148054520289102,0.3080134843020019,0.004846973140280324,0.015990766314551954,0.04441209322499162,0.0536147292457059,0.20282010104733672,0.37906447462658605
6,0.15252600095179028,0.41435559636842073,0.17834500471750894,0.3474464835026984,0.0074085174043621764,0.019267430281645515,0.05519301013312846,0.06604732446911468,0.2418802901811432,0.4785177157079566
7,0.20497541131445965,0.6032682638845387,0.2129655877749125,0.3995260561678345,0.009321491760753217,0.0276898967509574,0.06025619836024513,0.07543661236667859,0.2983601071779655,0.6462928337508719
8,0.350920575664001,0.9623641844942925,0.2594447135925293,0.5325495428425041,0.009388463807152045,0.027140439236411126,0.05992825646596126,0.07613847757270757,0.2948622829474819,0.6474471267974837
9,0.2783853102237117,1.2301017328203523,0.18375404675801596,0.49459049750345324,0.012037489530911216,0.05377091416009819,0.058203902350214776,0.0930042738562399,0.32074562009074725,0.8755607952983477
10,0.3138347770080448,1.1164941972529039,0.2557348608970642,0.49843199941317046,0.014479638893293623,0.05518612687648509,0.06666377097311245,0.10017774301296672,0.35110153792387183,0.9166201736230141
11,0.4557356746411377,1.8979299297623615,0.2732481360435486,0.617309590200356,0.02063720756013865,0.09003169359856278,0.07572459428047296,0.12207781555383287,0.4061908651977622,1.14704882132894
12,0.4335898683209507,1.5360703313794546,0.2844820022583008,0.5938517220214259,0.018866597512697814,0.07289175621999387,0.07854856832151806,0.11267972161712135,0.3890961706250285,1.0348475900347645
13,0.3011020866598339,1.2150936824723853,0.22828235228856406,0.4989882330700794,0.013467547594184262,0.05824678006569149,0.060338222438682955,0.09913045039730263,0.33657452952320455,0.9264320911698799
14,0.39354849145829957,1.146688723573484,0.280279020468394,0.5612416333563599,0.012077599418830687,0.04460200894096819,0.061060813129491485,0.09137383008170298,0.3143404106958769,0.8346325596416725
15,0.47649488477221286,1.650338340061775,0.3054585059483846,0.6190234137355424,0.017550301537691215,0.0725400530651012,0.07332410632200966,0.11033529457895454,0.3605434262475076,1.0272496003305858
