user_id,user_name,windows,mse,std_mse,mae,std_mae,nmse,std_nmse,nmae,std_nmae,mase,std_mase
0,Amazon_OrderCount,4,11064.082000732422,9705.24256229338,87.13892936706543,49.34113349123981,0.2574669439345598,0.20034440326811725,0.44623298570513725,0.17933158389347065,0.5297178030014038,0.20276884209144092
1,Amazon_NumberOfPieces,4,344961.0224609375,314711.8485837308,463.82361221313477,279.9390466027206,0.32906093541532755,0.311842046723949,0.473287969827652,0.22851176062114117,0.5326761603355408,0.23537878548659721
2,Amazon_TotalRevenue,4,86039187.8125,84922600.37481087,6979.9356689453125,5161.3274984796535,0.3553434207569808,0.37422846540497007,0.46491928212344646,0.30097043700476916,0.5125972833484411,0.3040026457366371
3,Chick-Fil-A_OrderCount,4,288.78371715545654,258.20622407276454,13.757442474365234,7.476891061206769,0.2048532380722463,0.12997956954306839,0.3686083033680916,0.15367370903883784,0.3422657921910286,0.14443717434054495
4,Chick-Fil-A_NumberOfPieces,4,7916.354248046875,7163.982658873468,73.857985496521,36.88121766405167,0.19633497297763824,0.11517077113844112,0.3763292655348778,0.13748816110111486,0.3531164899468422,0.12573905929944007
5,Chick-Fil-A_TotalRevenue,4,1145030.328125,705350.3048006791,880.3327026367188,336.316120731799,0.20964814722537994,0.09309069219381674,0.37260671705007553,0.07947665754464221,0.36253583431243896,0.09124756463871272
6,Chipotle_OrderCount,4,2118.5626525878906,1323.0860245266524,39.67246103286743,15.579728738587889,0.5232687033712864,0.31429705151515785,0.6012571230530739,0.16803949072992314,0.5868230015039444,0.13848391303748228
7,Chipotle_NumberOfPieces,4,58542.888671875,30197.493315063202,217.8397045135498,70.96209348736208,0.5869293808937073,0.2950478291956369,0.6729819625616074,0.12384513927093918,0.6607804372906685,0.1308828091256898
8,Chipotle_TotalRevenue,4,4754246.625,808805.9558287433,1984.8533935546875,191.51218179569787,0.4962334670126438,0.40758133179505096,0.5871788486838341,0.21102777273920356,0.6019623875617981,0.24341200620583375
9,Costco_OrderCount,4,5290.74552154541,5048.221821963276,58.71241855621338,39.06057164274651,0.5110872220247984,0.40550850875225497,0.6193932630121708,0.2826578897183013,0.6400307044386864,0.3017306863528924
10,Costco_NumberOfPieces,4,121591.49609375,122919.5462283133,278.7106590270996,196.7703765030633,0.44241681322455406,0.3469453943962201,0.5788392797112465,0.27490439061838895,0.6090865284204483,0.3021477905152479
11,Costco_TotalRevenue,4,93922721.5,89583589.84687994,7753.2391357421875,5177.89239019682,0.5319706797599792,0.3751973808755634,0.6337104886770248,0.26142283641606273,0.6642978861927986,0.28303014813849264
12,Home_Depot_OrderCount,4,23268.202880859375,25707.96525572598,113.40458965301514,47.16370694630941,0.8439493179321289,0.8060856414669277,0.7188746780157089,0.21597095189133517,0.7689668834209442,0.2078649382542283
13,Home_Depot_NumberOfPieces,4,495036.005859375,485262.7336830625,542.1247482299805,203.71342927248662,0.7199107557535172,0.5990190478576469,0.6814605295658112,0.1805852905473575,0.7409146726131439,0.17566560102564457
14,Home_Depot_TotalRevenue,4,1718329944.0,1929561545.1149516,30344.70068359375,14408.914123836228,0.9397609382867813,0.9452660839364333,0.7497313544154167,0.26650325439775874,0.7733495682477951,0.2652095063696769
15,Home_Goods_OrderCount,4,1398.0060920715332,1307.8826255856995,29.261757850646973,18.2144962365884,0.20140613708645105,0.1523416917440656,0.36983172968029976,0.18377812536020294,0.40434301272034645,0.1901506895007751
16,Home_Goods_NumberOfPieces,4,30145.558868408203,38920.608641097184,131.58714294433594,98.70907935854814,0.20374956913292408,0.21612551981309538,0.36117586493492126,0.25369235515969124,0.4015653394162655,0.26753747764738295
17,Home_Goods_TotalRevenue,4,2210511.65625,824444.3343318206,1293.7640228271484,262.4548221403853,0.23721932619810104,0.19826770747168412,0.4107574373483658,0.1920758427110662,0.4202839285135269,0.13320974480593956
