horizon,mse,std_mse,mae,std_mae,nmse,std_nmse,nmae,std_nmae,mase,std_mase
1,0.0002626782293191354,0.00038333014078678336,0.012150827795267105,0.01072546580639328,0.004035088499222184,0.004961154771643413,0.050786007195711136,0.03815586332202995,0.1867446769028902,0.1369870207701538
2,0.0001553619240759474,0.00010224596004379878,0.010812457650899887,0.00620102299011572,0.0019897422296253353,0.0012957744483331848,0.03913351631490514,0.02140817868393952,0.14858761709183455,0.08338274352055858
3,0.0001935645742836556,0.00023106515493760978,0.009761400520801544,0.009913608743413715,0.002546961448899765,0.003108564880716609,0.03543293091934174,0.03593701232394289,0.13036557228770107,0.13089135263520815
4,0.0020799010714611654,0.003433789053224031,0.028465978801250458,0.03563129508143116,0.027930060256551315,0.04627117043768541,0.10387847165111452,0.13091724224364054,0.3815370383672416,0.472699947825997
5,0.000869025339074625,0.0008533899065092471,0.022276245057582855,0.019307881005001512,0.011359867781720823,0.011156424541581934,0.08081917476374656,0.06948473862505988,0.30650635506026447,0.2646139555872112
6,0.0006811938530972839,0.0006386438443799663,0.020990438759326935,0.015511135399237977,0.008881346489943098,0.008264366716626384,0.07689356710761786,0.05448601661207755,0.29181497544050217,0.20995685691750735
7,0.001172639785352203,0.0013990974678928833,0.02573256939649582,0.022593685678306726,0.01555914761047461,0.018857970470289344,0.09407936036586761,0.08190373086735755,0.35256050573661923,0.29989521399124874
8,0.001143772557952616,0.001611614468319306,0.02545003592967987,0.02227258800126814,0.01567471367889084,0.021492607506041168,0.09819599613547325,0.07766762533491968,0.3648137114942074,0.27908991103824765
9,0.0015213602020054395,0.001746721824223198,0.029810506850481033,0.02515340647129348,0.020147618282862823,0.02354770619094186,0.108574322424829,0.09142885174720065,0.40727706253528595,0.33533110595225857
10,0.00040968606325009205,0.0006477107620865961,0.013566635549068451,0.01502106727908161,0.005499810482433531,0.008728457642982286,0.05011229356750846,0.054667801752381784,0.18513633962720633,0.19704399127810038
11,0.0007178961254794558,0.001149455797298512,0.018120065331459045,0.019737257864711047,0.009708937664981931,0.015447288697399253,0.06850752187892795,0.07082130644394066,0.25242662243545055,0.25485626712355525
12,0.001101811301282396,0.0016830334456344514,0.022181540727615356,0.02469393774710576,0.01480018054098764,0.022658325615938946,0.08308889926411211,0.08886177555643598,0.3048197962343693,0.3211049817011352
13,0.0006400136203410511,0.000652108756553377,0.020095430314540863,0.015368386705307203,0.008604081005614717,0.008551351426672987,0.07653014594689012,0.05241390601203374,0.28793857246637344,0.19540021063680746
14,0.003222563123472355,0.0041272408335127336,0.04062934219837189,0.039646180126974205,0.043403612571637495,0.055241588166434555,0.1542955650947988,0.13998746358159816,0.5764338178560138,0.51124998443454
15,0.004648863636248279,0.0060874340708498426,0.04956531524658203,0.04682032785242003,0.06235688820015639,0.08176363093529641,0.18616811651736498,0.1664281286666483,0.6950691975653172,0.6057958443277287
16,0.006209996282791508,0.007476335767242939,0.05576307326555252,0.055681918009146965,0.08261096947353508,0.10044972279649371,0.206790910102427,0.19962086330277207,0.7751516038551927,0.7343880119810994
17,0.0018965893900713127,0.002990748161932937,0.029533937573432922,0.032005248058740804,0.025297356358350953,0.03734514000871609,0.11563439457677305,0.10920642629303742,0.44623285066336393,0.4381323418613045
18,0.0006501622302721444,0.0010616025395665744,0.016371093690395355,0.019548645347424586,0.008540901999822381,0.013335896364825866,0.06336314382497221,0.06727565493676964,0.24550845520570874,0.26928519341022294
