horizon,mse,std_mse,mae,std_mae,nmse,std_nmse,nmae,std_nmae,mase,std_mase
1,49.54847814619864,144.02348731507078,3.0395393558576997,6.348990353567295,0.579137202532187,1.3049271548486687,0.48973684942386314,0.5824903597452425,0.8538882398941353,1.0600764231287683
2,92.38597395177331,326.6973253863566,3.9718695434869504,8.752726749698244,1.6610147728431055,4.049915006714109,0.8037189485593106,1.0074972046394064,1.5159876042538707,2.2099210963632605
3,72.9986725115881,290.5571816485484,3.698869593003217,7.7017552634099555,1.3801158148334984,3.7524088282436807,0.7380063354640323,0.9140363687459377,1.646567340848931,2.841338281966648
4,119.44928735000676,354.6859779136152,4.746535245110007,9.844779831488733,1.7113722023561564,2.67041512870284,0.9622762563875785,0.8862260468482558,2.3377617433959363,3.1788039360713416
5,63.85202690392422,291.68108347547053,3.0594067106059954,7.381873443324039,1.2103196851485158,2.556619390175192,0.7896721713135347,0.7659879513062461,1.9801709049326532,2.54232441852427
6,80.67255639869921,289.52130992418006,3.705281556821337,8.181897360595103,1.0273253538454419,1.9344817141645012,0.7539937477741464,0.677361640487075,1.9662314972602855,2.3246390738116176
7,72.54780809418754,278.733542526989,3.2836520999085668,7.859098971887493,1.1267146228129052,1.9812619141798837,0.7739422953842828,0.7264488637690109,2.022365370473149,2.4573952957712746
8,72.1657931790976,261.6911065348017,3.7440791597553327,7.62546159826357,1.3706805745494586,2.583613349862855,0.8432648330593057,0.8121483903656169,2.1774138485140844,2.608060617900078
9,106.15922659582701,308.4378854910695,4.604572127847111,9.217219860840245,1.1199707540420105,1.835296098393391,0.8089149355130526,0.6823689409626471,1.9177503665708298,2.0708962450786057
10,89.47627040411045,257.4340718313561,4.408262365004596,8.369199067468163,1.1521372714652862,1.849606369801715,0.81629523105335,0.6969930893045574,1.8894592629489946,2.2914843028640175
11,51.063850859258274,191.4684025311878,3.145686617084578,6.416268946822785,0.7928634334281978,1.4775560142309425,0.6476670091095216,0.6110571881579706,1.8519824993449683,2.520276296435773
12,38.939841708368405,173.7730829489489,2.337752379623114,5.785737259939102,0.990286841628475,1.7608760682715763,0.7008041119312539,0.7065128731109988,2.173405437127632,2.976292305334994
13,68.57736683717773,223.79648333459878,3.3200681536805394,7.5864691113074025,1.1512556783129506,1.8083616095825739,0.7803130653896826,0.7364558374266666,2.1012422266763213,2.7670736732633205
14,68.20870200095769,229.618473383076,3.166449733808929,7.627732218365307,1.4568067643206222,2.378014503837305,0.8159089087892104,0.8894376875889226,2.299081153765905,3.4162284679706443
15,72.30711393430765,207.81893947628424,3.8162236307181563,7.598917616586177,1.5192522383640474,2.5376173269640754,0.8984055534260822,0.8438718459705882,2.388413922094247,3.2044976016139572
16,63.09765146614147,207.56544773902567,3.2990819519641352,7.22590540786868,1.0617804808361517,1.5601882774079658,0.7780358496067279,0.675603944073121,2.099416916496029,2.513637633158116
17,62.88732818688475,187.57883029003352,3.469243236616546,7.131036291947112,1.0070265214393765,1.9777909067057646,0.7140794108603515,0.7050653227014447,2.014746976066746,2.6600339445510546
18,65.33588334814675,216.052661119083,3.5112464194204294,7.2805928512027185,0.9678418781175192,1.7658775789013221,0.6953629974558876,0.6959254151563684,1.7872425426601195,2.1762148607658247
19,114.75424497704367,474.8809674682242,3.6686098435345817,10.064568803082198,1.29311878503066,2.8249394334970765,0.7397718733158328,0.8636297532299335,2.611423031006958,4.673391173903547
20,79.38104749504362,244.54408160940417,3.916047862931794,8.002850438726298,0.8680674533959117,1.7527858342963512,0.6708917146749502,0.646507350583185,1.876357892345564,2.6013220764392755
21,68.83521627159202,246.41890363482244,3.2665142358518113,7.626604794709455,0.8624150012764287,2.165344763139196,0.6228920348084477,0.6887819050625874,1.6509933863383006,2.2135925887733037
22,97.6841419042204,268.651994854318,4.374711317174575,8.862620610418427,1.0578780558521519,2.135386532357555,0.7449782152714974,0.7091442162544677,2.027518813151355,2.598591307766764
23,80.8425929158945,257.7725000683756,3.9872109656240426,8.058830105794518,1.1642150428651445,2.128345557091653,0.7923914787231707,0.7323460876386404,2.4740211871708286,3.3110653473401555
24,73.36588403754514,249.98741295638246,3.7958653767903647,7.6783650394545715,1.3254178646505654,3.0849924507159363,0.8260613145471057,0.8018981004823036,2.353651741994362,2.8919733644713514
