horizon,mse,std_mse,mae,std_mae,nmse,std_nmse,nmae,std_nmae,mase,std_mase
1,7.204959281343363,32.487562630574516,0.8219946836813902,2.5552463733828126,0.1617511756153071,0.2695352983839823,0.28036719823303896,0.2883494550597592,0.6618928379403093,0.7117053780457017
2,17.202000511430715,74.78585378389927,1.232671590951773,3.9601162676003447,0.25250557145605296,0.40280196288091313,0.3630745957533901,0.3473937395921402,0.8471193378552412,0.6725404187831097
3,1.248945025316341,6.911615617204612,0.37764563927283656,1.0518216553958313,0.16247451213916028,0.42432122142103684,0.24222609066279033,0.3221816778223131,0.5569433244870593,0.5108897145167973
4,10.523841118386303,59.279238413373676,0.9007040659586588,3.1165002173287846,0.14649834923740201,0.22031884676976157,0.28643689755923474,0.2538744801539856,0.7012446259076779,0.4902326377865254
5,6.626290233552796,39.46005063200211,0.6614165672889123,2.487733593546467,0.10815758952379931,0.24341283892367305,0.21259650831612256,0.2509189382452561,0.6018929126887367,0.6893426123991725
6,4.162530371556969,20.5518308807251,0.6795514424641927,1.9237308137318476,0.13255149446127878,0.17674856977370274,0.27547445223657024,0.23804478965289885,0.6859281509025141,0.5967951322005689
7,24.38418025683346,109.5658355280075,1.4005105923383663,4.735266652477056,0.38780040114952585,0.9169260823403389,0.3861738510253744,0.48853880058911847,0.9453162513673306,0.9247043949628247
8,18.343426206629,83.78077899958704,1.317837641789363,4.075135644091365,0.2707834649312038,0.5056492938479954,0.39464185011979097,0.33917735319133585,1.0722322527032633,1.0448921695388045
9,8.265454214657671,44.081286620459146,1.0201578873854418,2.687886185758513,0.7137757036305116,1.4876528819542316,0.5682202712990917,0.6252211024901395,1.7448313910609636,2.9529332256544056
10,1.1036460749854973,2.4850048183890032,0.6423156444842999,0.8313102148019246,0.6269959608746606,1.3017061530131657,0.5514064063400161,0.5682842045134239,1.767991179952589,3.110098470728727
11,3.700848957474824,13.871716220765752,0.8849711295885917,1.7081202993917406,0.8066561767418767,1.5939693552773773,0.6232874300808479,0.6466598442369068,1.9161183642080197,3.740647009899783
12,7.492984537797524,29.533579449543463,1.045206069946289,2.529926646190578,0.9039975241842492,2.537641031284218,0.5929884404299978,0.7432107492042807,2.0428562277020554,4.156648518702039
13,2.171727650039919,10.631648885628733,0.5924349075708634,1.3493511340965685,0.5609767846850818,1.4974180664711199,0.43597724266015947,0.6090161091662178,1.6676822404544323,3.8867068758769987
14,12.222269989434817,72.15172456421429,0.9832518161871494,3.3549195921694777,0.6435886711674706,1.5018357420464383,0.5326581765443851,0.5998866109196193,1.753270566654511,3.8547764725278215
15,6.299217717042596,25.87320625035483,0.9182341648982122,2.335821805886143,0.6609388620825671,1.9978571027275127,0.45169472824543333,0.67595171713285,1.7155037144055734,4.094262648472698
16,8.728222338425649,50.309190938088804,0.9020229241786859,2.8132857607307367,0.7161160433463581,1.7418061491789352,0.5281307272499618,0.6612064630012537,1.748433869654456,4.001354645530781
17,24.751324191432033,133.5661889099967,1.4823702298677885,4.749094942991747,0.7044753530704512,1.7628268409198689,0.5527649219983664,0.6316061307423766,1.8735810121855674,4.053564610396503
