range,model,metric,mean_value,mean_reference_value,mean_improvement_pct,configurations,reference_models
short,chronos2,nmse,1.3876251633994926e+16,1.3876251633994926e+16,29.30592366658405,252,repeat
short,repeat,nmse,1.3876251633994926e+16,1.3876251633994926e+16,0.0,252,repeat
mid,chronos2,nmse,39.497513070037776,40.056514152280414,40.96261663461278,252,repeat
mid,repeat,nmse,40.056514152280414,40.056514152280414,0.0,252,repeat
long,chronos2,nmse,444166680417121.56,444166680417122.6,41.77304378678913,252,repeat
long,repeat,nmse,444166680417122.6,444166680417122.6,0.0,252,repeat
