dataset,model,metric,mean_value,mean_reference_value,mean_improvement_pct,configurations,reference_models
electricity,chronos2,nmse,9327500288759398.0,9327500288759400.0,31.25213300559083,12,repeat
electricity,repeat,nmse,9327500288759400.0,9327500288759400.0,0.0,12,repeat
exchange_rate,chronos2,nmse,19.304193370382094,19.471520061460904,0.7095456873123654,12,repeat
exchange_rate,repeat,nmse,19.471520061460904,19.471520061460904,0.0,12,repeat
solar,chronos2,nmse,0.17087457030409592,0.3462771449655737,45.855065359295544,12,repeat
solar,repeat,nmse,0.3462771449655737,0.3462771449655737,0.0,12,repeat
time/coastal_t_s_h_part01,chronos2,nmse,4.827515541589309,5.597486385724051,27.58693415368681,12,repeat
time/coastal_t_s_h_part01,repeat,nmse,5.597486385724051,5.597486385724051,0.0,12,repeat
time/coastal_t_s_h_part02,chronos2,nmse,1.3792809265340489,2.570891080512887,47.31273796331963,12,repeat
time/coastal_t_s_h_part02,repeat,nmse,2.570891080512887,2.570891080512887,0.0,12,repeat
time/coastal_t_s_h_part03,chronos2,nmse,0.8428310957150881,1.698056168085526,52.36347833487869,12,repeat
time/coastal_t_s_h_part03,repeat,nmse,1.698056168085526,1.698056168085526,0.0,12,repeat
time/coastal_t_s_h_part04,chronos2,nmse,11.091288261382855,11.798507270437545,32.55744887738824,12,repeat
time/coastal_t_s_h_part04,repeat,nmse,11.798507270437545,11.798507270437545,0.0,12,repeat
time/coastal_t_s_h_part05,chronos2,nmse,1.779075434855305,2.487895704073612,33.156965479321734,12,repeat
time/coastal_t_s_h_part05,repeat,nmse,2.487895704073612,2.487895704073612,0.0,12,repeat
time/coastal_t_s_h_part06,chronos2,nmse,0.5956640795080198,1.4174891819576265,36.72807398545253,12,repeat
time/coastal_t_s_h_part06,repeat,nmse,1.4174891819576265,1.4174891819576265,0.0,12,repeat
time/coastal_t_s_h_part07,chronos2,nmse,78308474882648.45,78308474882648.78,33.000034672758865,12,repeat
time/coastal_t_s_h_part07,repeat,nmse,78308474882648.78,78308474882648.78,0.0,12,repeat
time/coastal_t_s_h_part08,chronos2,nmse,1.6343683723849478,2.526206215312987,35.71789966148902,12,repeat
time/coastal_t_s_h_part08,repeat,nmse,2.526206215312987,2.526206215312987,0.0,12,repeat
time/coastal_t_s_h_part09,chronos2,nmse,1.3187409323912977,2.140932022155535,37.84218132780999,12,repeat
time/coastal_t_s_h_part09,repeat,nmse,2.140932022155535,2.140932022155535,0.0,12,repeat
time/coastal_t_s_h_part10,chronos2,nmse,5.267945352365085,6.0952554444472,32.70373230883263,12,repeat
time/coastal_t_s_h_part10,repeat,nmse,6.0952554444472,6.0952554444472,0.0,12,repeat
time/coastal_t_s_h_part11,chronos2,nmse,1.2955889185338825,2.1293479367098946,40.25518421968721,12,repeat
time/coastal_t_s_h_part11,repeat,nmse,2.1293479367098946,2.1293479367098946,0.0,12,repeat
time/coastal_t_s_h_part12,chronos2,nmse,0.9139915132689048,1.6220052786205346,42.79268645904681,12,repeat
time/coastal_t_s_h_part12,repeat,nmse,1.6220052786205346,1.6220052786205346,0.0,12,repeat
time/coastal_t_s_h_part13,chronos2,nmse,0.4286948407500017,1.4037413589038346,62.62497462023716,12,repeat
time/coastal_t_s_h_part13,repeat,nmse,1.4037413589038346,1.4037413589038346,0.0,12,repeat
time/coastal_t_s_h_part14,chronos2,nmse,804.9847091633615,805.473453371144,21.569519916093142,12,repeat
time/coastal_t_s_h_part14,repeat,nmse,805.473453371144,805.473453371144,0.0,12,repeat
time/coastal_t_s_h_part15,chronos2,nmse,0.8507213343302776,1.6136062173954684,45.255379434690184,12,repeat
time/coastal_t_s_h_part15,repeat,nmse,1.6136062173954684,1.6136062173954684,0.0,12,repeat
time/coastal_t_s_h_part16,chronos2,nmse,95.4635917330947,96.41077771509144,27.83703454688386,12,repeat
time/coastal_t_s_h_part16,repeat,nmse,96.41077771509144,96.41077771509144,0.0,12,repeat
time/coastal_t_s_h_part17,chronos2,nmse,1.481602277823564,2.003192125193097,31.273283155309855,12,repeat
time/coastal_t_s_h_part17,repeat,nmse,2.003192125193097,2.003192125193097,0.0,12,repeat
time/coastal_t_s_h_part18,chronos2,nmse,0.6383921189108005,1.0376966254682178,35.588360124270245,12,repeat
time/coastal_t_s_h_part18,repeat,nmse,1.0376966254682178,1.0376966254682178,0.0,12,repeat
time/coastal_t_s_h_part19,chronos2,nmse,0.7286762484038869,1.5015263848006724,44.86825774574177,12,repeat
time/coastal_t_s_h_part19,repeat,nmse,1.5015263848006724,1.5015263848006724,0.0,12,repeat
time/coastal_t_s_h_part20,chronos2,nmse,1.2880317700833948,2.4543884492131194,46.64867200305002,12,repeat
time/coastal_t_s_h_part20,repeat,nmse,2.4543884492131194,2.4543884492131194,0.0,12,repeat
time/coastal_t_s_h_part21,chronos2,nmse,0.9367840886300812,1.5752967850061224,37.780503520516824,12,repeat
time/coastal_t_s_h_part21,repeat,nmse,1.5752967850061224,1.5752967850061224,0.0,12,repeat
time/coastal_t_s_h_part22,chronos2,nmse,1.6301139999929826,2.306824419504882,30.553143137069643,12,repeat
time/coastal_t_s_h_part22,repeat,nmse,2.306824419504882,2.306824419504882,0.0,12,repeat
time/coastal_t_s_h_part23,chronos2,nmse,1.2638111280162805,1.769402067182541,32.62559774519233,12,repeat
time/coastal_t_s_h_part23,repeat,nmse,1.769402067182541,1.769402067182541,0.0,12,repeat
time/cphl_h_part01,chronos2,nmse,1.1353384390473364,1.548248145977656,28.719222234265303,12,repeat
time/cphl_h_part01,repeat,nmse,1.548248145977656,1.548248145977656,0.0,12,repeat
time/cphl_h_part02,chronos2,nmse,1.9706071058909096,2.8590089400609333,32.06351626476948,12,repeat
time/cphl_h_part02,repeat,nmse,2.8590089400609333,2.8590089400609333,0.0,12,repeat
time/crypto_d,chronos2,nmse,0.9918058446799277,1.3759672595058674,18.774856163770803,12,repeat
time/crypto_d,repeat,nmse,1.3759672595058674,1.3759672595058674,0.0,12,repeat
time/current_velocity_h_part01,chronos2,nmse,0.6042267774754881,1.6249063876756453,53.59775353395532,12,repeat
time/current_velocity_h_part01,repeat,nmse,1.6249063876756453,1.6249063876756453,0.0,12,repeat
time/current_velocity_h_part02,chronos2,nmse,0.489940708272632,1.9542114690268118,65.17950588519646,12,repeat
time/current_velocity_h_part02,repeat,nmse,1.9542114690268118,1.9542114690268118,0.0,12,repeat
time/current_velocity_h_part03,chronos2,nmse,1.1214354249695564,1.6954612650726208,35.63965702499515,12,repeat
time/current_velocity_h_part03,repeat,nmse,1.6954612650726208,1.6954612650726208,0.0,12,repeat
time/current_velocity_h_part04,chronos2,nmse,1.0175301106502934,1.8017028365974073,41.32676002563936,12,repeat
time/current_velocity_h_part04,repeat,nmse,1.8017028365974073,1.8017028365974073,0.0,12,repeat
time/current_velocity_h_part05,chronos2,nmse,0.7624384489542816,1.5870679305670896,49.189094735607625,12,repeat
time/current_velocity_h_part05,repeat,nmse,1.5870679305670896,1.5870679305670896,0.0,12,repeat
time/current_velocity_h_part06,chronos2,nmse,0.7053634085506671,1.6470071427326534,52.3722850716963,12,repeat
time/current_velocity_h_part06,repeat,nmse,1.6470071427326534,1.6470071427326534,0.0,12,repeat
time/current_velocity_h_part07,chronos2,nmse,0.8583893064758739,2.087241366505623,55.458554682039534,12,repeat
time/current_velocity_h_part07,repeat,nmse,2.087241366505623,2.087241366505623,0.0,12,repeat
time/current_velocity_h_part08,chronos2,nmse,0.9632839295340494,1.7472361985387073,43.585531133535135,12,repeat
time/current_velocity_h_part08,repeat,nmse,1.7472361985387073,1.7472361985387073,0.0,12,repeat
time/current_velocity_h_part09,chronos2,nmse,0.9180811477834901,1.670407933532876,38.76546554049683,12,repeat
time/current_velocity_h_part09,repeat,nmse,1.670407933532876,1.670407933532876,0.0,12,repeat
time/current_velocity_h_part10,chronos2,nmse,0.9871707838028669,1.6106379722792006,35.15024856733029,12,repeat
time/current_velocity_h_part10,repeat,nmse,1.6106379722792006,1.6106379722792006,0.0,12,repeat
time/current_velocity_h_part11,chronos2,nmse,0.5641337273292559,1.4260213309356933,50.77013031285537,12,repeat
time/current_velocity_h_part11,repeat,nmse,1.4260213309356933,1.4260213309356933,0.0,12,repeat
time/current_velocity_h_part12,chronos2,nmse,0.6409400340273149,1.600143136249648,49.80039635353953,12,repeat
time/current_velocity_h_part12,repeat,nmse,1.600143136249648,1.600143136249648,0.0,12,repeat
time/current_velocity_h_part13,chronos2,nmse,0.8049785457573039,1.7936310193553158,55.06573573739701,12,repeat
time/current_velocity_h_part13,repeat,nmse,1.7936310193553158,1.7936310193553158,0.0,12,repeat
time/current_velocity_h_part14,chronos2,nmse,0.9346178551359724,1.5458297873329787,39.274961965903174,12,repeat
time/current_velocity_h_part14,repeat,nmse,1.5458297873329787,1.5458297873329787,0.0,12,repeat
time/current_velocity_h_part15,chronos2,nmse,0.928766191231146,1.6221919552208706,42.64442105941064,12,repeat
time/current_velocity_h_part15,repeat,nmse,1.6221919552208706,1.6221919552208706,0.0,12,repeat
time/current_velocity_h_part16,chronos2,nmse,0.6442112206550384,1.2604299118190452,42.28118446940194,12,repeat
time/current_velocity_h_part16,repeat,nmse,1.2604299118190452,1.2604299118190452,0.0,12,repeat
time/current_velocity_h_part17,chronos2,nmse,0.6661019472327705,1.1602410092535949,42.20338281906029,12,repeat
time/current_velocity_h_part17,repeat,nmse,1.1602410092535949,1.1602410092535949,0.0,12,repeat
time/current_velocity_h_part18,chronos2,nmse,1.2274725460654332,1.8720926958653663,38.22374011583889,12,repeat
time/current_velocity_h_part18,repeat,nmse,1.8720926958653663,1.8720926958653663,0.0,12,repeat
time/current_velocity_h_part19,chronos2,nmse,0.964375262671254,1.771291987825599,42.00219862729605,12,repeat
time/current_velocity_h_part19,repeat,nmse,1.771291987825599,1.771291987825599,0.0,12,repeat
time/current_velocity_h_part20,chronos2,nmse,1.185368334421079,1.7330243343271008,30.941858844576487,12,repeat
time/current_velocity_h_part20,repeat,nmse,1.7330243343271008,1.7330243343271008,0.0,12,repeat
time/current_velocity_h_part21,chronos2,nmse,0.9294434951514833,1.6001994931035572,41.88772368913042,12,repeat
time/current_velocity_h_part21,repeat,nmse,1.6001994931035572,1.6001994931035572,0.0,12,repeat
time/ecdc_covid_d_part01,chronos2,nmse,0.5812827900259031,0.9799229049563616,22.392128684523176,12,repeat
time/ecdc_covid_d_part01,repeat,nmse,0.9799229049563616,0.9799229049563616,0.0,12,repeat
time/ecdc_covid_d_part02,chronos2,nmse,0.49067430076603263,0.7084890115592216,41.66975328680001,12,repeat
time/ecdc_covid_d_part02,repeat,nmse,0.7084890115592216,0.7084890115592216,0.0,12,repeat
time/ecdc_covid_d_part03,chronos2,nmse,7.5961454520002,7.453112663494216,0.8156836213234406,12,repeat
time/ecdc_covid_d_part03,repeat,nmse,7.453112663494216,7.453112663494216,0.0,12,repeat
time/ecdc_covid_d_part04,chronos2,nmse,0.3294638055355739,0.4547018880774784,25.273117414783584,12,repeat
time/ecdc_covid_d_part04,repeat,nmse,0.4547018880774784,0.4547018880774784,0.0,12,repeat
time/ecdc_covid_d_part05,chronos2,nmse,0.28019522355558973,0.860065928301386,57.59998859152938,12,repeat
time/ecdc_covid_d_part05,repeat,nmse,0.860065928301386,0.860065928301386,0.0,12,repeat
time/ecdc_covid_d_part06,chronos2,nmse,58.805733986819774,60.11600681621996,16.895839809391873,12,repeat
time/ecdc_covid_d_part06,repeat,nmse,60.11600681621996,60.11600681621996,0.0,12,repeat
time/ecdc_covid_d_part07,chronos2,nmse,2.5377406701445575,2.744640829662482,20.467356659690434,12,repeat
time/ecdc_covid_d_part07,repeat,nmse,2.744640829662482,2.744640829662482,0.0,12,repeat
time/ne_china_wind_h,chronos2,nmse,1.204140122758462,2.0380869961215877,39.642063770173884,12,repeat
time/ne_china_wind_h,repeat,nmse,2.0380869961215877,2.0380869961215877,0.0,12,repeat
time/online_retail_2_uci_d,chronos2,nmse,0.6140181804233483,0.5467739049345255,21.530784700055577,12,repeat
time/online_retail_2_uci_d,repeat,nmse,0.5467739049345255,0.5467739049345255,0.0,12,repeat
time/port_activity_d,chronos2,nmse,2.9132297583901075e+17,2.9132297583901075e+17,23.115707077371656,12,repeat
time/port_activity_d,repeat,nmse,2.9132297583901075e+17,2.9132297583901075e+17,0.0,12,repeat
time/supply_chain_customer_d,chronos2,nmse,0.5798940952174141,0.9762398567498046,31.25341239980241,12,repeat
time/supply_chain_customer_d,repeat,nmse,0.9762398567498046,0.9762398567498046,0.0,12,repeat
time/supply_chain_location_d,chronos2,nmse,0.6957723500898947,1.0790500399652838,27.389879285960802,12,repeat
time/supply_chain_location_d,repeat,nmse,1.0790500399652838,1.0790500399652838,0.0,12,repeat
traffic,chronos2,nmse,0.25459566880838874,0.5934133789149063,53.45053824366553,12,repeat
traffic,repeat,nmse,0.5934133789149063,0.5934133789149063,0.0,12,repeat
