dataset,lags,horizon,setting,metric,best_baseline,best_baseline_value,chronos_value,chronos_win_pct,tie_pct,windows
electricity,336,48,336:48,mae,repeat,225.7780140404402,151.324329965406,88.847994111152,0.0,16302
electricity,336,48,336:48,nmse,repeat,0.48742141205268563,0.20349267911072721,90.79254079254079,0.0,16302
electricity,336,48,336:48,nmae,repeat,0.39404714892013587,0.23724434846628425,88.847994111152,0.0,16302
electricity,336,48,336:48,mase,repeat,1.2996814558877783,0.7569387183771352,88.847994111152,0.0,16302
electricity,336,48,336:48,mse,repeat,3213269.4332702016,1783873.4539792847,90.40987111355446,0.01832508704416346,16371
electricity,336,48,336:48,mae,repeat,224.8264116743033,150.68653304307009,88.47352024922118,0.01832508704416346,16371
electricity,336,48,336:48,nmse,repeat,0.4853670428906889,0.20263500430116774,90.40987111355446,0.01832508704416346,16371
electricity,336,48,336:48,nmae,repeat,0.3923863309800373,0.23624441808975744,88.47352024922118,0.01832508704416346,16371
electricity,336,48,336:48,mase,repeat,1.2942035973124844,0.7537483967992334,88.47352024922118,0.01832508704416346,16371
electricity,336,48,336:48,mse,repeat,3226869.94798592,1791423.8936996558,90.79254079254079,0.0,16302
electricity,336,48,336:48,mae,repeat,225.77801407925526,151.32433029178196,88.847994111152,0.0,16302
electricity,336,48,336:48,nmse,repeat,0.48742141204536055,0.2034926791437479,90.79254079254079,0.0,16302
electricity,336,48,336:48,nmae,repeat,0.3940471490905527,0.2372443484484599,88.847994111152,0.0,16302
electricity,336,48,336:48,mase,repeat,1.2996814557479257,0.7569387194054634,88.847994111152,0.0,16302
electricity,504,168,504:168,mse,repeat,7091662.323759577,6019985.880385852,87.00140492334005,0.03665017408832692,16371
electricity,504,168,504:168,mae,repeat,232.39141410209572,202.79263625894293,85.0222955225704,0.03665017408832692,16371
electricity,504,168,504:168,nmse,repeat,5.596500173255639e+16,5.596500173255639e+16,87.00140492334005,0.03665017408832692,16371
electricity,504,168,504:168,nmae,repeat,2804502.306100594,2804502.2495118342,85.0222955225704,0.03665017408832692,16371
electricity,504,168,504:168,mase,repeat,2804503.050507147,2804502.8620787263,85.0222955225704,0.03665017408832692,16371
electricity,504,168,504:168,mse,repeat,7121672.940863639,6045460.50972957,87.36964789596368,0.0,16302
electricity,504,168,504:168,mae,repeat,233.346872485346,203.62281443831802,85.38216169795118,0.0,16302
electricity,504,168,504:168,nmse,repeat,0.36561051607630396,0.27335967838622127,87.36964789596368,0.0,16302
electricity,504,168,504:168,nmae,repeat,0.3271483756032188,0.2698722476797623,85.38216169795118,0.0,16302
electricity,504,168,504:168,mase,repeat,1.074705711703665,0.8850318963510668,85.38216169795118,0.0,16302
electricity,504,168,504:168,mse,repeat,7091662.3079950325,6019986.400789151,87.00140492334005,0.03665017408832692,16371
electricity,504,168,504:168,mae,repeat,232.39141410237363,202.7926382863709,85.0222955225704,0.03665017408832692,16371
electricity,504,168,504:168,nmse,repeat,5.596500173255639e+16,5.596500173255639e+16,87.00140492334005,0.03665017408832692,16371
electricity,504,168,504:168,nmae,repeat,2804502.306100594,2804502.249065871,85.0222955225704,0.03665017408832692,16371
electricity,504,168,504:168,mase,repeat,2804503.050507148,2804502.8616327615,85.0222955225704,0.03665017408832692,16371
electricity,504,168,504:168,mse,repeat,7121672.92503237,6045461.032331365,87.36964789596368,0.0,16302
electricity,504,168,504:168,mae,repeat,233.34687248562508,203.62281662442723,85.38216169795118,0.0,16302
electricity,504,168,504:168,nmse,repeat,0.3656105160400143,0.2733596774027728,87.36964789596368,0.0,16302
electricity,504,168,504:168,nmae,repeat,0.3271483757326986,0.2698722475185933,85.38216169795118,0.0,16302
electricity,504,168,504:168,mase,repeat,1.0747057118823449,0.8850318941417609,85.38216169795118,0.0,16302
exchange_rate,7,1,7:1,mse,repeat,1.0495459564852585e-05,1.1084358024943967e-05,40.0,0.8333333333333334,120
exchange_rate,7,1,7:1,mae,repeat,0.0019935479310030737,0.002066968672443181,40.0,0.8333333333333334,120
exchange_rate,7,1,7:1,nmse,repeat,2.927997055720334,3.237400367490454,40.0,0.8333333333333334,120
exchange_rate,7,1,7:1,nmae,repeat,0.9201718807996561,0.9857343193842099,40.0,0.8333333333333334,120
exchange_rate,7,1,7:1,mase,repeat,1.025712347527345,1.1016865086741745,40.0,0.8333333333333334,120
exchange_rate,7,1,7:1,mse,repeat,1.0673348710019579e-05,1.1272228499926081e-05,40.67796610169492,0.0,118
exchange_rate,7,1,7:1,mae,repeat,0.0020273368789861766,0.0021020016609296457,40.67796610169492,0.0,118
exchange_rate,7,1,7:1,nmse,repeat,2.977624124461357,3.122915504980899,40.67796610169492,0.0,118
exchange_rate,7,1,7:1,nmae,repeat,0.9357680143725317,0.9645573726097533,40.67796610169492,0.0,118
exchange_rate,7,1,7:1,mase,repeat,1.0430973025701813,1.0824748532436157,40.67796610169492,0.0,118
exchange_rate,7,1,7:1,mse,repeat,1.0495459564852585e-05,1.1084348728465565e-05,40.0,1.6666666666666667,120
exchange_rate,7,1,7:1,mae,repeat,0.0019935479310030737,0.0020669672444152336,40.0,1.6666666666666667,120
exchange_rate,7,1,7:1,nmse,repeat,2.927997055720334,3.0708646663063672,40.0,1.6666666666666667,120
exchange_rate,7,1,7:1,nmae,repeat,0.9201718807996561,0.948480170740125,40.0,1.6666666666666667,120
exchange_rate,7,1,7:1,mase,repeat,1.025712347527345,1.064432738147055,40.0,1.6666666666666667,120
exchange_rate,7,1,7:1,mse,repeat,1.0673348710019579e-05,1.1272219045897186e-05,40.67796610169492,0.0,118
exchange_rate,7,1,7:1,mae,repeat,0.0020273368789861766,0.0021020005875409154,40.67796610169492,0.0,118
exchange_rate,7,1,7:1,nmse,repeat,2.977624124461357,3.1229132199725766,40.67796610169492,0.0,118
exchange_rate,7,1,7:1,nmae,repeat,0.9357680143725317,0.9645561058374154,40.67796610169492,0.0,118
exchange_rate,7,1,7:1,mase,repeat,1.0430973025701813,1.0824739709970053,40.67796610169492,0.0,118
exchange_rate,14,2,14:2,mse,repeat,4.924731154336247e-05,4.4524652175763016e-05,57.49999999999999,0.8333333333333334,120
exchange_rate,14,2,14:2,mae,repeat,0.003997270823068296,0.003789188084192574,55.00000000000001,0.8333333333333334,120
exchange_rate,14,2,14:2,nmse,repeat,2.7941869551180085,2.6064299664712354,57.49999999999999,0.8333333333333334,120
exchange_rate,14,2,14:2,nmae,repeat,1.0536470286703359,1.001880900003016,55.00000000000001,0.8333333333333334,120
exchange_rate,14,2,14:2,mase,repeat,1.9406336744936803,1.8454028936879088,55.00000000000001,0.8333333333333334,120
exchange_rate,14,2,14:2,mse,repeat,5.008201173901268e-05,4.527930729738306e-05,58.47457627118644,0.0,118
exchange_rate,14,2,14:2,mae,repeat,0.004065021176001657,0.003853411453192012,55.932203389830505,0.0,118
exchange_rate,14,2,14:2,nmse,repeat,2.8415460560522123,2.620028568709948,58.47457627118644,0.0,118
exchange_rate,14,2,14:2,nmae,repeat,1.0715054528850874,1.0030768038231437,55.932203389830505,0.0,118
exchange_rate,14,2,14:2,mase,repeat,1.9735257706715394,1.8608957804518484,55.932203389830505,0.0,118
exchange_rate,14,2,14:2,mse,repeat,4.924731154336247e-05,4.4524595308501885e-05,57.49999999999999,1.6666666666666667,120
exchange_rate,14,2,14:2,mae,repeat,0.003997270823068296,0.0037891864446767914,55.00000000000001,1.6666666666666667,120
exchange_rate,14,2,14:2,nmse,repeat,2.7941869551180085,2.576361401187023,57.49999999999999,1.6666666666666667,120
exchange_rate,14,2,14:2,nmae,repeat,1.0536470286703359,0.9863589935625593,55.00000000000001,1.6666666666666667,120
exchange_rate,14,2,14:2,mase,repeat,1.9406336744936803,1.8298807962642363,55.00000000000001,1.6666666666666667,120
exchange_rate,14,2,14:2,mse,repeat,5.008201173901268e-05,4.5279249466273103e-05,58.47457627118644,0.0,118
exchange_rate,14,2,14:2,mae,repeat,0.004065021176001657,0.00385340994373911,55.932203389830505,0.0,118
exchange_rate,14,2,14:2,nmse,repeat,2.8415460560522123,2.6200285435800237,58.47457627118644,0.0,118
exchange_rate,14,2,14:2,nmae,repeat,1.0715054528850874,1.0030769426059924,55.932203389830505,0.0,118
exchange_rate,14,2,14:2,mase,repeat,1.9735257706715394,1.8608957250144775,55.932203389830505,0.0,118
exchange_rate,30,7,30:7,mse,repeat,0.00011653317874051222,9.066010756208525e-05,70.0,0.8333333333333334,120
exchange_rate,30,7,30:7,mae,repeat,0.006783036722487168,0.005619980064002883,69.16666666666667,0.8333333333333334,120
exchange_rate,30,7,30:7,nmse,repeat,52.20149751653274,51.73144519346218,70.0,0.8333333333333334,120
exchange_rate,30,7,30:7,nmae,repeat,1.3595666548858085,1.1733403916470706,69.16666666666667,0.8333333333333334,120
exchange_rate,30,7,30:7,mase,repeat,3.5763257945577305,3.0451206707395615,69.16666666666667,0.8333333333333334,120
exchange_rate,30,7,30:7,mse,repeat,0.00011850831736323276,9.219671955466277e-05,71.1864406779661,0.0,118
exchange_rate,30,7,30:7,mae,repeat,0.00689800344659712,0.00571523393633254,70.33898305084746,0.0,118
exchange_rate,30,7,30:7,nmse,repeat,53.086268660880755,52.606233205631234,71.1864406779661,0.0,118
exchange_rate,30,7,30:7,nmae,repeat,1.382610157510992,1.190521494848496,70.33898305084746,0.0,118
exchange_rate,30,7,30:7,mase,repeat,3.636941485990912,3.0940268634171306,70.33898305084746,0.0,118
exchange_rate,30,7,30:7,mse,repeat,0.00011653317874051222,9.066011743186678e-05,70.0,1.6666666666666667,120
exchange_rate,30,7,30:7,mae,repeat,0.006783036722487168,0.005619979536959363,69.16666666666667,1.6666666666666667,120
exchange_rate,30,7,30:7,nmse,repeat,52.20149751653274,51.72946461009075,70.0,1.6666666666666667,120
exchange_rate,30,7,30:7,nmae,repeat,1.3595666548858085,1.1706804786032687,69.16666666666667,1.6666666666666667,120
exchange_rate,30,7,30:7,mase,repeat,3.5763257945577305,3.042461086095621,69.16666666666667,1.6666666666666667,120
exchange_rate,30,7,30:7,mse,repeat,0.00011850831736323276,9.219672959172893e-05,71.1864406779661,0.0,118
exchange_rate,30,7,30:7,mae,repeat,0.00689800344659712,0.005715233427416301,70.33898305084746,0.0,118
exchange_rate,30,7,30:7,nmse,repeat,53.086268660880755,52.60623519670246,71.1864406779661,0.0,118
exchange_rate,30,7,30:7,nmae,repeat,1.382610157510992,1.1905225206134935,70.33898305084746,0.0,118
exchange_rate,30,7,30:7,mase,repeat,3.636941485990912,3.0940282231480896,70.33898305084746,0.0,118
solar,168,24,168:24,mse,repeat,656.7792404137516,465.76585810772593,64.92056676685273,0.0,2329
solar,168,24,168:24,mae,repeat,10.454036356912452,9.20293229042895,56.67668527264921,0.0,2329
solar,168,24,168:24,nmse,repeat,0.18874016695348925,0.13684123345275745,64.92056676685273,0.0,2329
solar,168,24,168:24,nmae,repeat,0.1905530390752333,0.16889955869249235,56.67668527264921,0.0,2329
solar,168,24,168:24,mase,repeat,0.8351506448645559,0.7425216191307114,56.67668527264921,0.0,2329
solar,168,24,168:24,mse,repeat,656.7792404137516,465.76585810772593,64.92056676685273,0.0,2329
solar,168,24,168:24,mae,repeat,10.454036356912452,9.20293229042895,56.67668527264921,0.0,2329
solar,168,24,168:24,nmse,repeat,0.18874016695348925,0.13684123345275745,64.92056676685273,0.0,2329
solar,168,24,168:24,nmae,repeat,0.1905530390752333,0.16889955869249235,56.67668527264921,0.0,2329
solar,168,24,168:24,mase,repeat,0.8351506448645559,0.7425216191307114,56.67668527264921,0.0,2329
solar,168,24,168:24,mse,repeat,656.7792384009113,465.7658514452498,64.92056676685273,0.0,2329
solar,168,24,168:24,mae,repeat,10.454036428532717,9.202932331044053,56.67668527264921,0.0,2329
solar,168,24,168:24,nmse,repeat,0.18874016704378735,0.13684123181239607,64.92056676685273,0.0,2329
solar,168,24,168:24,nmae,repeat,0.19055304104824558,0.16889955941627674,56.67668527264921,0.0,2329
solar,168,24,168:24,mase,repeat,0.835150654589659,0.7425216235549934,56.67668527264921,0.0,2329
solar,168,24,168:24,mse,repeat,656.7792384009113,465.7658514452498,64.92056676685273,0.0,2329
solar,168,24,168:24,mae,repeat,10.454036428532717,9.202932331044053,56.67668527264921,0.0,2329
solar,168,24,168:24,nmse,repeat,0.18874016704378735,0.13684123181239607,64.92056676685273,0.0,2329
solar,168,24,168:24,nmae,repeat,0.19055304104824558,0.16889955941627674,56.67668527264921,0.0,2329
solar,168,24,168:24,mase,repeat,0.835150654589659,0.7425216235549934,56.67668527264921,0.0,2329
solar,336,48,336:48,mse,repeat,1527.9796014827637,621.868939709387,84.28510090167454,0.0,2329
solar,336,48,336:48,mae,repeat,17.63276984656814,11.147908665147039,81.5371404036067,0.0,2329
solar,336,48,336:48,nmse,repeat,0.5107689751097201,0.2103948040478277,84.28510090167454,0.0,2329
solar,336,48,336:48,nmae,repeat,0.3376632560661943,0.21259004222656996,81.5371404036067,0.0,2329
solar,336,48,336:48,mase,repeat,1.5034926488752425,0.9411595132395453,81.5371404036067,0.0,2329
solar,336,48,336:48,mse,repeat,1527.9796014827637,621.868939709387,84.28510090167454,0.0,2329
solar,336,48,336:48,mae,repeat,17.63276984656814,11.147908665147039,81.5371404036067,0.0,2329
solar,336,48,336:48,nmse,repeat,0.5107689751097201,0.2103948040478277,84.28510090167454,0.0,2329
solar,336,48,336:48,nmae,repeat,0.3376632560661943,0.21259004222656996,81.5371404036067,0.0,2329
solar,336,48,336:48,mase,repeat,1.5034926488752425,0.9411595132395453,81.5371404036067,0.0,2329
solar,336,48,336:48,mse,repeat,1527.9796009942563,621.8689380900038,84.28510090167454,0.0,2329
solar,336,48,336:48,mae,repeat,17.6327699396988,11.147908747836007,81.5371404036067,0.0,2329
solar,336,48,336:48,nmse,repeat,0.5107689749641634,0.21039480244870404,84.28510090167454,0.0,2329
solar,336,48,336:48,nmae,repeat,0.3376632580903913,0.2125900430391279,81.5371404036067,0.0,2329
solar,336,48,336:48,mase,repeat,1.503492655970729,0.9411595223760236,81.5371404036067,0.0,2329
solar,336,48,336:48,mse,repeat,1527.9796009942563,621.8689380900038,84.28510090167454,0.0,2329
solar,336,48,336:48,mae,repeat,17.6327699396988,11.147908747836007,81.5371404036067,0.0,2329
solar,336,48,336:48,nmse,repeat,0.5107689749641634,0.21039480244870404,84.28510090167454,0.0,2329
solar,336,48,336:48,nmae,repeat,0.3376632580903913,0.2125900430391279,81.5371404036067,0.0,2329
solar,336,48,336:48,mase,repeat,1.503492655970729,0.9411595223760236,81.5371404036067,0.0,2329
solar,504,168,504:168,mse,repeat,1090.1645245612972,536.7973124041174,94.52554744525547,0.0,2192
solar,504,168,504:168,mae,repeat,14.378088221606546,10.509183740039376,88.77737226277372,0.0,2192
solar,504,168,504:168,nmse,repeat,0.33932229323842883,0.1653876763795686,94.52554744525547,0.0,2192
solar,504,168,504:168,nmae,repeat,0.26626328453353615,0.19478857564488358,88.77737226277372,0.0,2192
solar,504,168,504:168,mase,repeat,1.1773539507476083,0.8634245128092104,88.77737226277372,0.0,2192
solar,504,168,504:168,mse,repeat,1090.1645245612972,536.7973124041174,94.52554744525547,0.0,2192
solar,504,168,504:168,mae,repeat,14.378088221606546,10.509183740039376,88.77737226277372,0.0,2192
solar,504,168,504:168,nmse,repeat,0.33932229323842883,0.1653876763795686,94.52554744525547,0.0,2192
solar,504,168,504:168,nmae,repeat,0.26626328453353615,0.19478857564488358,88.77737226277372,0.0,2192
solar,504,168,504:168,mase,repeat,1.1773539507476083,0.8634245128092104,88.77737226277372,0.0,2192
solar,504,168,504:168,mse,repeat,1090.1645236776692,536.7973015543319,94.52554744525547,0.0,2192
solar,504,168,504:168,mae,repeat,14.378088339401858,10.50918381938534,88.77737226277372,0.0,2192
solar,504,168,504:168,nmse,repeat,0.3393222924838536,0.16538767368332177,94.52554744525547,0.0,2192
solar,504,168,504:168,nmae,repeat,0.26626328630100965,0.19478857760270038,88.77737226277372,0.0,2192
solar,504,168,504:168,mase,repeat,1.1773539578175023,0.8634245197703369,88.77737226277372,0.0,2192
solar,504,168,504:168,mse,repeat,1090.1645236776692,536.7973015543319,94.52554744525547,0.0,2192
solar,504,168,504:168,mae,repeat,14.378088339401858,10.50918381938534,88.77737226277372,0.0,2192
solar,504,168,504:168,nmse,repeat,0.3393222924838536,0.16538767368332177,94.52554744525547,0.0,2192
solar,504,168,504:168,nmae,repeat,0.26626328630100965,0.19478857760270038,88.77737226277372,0.0,2192
solar,504,168,504:168,mase,repeat,1.1773539578175023,0.8634245197703369,88.77737226277372,0.0,2192
time/coastal_t_s_h_part01,168,24,168:24,mse,repeat,129.52880944722696,76.02237589187094,90.19607843137256,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mae,repeat,5.029473273686188,3.6390326112673126,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,nmse,repeat,2.0149492487771745,1.1607115158406611,90.19607843137256,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,nmae,repeat,1.0696703912233751,0.7586418073259148,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mase,repeat,3.040921309999391,2.000719132376652,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mse,repeat,129.52880944722696,76.02237589187094,90.19607843137256,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mae,repeat,5.029473273686188,3.6390326112673126,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,nmse,repeat,2.0149492487771745,1.1607115158406611,90.19607843137256,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,nmae,repeat,1.0696703912233751,0.7586418073259148,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mase,repeat,3.040921309999391,2.000719132376652,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mse,repeat,129.52880944722696,76.02237527711044,90.19607843137256,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mae,repeat,5.029473273686188,3.6390325919743263,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,nmse,repeat,2.0149492487771745,1.1607089427176533,90.19607843137256,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,nmae,repeat,1.0696703912233751,0.7586410568807932,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mase,repeat,3.040921291299895,2.0007123316035553,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mse,repeat,129.52880944722696,76.02237527711044,90.19607843137256,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mae,repeat,5.029473273686188,3.6390325919743263,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,nmse,repeat,2.0149492487771745,1.1607089427176533,90.19607843137256,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,nmae,repeat,1.0696703912233751,0.7586410568807932,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,168,24,168:24,mase,repeat,3.040921291299895,2.0007123316035553,86.27450980392157,0.0,51
time/coastal_t_s_h_part01,336,48,336:48,mse,repeat,109.46903280062179,59.70278071056479,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mae,repeat,4.646111883989458,3.5641314923996106,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,nmse,repeat,1.946692388707864,1.2807072881840516,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,nmae,repeat,1.0331460894667543,0.8219301681480525,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mase,repeat,4.145521495491266,3.73098688138028,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mse,repeat,109.46903280062179,59.70278071056479,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mae,repeat,4.646111883989458,3.5641314923996106,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,nmse,repeat,1.946692388707864,1.2807072881840516,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,nmae,repeat,1.0331460894667543,0.8219301681480525,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mase,repeat,4.145521495491266,3.73098688138028,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mse,repeat,109.46903280062179,59.702779412960204,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mae,repeat,4.646111883989458,3.564131546280502,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,nmse,repeat,1.946692388707864,1.280707077586764,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,nmae,repeat,1.0331460894667543,0.8219302241826275,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mase,repeat,4.145521495491266,3.730986366669337,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mse,repeat,109.46903280062179,59.702779412960204,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mae,repeat,4.646111883989458,3.564131546280502,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,nmse,repeat,1.946692388707864,1.280707077586764,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,nmae,repeat,1.0331460894667543,0.8219302241826275,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,336,48,336:48,mase,repeat,4.145521495491266,3.730986366669337,83.33333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mse,repeat,272.0885134587291,205.22651326167397,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mae,repeat,6.496347494530103,4.899637356313178,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,nmse,repeat,12.830817519687116,12.041128581758434,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,nmae,repeat,1.7714918047810595,1.4549590235886474,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mase,repeat,11.258388075977564,9.870549267468354,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mse,repeat,272.0885134587291,205.22651326167397,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mae,repeat,6.496347494530103,4.899637356313178,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,nmse,repeat,12.830817519687116,12.041128581758434,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,nmae,repeat,1.7714918047810595,1.4549590235886474,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mase,repeat,11.258388075977564,9.870549267468354,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mse,repeat,272.0885147302949,205.22651198293883,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mae,repeat,6.496347494530103,4.899637355149025,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,nmse,repeat,12.830817519687116,12.041129843448289,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,nmae,repeat,1.7714918047810595,1.4549593029854198,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mase,repeat,11.258388075977564,9.870550455370298,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mse,repeat,272.0885147302949,205.22651198293883,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mae,repeat,6.496347494530103,4.899637355149025,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,nmse,repeat,12.830817519687116,12.041129843448289,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,nmae,repeat,1.7714918047810595,1.4549593029854198,89.58333333333334,0.0,48
time/coastal_t_s_h_part01,504,168,504:168,mase,repeat,11.258388075977564,9.870550455370298,89.58333333333334,0.0,48
time/coastal_t_s_h_part02,168,24,168:24,mse,repeat,13.08451493521837,6.591816428216243,85.71428571428571,0.0,21
time/coastal_t_s_h_part02,168,24,168:24,mae,repeat,0.9651397936090472,0.6685848557722888,80.95238095238095,0.0,21
time/coastal_t_s_h_part02,168,24,168:24,nmse,repeat,1.7840843388722056,0.5894215083015817,85.71428571428571,0.0,21
time/coastal_t_s_h_part02,168,24,168:24,nmae,repeat,0.8735602412905011,0.5418431148642585,80.95238095238095,0.0,21
time/coastal_t_s_h_part02,168,24,168:24,mase,repeat,3.7711289695331027,2.205236640714464,80.95238095238095,0.0,21
time/coastal_t_s_h_part02,168,24,168:24,mse,repeat,13.08451493521837,6.591816428216243,85.71428571428571,0.0,21
time/coastal_t_s_h_part02,168,24,168:24,mae,repeat,0.9651397936090472,0.6685848557722888,80.95238095238095,0.0,21
time/coastal_t_s_h_part02,168,24,168:24,nmse,repeat,1.7840843388722056,0.5894215083015817,85.71428571428571,0.0,21
