dataset,lags,horizon,covariate_mode,instance_normalize,remove_constant,stride,seed,setting,range,model,metric,value,reference_model,reference_value,improvement_pct
electricity,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,5.596500173255639e+16,repeat,5.596500173255639e+16,0.0
electricity,504,168,none,False,False,512,1,504:168,long,repeat,nmse,5.596500173255639e+16,repeat,5.596500173255639e+16,0.0
electricity,504,168,none,False,True,512,1,504:168,long,chronos2,nmse,0.27335967838622127,repeat,0.36561051607630396,25.23199788674286
electricity,504,168,none,False,True,512,1,504:168,long,repeat,nmse,0.36561051607630396,repeat,0.36561051607630396,0.0
electricity,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,5.596500173255639e+16,repeat,5.596500173255639e+16,0.0
electricity,504,168,none,True,False,512,1,504:168,long,repeat,nmse,5.596500173255639e+16,repeat,5.596500173255639e+16,0.0
electricity,504,168,none,True,True,512,1,504:168,long,chronos2,nmse,0.2733596774027728,repeat,0.3656105160400143,25.231998148309586
electricity,504,168,none,True,True,512,1,504:168,long,repeat,nmse,0.3656105160400143,repeat,0.3656105160400143,0.0
exchange_rate,7,1,none,False,False,512,1,7:1,short,chronos2,nmse,3.237400367490454,repeat,2.927997055720334,-10.567063623429837
exchange_rate,7,1,none,False,False,512,1,7:1,short,repeat,nmse,2.927997055720334,repeat,2.927997055720334,0.0
exchange_rate,7,1,none,False,True,512,1,7:1,short,chronos2,nmse,3.122915504980899,repeat,2.977624124461357,-4.879439930848395
exchange_rate,7,1,none,False,True,512,1,7:1,short,repeat,nmse,2.977624124461357,repeat,2.977624124461357,0.0
exchange_rate,7,1,none,True,False,512,1,7:1,short,chronos2,nmse,3.0708646663063672,repeat,2.927997055720334,-4.879363191534543
exchange_rate,7,1,none,True,False,512,1,7:1,short,repeat,nmse,2.927997055720334,repeat,2.927997055720334,0.0
exchange_rate,7,1,none,True,True,512,1,7:1,short,chronos2,nmse,3.1229132199725766,repeat,2.977624124461357,-4.879363191534532
exchange_rate,7,1,none,True,True,512,1,7:1,short,repeat,nmse,2.977624124461357,repeat,2.977624124461357,0.0
exchange_rate,14,2,none,False,False,512,1,14:2,mid,chronos2,nmse,2.6064299664712354,repeat,2.7941869551180085,6.719557125655664
exchange_rate,14,2,none,False,False,512,1,14:2,mid,repeat,nmse,2.7941869551180085,repeat,2.7941869551180085,0.0
exchange_rate,14,2,none,False,True,512,1,14:2,mid,chronos2,nmse,2.620028568709948,repeat,2.8415460560522123,7.795667674308989
exchange_rate,14,2,none,False,True,512,1,14:2,mid,repeat,nmse,2.8415460560522123,repeat,2.8415460560522123,0.0
exchange_rate,14,2,none,True,False,512,1,14:2,mid,chronos2,nmse,2.576361401187023,repeat,2.7941869551180085,7.795668558684039
exchange_rate,14,2,none,True,False,512,1,14:2,mid,repeat,nmse,2.7941869551180085,repeat,2.7941869551180085,0.0
exchange_rate,14,2,none,True,True,512,1,14:2,mid,chronos2,nmse,2.6200285435800237,repeat,2.8415460560522123,7.795668558684039
exchange_rate,14,2,none,True,True,512,1,14:2,mid,repeat,nmse,2.8415460560522123,repeat,2.8415460560522123,0.0
exchange_rate,30,7,none,False,False,512,1,30:7,long,chronos2,nmse,51.73144519346218,repeat,52.20149751653274,0.9004575451531655
exchange_rate,30,7,none,False,False,512,1,30:7,long,repeat,nmse,52.20149751653274,repeat,52.20149751653274,0.0
exchange_rate,30,7,none,False,True,512,1,30:7,long,chronos2,nmse,52.606233205631234,repeat,53.086268660880755,0.9042554079587414
exchange_rate,30,7,none,False,True,512,1,30:7,long,repeat,nmse,53.086268660880755,repeat,53.086268660880755,0.0
exchange_rate,30,7,none,True,False,512,1,30:7,long,chronos2,nmse,51.72946461009075,repeat,52.20149751653274,0.9042516573255222
exchange_rate,30,7,none,True,False,512,1,30:7,long,repeat,nmse,52.20149751653274,repeat,52.20149751653274,0.0
exchange_rate,30,7,none,True,True,512,1,30:7,long,chronos2,nmse,52.60623519670246,repeat,53.086268660880755,0.9042516573255309
exchange_rate,30,7,none,True,True,512,1,30:7,long,repeat,nmse,53.086268660880755,repeat,53.086268660880755,0.0
solar,168,24,none,False,False,512,1,168:24,short,chronos2,nmse,0.13684123345275745,repeat,0.18874016695348925,27.497556210979255
solar,168,24,none,False,False,512,1,168:24,short,repeat,nmse,0.18874016695348925,repeat,0.18874016695348925,0.0
solar,168,24,none,False,True,512,1,168:24,short,chronos2,nmse,0.13684123345275745,repeat,0.18874016695348925,27.497556210979255
solar,168,24,none,False,True,512,1,168:24,short,repeat,nmse,0.18874016695348925,repeat,0.18874016695348925,0.0
solar,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.13684123181239607,repeat,0.18874016704378735,27.497557114777173
solar,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.18874016704378735,repeat,0.18874016704378735,0.0
solar,168,24,none,True,True,512,1,168:24,short,chronos2,nmse,0.13684123181239607,repeat,0.18874016704378735,27.497557114777173
solar,168,24,none,True,True,512,1,168:24,short,repeat,nmse,0.18874016704378735,repeat,0.18874016704378735,0.0
solar,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.2103948040478277,repeat,0.5107689751097201,58.808225577398844
solar,336,48,none,False,False,512,1,336:48,mid,repeat,nmse,0.5107689751097201,repeat,0.5107689751097201,0.0
solar,336,48,none,False,True,512,1,336:48,mid,chronos2,nmse,0.2103948040478277,repeat,0.5107689751097201,58.808225577398844
solar,336,48,none,False,True,512,1,336:48,mid,repeat,nmse,0.5107689751097201,repeat,0.5107689751097201,0.0
solar,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.21039480244870404,repeat,0.5107689749641634,58.8082258787418
solar,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,0.5107689749641634,repeat,0.5107689749641634,0.0
solar,336,48,none,True,True,512,1,336:48,mid,chronos2,nmse,0.21039480244870404,repeat,0.5107689749641634,58.8082258787418
solar,336,48,none,True,True,512,1,336:48,mid,repeat,nmse,0.5107689749641634,repeat,0.5107689749641634,0.0
solar,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,0.1653876763795686,repeat,0.33932229323842883,51.25941334383326
solar,504,168,none,False,False,512,1,504:168,long,repeat,nmse,0.33932229323842883,repeat,0.33932229323842883,0.0
solar,504,168,none,False,True,512,1,504:168,long,chronos2,nmse,0.1653876763795686,repeat,0.33932229323842883,51.25941334383326
solar,504,168,none,False,True,512,1,504:168,long,repeat,nmse,0.33932229323842883,repeat,0.33932229323842883,0.0
solar,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,0.16538767368332177,repeat,0.3393222924838536,51.25941403004295
solar,504,168,none,True,False,512,1,504:168,long,repeat,nmse,0.3393222924838536,repeat,0.3393222924838536,0.0
solar,504,168,none,True,True,512,1,504:168,long,chronos2,nmse,0.16538767368332177,repeat,0.3393222924838536,51.25941403004295
solar,504,168,none,True,True,512,1,504:168,long,repeat,nmse,0.3393222924838536,repeat,0.3393222924838536,0.0
time/coastal_t_s_h_part01,168,24,none,False,False,512,1,168:24,short,chronos2,nmse,1.1607115158406611,repeat,2.0149492487771745,42.3949999462731
time/coastal_t_s_h_part01,168,24,none,False,False,512,1,168:24,short,repeat,nmse,2.0149492487771745,repeat,2.0149492487771745,0.0
time/coastal_t_s_h_part01,168,24,none,False,True,512,1,168:24,short,chronos2,nmse,1.1607115158406611,repeat,2.0149492487771745,42.3949999462731
time/coastal_t_s_h_part01,168,24,none,False,True,512,1,168:24,short,repeat,nmse,2.0149492487771745,repeat,2.0149492487771745,0.0
time/coastal_t_s_h_part01,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,1.1607089427176533,repeat,2.0149492487771745,42.39512764790178
time/coastal_t_s_h_part01,168,24,none,True,False,512,1,168:24,short,repeat,nmse,2.0149492487771745,repeat,2.0149492487771745,0.0
time/coastal_t_s_h_part01,168,24,none,True,True,512,1,168:24,short,chronos2,nmse,1.1607089427176533,repeat,2.0149492487771745,42.39512764790178
time/coastal_t_s_h_part01,168,24,none,True,True,512,1,168:24,short,repeat,nmse,2.0149492487771745,repeat,2.0149492487771745,0.0
time/coastal_t_s_h_part01,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,1.2807072881840516,repeat,1.946692388707864,34.211111338749646
time/coastal_t_s_h_part01,336,48,none,False,False,512,1,336:48,mid,repeat,nmse,1.946692388707864,repeat,1.946692388707864,0.0
time/coastal_t_s_h_part01,336,48,none,False,True,512,1,336:48,mid,chronos2,nmse,1.2807072881840516,repeat,1.946692388707864,34.211111338749646
time/coastal_t_s_h_part01,336,48,none,False,True,512,1,336:48,mid,repeat,nmse,1.946692388707864,repeat,1.946692388707864,0.0
time/coastal_t_s_h_part01,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,1.280707077586764,repeat,1.946692388707864,34.21112215696052
time/coastal_t_s_h_part01,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,1.946692388707864,repeat,1.946692388707864,0.0
time/coastal_t_s_h_part01,336,48,none,True,True,512,1,336:48,mid,chronos2,nmse,1.280707077586764,repeat,1.946692388707864,34.21112215696052
time/coastal_t_s_h_part01,336,48,none,True,True,512,1,336:48,mid,repeat,nmse,1.946692388707864,repeat,1.946692388707864,0.0
time/coastal_t_s_h_part01,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,12.041128581758434,repeat,12.830817519687116,6.154626832756476
time/coastal_t_s_h_part01,504,168,none,False,False,512,1,504:168,long,repeat,nmse,12.830817519687116,repeat,12.830817519687116,0.0
time/coastal_t_s_h_part01,504,168,none,False,True,512,1,504:168,long,chronos2,nmse,12.041128581758434,repeat,12.830817519687116,6.154626832756476
time/coastal_t_s_h_part01,504,168,none,False,True,512,1,504:168,long,repeat,nmse,12.830817519687116,repeat,12.830817519687116,0.0
time/coastal_t_s_h_part01,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,12.041129843448289,repeat,12.830817519687116,6.154616999479268
time/coastal_t_s_h_part01,504,168,none,True,False,512,1,504:168,long,repeat,nmse,12.830817519687116,repeat,12.830817519687116,0.0
time/coastal_t_s_h_part01,504,168,none,True,True,512,1,504:168,long,chronos2,nmse,12.041129843448289,repeat,12.830817519687116,6.154616999479268
time/coastal_t_s_h_part01,504,168,none,True,True,512,1,504:168,long,repeat,nmse,12.830817519687116,repeat,12.830817519687116,0.0
time/coastal_t_s_h_part02,168,24,none,False,False,512,1,168:24,short,chronos2,nmse,0.5894215083015817,repeat,1.7840843388722056,66.96223965094724
time/coastal_t_s_h_part02,168,24,none,False,False,512,1,168:24,short,repeat,nmse,1.7840843388722056,repeat,1.7840843388722056,0.0
time/coastal_t_s_h_part02,168,24,none,False,True,512,1,168:24,short,chronos2,nmse,0.5894215083015817,repeat,1.7840843388722056,66.96223965094724
time/coastal_t_s_h_part02,168,24,none,False,True,512,1,168:24,short,repeat,nmse,1.7840843388722056,repeat,1.7840843388722056,0.0
time/coastal_t_s_h_part02,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.5894211765733504,repeat,1.7840843388722056,66.96225824470001
time/coastal_t_s_h_part02,168,24,none,True,False,512,1,168:24,short,repeat,nmse,1.7840843388722056,repeat,1.7840843388722056,0.0
time/coastal_t_s_h_part02,168,24,none,True,True,512,1,168:24,short,chronos2,nmse,0.5894211765733504,repeat,1.7840843388722056,66.96225824470001
time/coastal_t_s_h_part02,168,24,none,True,True,512,1,168:24,short,repeat,nmse,1.7840843388722056,repeat,1.7840843388722056,0.0
time/coastal_t_s_h_part02,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,1.9084780351702302,repeat,2.450929187593006,22.132469398493843
time/coastal_t_s_h_part02,336,48,none,False,False,512,1,336:48,mid,repeat,nmse,2.450929187593006,repeat,2.450929187593006,0.0
time/coastal_t_s_h_part02,336,48,none,False,True,512,1,336:48,mid,chronos2,nmse,1.9084780351702302,repeat,2.450929187593006,22.132469398493843
time/coastal_t_s_h_part02,336,48,none,False,True,512,1,336:48,mid,repeat,nmse,2.450929187593006,repeat,2.450929187593006,0.0
time/coastal_t_s_h_part02,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,1.9084749630474973,repeat,2.450929187593006,22.132594743719988
time/coastal_t_s_h_part02,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,2.450929187593006,repeat,2.450929187593006,0.0
time/coastal_t_s_h_part02,336,48,none,True,True,512,1,336:48,mid,chronos2,nmse,1.9084749630474973,repeat,2.450929187593006,22.132594743719988
time/coastal_t_s_h_part02,336,48,none,True,True,512,1,336:48,mid,repeat,nmse,2.450929187593006,repeat,2.450929187593006,0.0
time/coastal_t_s_h_part02,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,1.6399481202520074,repeat,3.4776597150734494,52.84334136707302
time/coastal_t_s_h_part02,504,168,none,False,False,512,1,504:168,long,repeat,nmse,3.4776597150734494,repeat,3.4776597150734494,0.0
time/coastal_t_s_h_part02,504,168,none,False,True,512,1,504:168,long,chronos2,nmse,1.6399481202520074,repeat,3.4776597150734494,52.84334136707302
time/coastal_t_s_h_part02,504,168,none,False,True,512,1,504:168,long,repeat,nmse,3.4776597150734494,repeat,3.4776597150734494,0.0
time/coastal_t_s_h_part02,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,1.6399417558596248,repeat,3.4776597150734494,52.84352437498364
time/coastal_t_s_h_part02,504,168,none,True,False,512,1,504:168,long,repeat,nmse,3.4776597150734494,repeat,3.4776597150734494,0.0
time/coastal_t_s_h_part02,504,168,none,True,True,512,1,504:168,long,chronos2,nmse,1.6399417558596248,repeat,3.4776597150734494,52.84352437498364
time/coastal_t_s_h_part02,504,168,none,True,True,512,1,504:168,long,repeat,nmse,3.4776597150734494,repeat,3.4776597150734494,0.0
time/coastal_t_s_h_part03,168,24,none,False,False,512,1,168:24,short,chronos2,nmse,0.31985553655596005,repeat,0.5346958685134139,40.179912471506995
time/coastal_t_s_h_part03,168,24,none,False,False,512,1,168:24,short,repeat,nmse,0.5346958685134139,repeat,0.5346958685134139,0.0
time/coastal_t_s_h_part03,168,24,none,False,True,512,1,168:24,short,chronos2,nmse,0.31985553655596005,repeat,0.5346958685134139,40.179912471506995
time/coastal_t_s_h_part03,168,24,none,False,True,512,1,168:24,short,repeat,nmse,0.5346958685134139,repeat,0.5346958685134139,0.0
time/coastal_t_s_h_part03,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.3198532796065722,repeat,0.5346958685134139,40.18033457115667
time/coastal_t_s_h_part03,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.5346958685134139,repeat,0.5346958685134139,0.0
time/coastal_t_s_h_part03,168,24,none,True,True,512,1,168:24,short,chronos2,nmse,0.3198532796065722,repeat,0.5346958685134139,40.18033457115667
time/coastal_t_s_h_part03,168,24,none,True,True,512,1,168:24,short,repeat,nmse,0.5346958685134139,repeat,0.5346958685134139,0.0
time/coastal_t_s_h_part03,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.32939655475673224,repeat,1.2625350334814616,73.90990776323919
time/coastal_t_s_h_part03,336,48,none,False,False,512,1,336:48,mid,repeat,nmse,1.2625350334814616,repeat,1.2625350334814616,0.0
time/coastal_t_s_h_part03,336,48,none,False,True,512,1,336:48,mid,chronos2,nmse,0.32939655475673224,repeat,1.2625350334814616,73.90990776323919
time/coastal_t_s_h_part03,336,48,none,False,True,512,1,336:48,mid,repeat,nmse,1.2625350334814616,repeat,1.2625350334814616,0.0
time/coastal_t_s_h_part03,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.32939506357624415,repeat,1.2625350334814616,73.91002587326771
time/coastal_t_s_h_part03,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,1.2625350334814616,repeat,1.2625350334814616,0.0
time/coastal_t_s_h_part03,336,48,none,True,True,512,1,336:48,mid,chronos2,nmse,0.32939506357624415,repeat,1.2625350334814616,73.91002587326771
time/coastal_t_s_h_part03,336,48,none,True,True,512,1,336:48,mid,repeat,nmse,1.2625350334814616,repeat,1.2625350334814616,0.0
time/coastal_t_s_h_part03,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,1.879247122340732,repeat,3.296937602261702,43.00022174967561
time/coastal_t_s_h_part03,504,168,none,False,False,512,1,504:168,long,repeat,nmse,3.296937602261702,repeat,3.296937602261702,0.0
time/coastal_t_s_h_part03,504,168,none,False,True,512,1,504:168,long,chronos2,nmse,1.879247122340732,repeat,3.296937602261702,43.00022174967561
time/coastal_t_s_h_part03,504,168,none,False,True,512,1,504:168,long,repeat,nmse,3.296937602261702,repeat,3.296937602261702,0.0
time/coastal_t_s_h_part03,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,1.8792390174542863,repeat,3.296937602261702,43.00046758042594
time/coastal_t_s_h_part03,504,168,none,True,False,512,1,504:168,long,repeat,nmse,3.296937602261702,repeat,3.296937602261702,0.0
time/coastal_t_s_h_part03,504,168,none,True,True,512,1,504:168,long,chronos2,nmse,1.8792390174542863,repeat,3.296937602261702,43.00046758042594
time/coastal_t_s_h_part03,504,168,none,True,True,512,1,504:168,long,repeat,nmse,3.296937602261702,repeat,3.296937602261702,0.0
time/coastal_t_s_h_part04,168,24,none,False,False,512,1,168:24,short,chronos2,nmse,0.6931575960158788,repeat,1.5166256275968362,54.296064671265036
time/coastal_t_s_h_part04,168,24,none,False,False,512,1,168:24,short,repeat,nmse,1.5166256275968362,repeat,1.5166256275968362,0.0
time/coastal_t_s_h_part04,168,24,none,False,True,512,1,168:24,short,chronos2,nmse,0.6931575960158788,repeat,1.5166256275968362,54.296064671265036
time/coastal_t_s_h_part04,168,24,none,False,True,512,1,168:24,short,repeat,nmse,1.5166256275968362,repeat,1.5166256275968362,0.0
time/coastal_t_s_h_part04,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.6931576767252782,repeat,1.5166256275976757,54.29605934964748
time/coastal_t_s_h_part04,168,24,none,True,False,512,1,168:24,short,repeat,nmse,1.5166256275976757,repeat,1.5166256275976757,0.0
time/coastal_t_s_h_part04,168,24,none,True,True,512,1,168:24,short,chronos2,nmse,0.6931576767252782,repeat,1.5166256275976757,54.29605934964748
time/coastal_t_s_h_part04,168,24,none,True,True,512,1,168:24,short,repeat,nmse,1.5166256275976757,repeat,1.5166256275976757,0.0
time/coastal_t_s_h_part04,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.7016326482251036,repeat,1.186994324355813,40.88997446505208
time/coastal_t_s_h_part04,336,48,none,False,False,512,1,336:48,mid,repeat,nmse,1.186994324355813,repeat,1.186994324355813,0.0
time/coastal_t_s_h_part04,336,48,none,False,True,512,1,336:48,mid,chronos2,nmse,0.7016326482251036,repeat,1.186994324355813,40.88997446505208
time/coastal_t_s_h_part04,336,48,none,False,True,512,1,336:48,mid,repeat,nmse,1.186994324355813,repeat,1.186994324355813,0.0
time/coastal_t_s_h_part04,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.7016330459099174,repeat,1.186994323591651,40.88994092348391
time/coastal_t_s_h_part04,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,1.186994323591651,repeat,1.186994323591651,0.0
time/coastal_t_s_h_part04,336,48,none,True,True,512,1,336:48,mid,chronos2,nmse,0.7016330459099174,repeat,1.186994323591651,40.88994092348391
time/coastal_t_s_h_part04,336,48,none,True,True,512,1,336:48,mid,repeat,nmse,1.186994323591651,repeat,1.186994323591651,0.0
time/coastal_t_s_h_part04,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,31.879073098334224,repeat,32.691901859736795,2.4863306053284324
time/coastal_t_s_h_part04,504,168,none,False,False,512,1,504:168,long,repeat,nmse,32.691901859736795,repeat,32.691901859736795,0.0
time/coastal_t_s_h_part04,504,168,none,False,True,512,1,504:168,long,chronos2,nmse,31.879073098334224,repeat,32.691901859736795,2.4863306053284324
time/coastal_t_s_h_part04,504,168,none,False,True,512,1,504:168,long,repeat,nmse,32.691901859736795,repeat,32.691901859736795,0.0
time/coastal_t_s_h_part04,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,31.879075503086725,repeat,32.691901859746494,2.486323249552519
time/coastal_t_s_h_part04,504,168,none,True,False,512,1,504:168,long,repeat,nmse,32.691901859746494,repeat,32.691901859746494,0.0
time/coastal_t_s_h_part04,504,168,none,True,True,512,1,504:168,long,chronos2,nmse,31.879075503086725,repeat,32.691901859746494,2.486323249552519
time/coastal_t_s_h_part04,504,168,none,True,True,512,1,504:168,long,repeat,nmse,32.691901859746494,repeat,32.691901859746494,0.0
time/coastal_t_s_h_part05,168,24,none,False,False,512,1,168:24,short,chronos2,nmse,0.7836237279489302,repeat,0.9761841088161768,19.725826217429976
time/coastal_t_s_h_part05,168,24,none,False,False,512,1,168:24,short,repeat,nmse,0.9761841088161768,repeat,0.9761841088161768,0.0
time/coastal_t_s_h_part05,168,24,none,False,True,512,1,168:24,short,chronos2,nmse,0.7836237279489302,repeat,0.9761841088161768,19.725826217429976
time/coastal_t_s_h_part05,168,24,none,False,True,512,1,168:24,short,repeat,nmse,0.9761841088161768,repeat,0.9761841088161768,0.0
time/coastal_t_s_h_part05,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.7836240925885832,repeat,0.9761841088161768,19.725788863856025
time/coastal_t_s_h_part05,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.9761841088161768,repeat,0.9761841088161768,0.0
time/coastal_t_s_h_part05,168,24,none,True,True,512,1,168:24,short,chronos2,nmse,0.7836240925885832,repeat,0.9761841088161768,19.725788863856025
time/coastal_t_s_h_part05,168,24,none,True,True,512,1,168:24,short,repeat,nmse,0.9761841088161768,repeat,0.9761841088161768,0.0
time/coastal_t_s_h_part05,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.5538510929625959,repeat,1.2707992876187348,56.41710706334907
time/coastal_t_s_h_part05,336,48,none,False,False,512,1,336:48,mid,repeat,nmse,1.2707992876187348,repeat,1.2707992876187348,0.0
time/coastal_t_s_h_part05,336,48,none,False,True,512,1,336:48,mid,chronos2,nmse,0.5538510929625959,repeat,1.2707992876187348,56.41710706334907
time/coastal_t_s_h_part05,336,48,none,False,True,512,1,336:48,mid,repeat,nmse,1.2707992876187348,repeat,1.2707992876187348,0.0
time/coastal_t_s_h_part05,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.5538515562716967,repeat,1.2707992876187348,56.41707060526278
time/coastal_t_s_h_part05,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,1.2707992876187348,repeat,1.2707992876187348,0.0
time/coastal_t_s_h_part05,336,48,none,True,True,512,1,336:48,mid,chronos2,nmse,0.5538515562716967,repeat,1.2707992876187348,56.41707060526278
time/coastal_t_s_h_part05,336,48,none,True,True,512,1,336:48,mid,repeat,nmse,1.2707992876187348,repeat,1.2707992876187348,0.0
time/coastal_t_s_h_part05,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,3.999751601536344,repeat,5.216703715785924,23.327989867759616
time/coastal_t_s_h_part05,504,168,none,False,False,512,1,504:168,long,repeat,nmse,5.216703715785924,repeat,5.216703715785924,0.0
time/coastal_t_s_h_part05,504,168,none,False,True,512,1,504:168,long,chronos2,nmse,3.999751601536344,repeat,5.216703715785924,23.327989867759616
time/coastal_t_s_h_part05,504,168,none,False,True,512,1,504:168,long,repeat,nmse,5.216703715785924,repeat,5.216703715785924,0.0
time/coastal_t_s_h_part05,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,3.9997505378236786,repeat,5.216703715785924,23.328010258272926
time/coastal_t_s_h_part05,504,168,none,True,False,512,1,504:168,long,repeat,nmse,5.216703715785924,repeat,5.216703715785924,0.0
time/coastal_t_s_h_part05,504,168,none,True,True,512,1,504:168,long,chronos2,nmse,3.9997505378236786,repeat,5.216703715785924,23.328010258272926
time/coastal_t_s_h_part05,504,168,none,True,True,512,1,504:168,long,repeat,nmse,5.216703715785924,repeat,5.216703715785924,0.0
time/coastal_t_s_h_part06,168,24,none,False,False,512,1,168:24,short,chronos2,nmse,0.3981940434092567,repeat,0.378961826985081,-5.074974589705257
time/coastal_t_s_h_part06,168,24,none,False,False,512,1,168:24,short,repeat,nmse,0.378961826985081,repeat,0.378961826985081,0.0
time/coastal_t_s_h_part06,168,24,none,False,True,512,1,168:24,short,chronos2,nmse,0.3981940434092567,repeat,0.378961826985081,-5.074974589705257
time/coastal_t_s_h_part06,168,24,none,False,True,512,1,168:24,short,repeat,nmse,0.378961826985081,repeat,0.378961826985081,0.0
time/coastal_t_s_h_part06,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.39819677653057234,repeat,0.378961826985081,-5.075695802534898
time/coastal_t_s_h_part06,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.378961826985081,repeat,0.378961826985081,0.0
time/coastal_t_s_h_part06,168,24,none,True,True,512,1,168:24,short,chronos2,nmse,0.39819677653057234,repeat,0.378961826985081,-5.075695802534898
time/coastal_t_s_h_part06,168,24,none,True,True,512,1,168:24,short,repeat,nmse,0.378961826985081,repeat,0.378961826985081,0.0
time/coastal_t_s_h_part06,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.6659196044007937,repeat,1.1428657280547279,41.73247232338871
time/coastal_t_s_h_part06,336,48,none,False,False,512,1,336:48,mid,repeat,nmse,1.1428657280547279,repeat,1.1428657280547279,0.0
time/coastal_t_s_h_part06,336,48,none,False,True,512,1,336:48,mid,chronos2,nmse,0.6659196044007937,repeat,1.1428657280547279,41.73247232338871
time/coastal_t_s_h_part06,336,48,none,False,True,512,1,336:48,mid,repeat,nmse,1.1428657280547279,repeat,1.1428657280547279,0.0
time/coastal_t_s_h_part06,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.6659236125470627,repeat,1.1428657280547279,41.73212161322472
