horizon,mse,std_mse,mae,std_mae,nmse,std_nmse,nmae,std_nmae,mase,std_mase
1,0.00242092524505014,0.006369390180286959,0.025039817347671047,0.04235484401991265,0.03386507223485475,0.08307573813112484,0.10799274480704105,0.14900549943910302,0.5960691295789949,0.5018491474473111
2,0.0011681370593082233,0.0028907569000389917,0.01959826729514382,0.0280008033846765,0.019988975941404617,0.040927481583029036,0.09362971892749722,0.10593607359019823,0.7137919384421725,0.9428710803338212
3,0.0013652004365322875,0.0038432708419799603,0.022790879914254852,0.029082232323673265,0.031909799273252604,0.062154532669887796,0.12567449915646153,0.12694770560656168,1.1629937638274648,1.5950935237757855
4,0.0013764531369926055,0.0021654378097040834,0.02750125075831558,0.024902496746650533,0.049157144753046327,0.10657172443921056,0.16382905214347623,0.14938937872667712,1.5276854783296585,2.0141918266738075
5,0.0018000293455384742,0.0027490655716380383,0.031191190083821613,0.02876002494971452,0.0796639307886146,0.22670250476087592,0.19451231986397144,0.20452111815913712,1.9120229775029602,2.6512441494032313
6,0.00287231620096105,0.0051856956011272735,0.0376409472841205,0.038150692258414096,0.08834135976907175,0.1898594631557763,0.21017907688986848,0.21015735421770584,1.9151981135152958,2.5427035544315038
7,0.0021265362225180565,0.0027369538416170468,0.034163561734286224,0.030973977638478582,0.08682497275356471,0.1896185358551764,0.2116346724867595,0.2050261882188731,2.059943975711411,2.7644344748868876
8,0.002714743675879259,0.006825950134169605,0.0342220537590258,0.03928860793743382,0.10487814434630612,0.2640201442196401,0.21848366385551565,0.23904608574002326,2.2723343408751218,3.007596722776433
9,0.0031740443997533116,0.0051564540246667925,0.040868585759943184,0.03877890012738471,0.14747127415847155,0.3478864745876877,0.27134119506191573,0.27174478870456087,3.0151477917803056,3.8558584669860827
10,0.004390068275494163,0.006634280281330172,0.050488703178636955,0.042906400395926,0.2263205502293369,0.5237265268507788,0.3339450727358009,0.3388233098318062,3.7440044310959903,5.15555754150172
11,0.004758931670397887,0.008464360511541901,0.05086924813010476,0.046596687266600254,0.2895996670192813,0.6795756109979194,0.3598719094738816,0.40011482971950424,4.280868445833524,6.293186847496564
12,0.007269924394098449,0.012802607115168398,0.060003685228752365,0.060576250920278796,0.3936511444366257,0.9124381069690165,0.41557016098434385,0.4700559410707947,4.857956112856328,7.501933121593163
13,0.005157019175716083,0.009278731188899705,0.052551471825801964,0.04894243549443475,0.43465212043057283,1.2312309693514505,0.3984258893990155,0.5252703412879786,4.988552949193752,8.785814127629752
14,0.00695836746374632,0.01223216340015318,0.05582664952133641,0.06198187409700509,0.5317170560478134,1.5739172835122832,0.41040477783165197,0.6027312622382703,4.940557821230455,9.974964305497831
15,0.007300485317087309,0.012578862468354348,0.060806563406279594,0.06002538789981613,0.585175282940492,1.789293922173951,0.44443749970841134,0.6226159230769561,5.431788113306869,10.619813379761364
16,0.008560533101307086,0.014903257119502052,0.06514500126694188,0.06570130739964504,0.6355808583947223,2.0592976101451748,0.47630185814517917,0.6393101000705782,5.996490360548099,11.315704922192282
17,0.009781775359332449,0.018187199435172597,0.06834897128018466,0.07148561758633709,0.6955067125567108,2.384982487962166,0.48798427933996374,0.6762973196389757,6.183205333397244,12.147109771753891
18,0.011929031217622458,0.023162929319122155,0.07247049158269708,0.0817132749658508,0.781890946298738,2.665126685898589,0.5146248291218372,0.7190634454938536,6.631879897703501,12.873418823262847
19,0.014625884069987065,0.026648094980395526,0.08133287140817354,0.08950334167212114,0.9094625078915587,3.001625154363081,0.5763281169206356,0.759808121769437,7.376987858562533,13.61920306396336
20,0.013968938373374951,0.026113560623551677,0.08357533541592685,0.08357093751520894,0.9796612081849934,3.20441055547807,0.6077882115249381,0.7811879956554182,7.926411269401962,14.124789112753298
21,0.02085888327124077,0.036527010355585726,0.10501867352109967,0.09914616132763804,1.0884864667721998,3.278773892187197,0.6943790115641825,0.7786682588675163,8.843685048773434,14.105392180349762
22,0.01895614878748981,0.03406765676935174,0.09836020614161636,0.09634011958920241,1.0814487821377097,3.38288347774968,0.6738272116547732,0.7920894459217521,9.109440086804556,14.454468407852138
23,0.02097616533997511,0.03977902627984141,0.10342797366055576,0.10138451452863811,1.1283062994568327,3.3440228749270116,0.7009418719645703,0.798114524656865,9.450148235442061,14.517079924249323
24,0.021152362776443955,0.03725642278236974,0.1047279184514826,0.10091791637655724,1.1583107828217114,3.209079745422182,0.7155463906467159,0.8039304448570728,9.467910368701048,14.21493712945681
25,0.019661304399822697,0.03436048512516727,0.10286651958118785,0.095287899310931,1.1074005268870457,3.00619020039222,0.7045817303499489,0.7816425619904326,9.180011549343666,13.707419174348143
