user_id,user_name,windows,mse,std_mse,mae,std_mae,nmse,std_nmse,nmae,std_nmae,mase,std_mase
0,value,3,2993652.4088541665,4152692.209765052,1133.6190185546875,1302.8487626559663,3.872535745302836,1.7103622482713736,1.9126052061716716,0.4415026214689872,7.253380457560222,2.032122040637421
