dataset,lags,horizon,instance_normalize,remove_constant,stride,seed,model,setting,range,covariate_mode,metric,value,reference_model,reference_value,improvement_pct
time/current_velocity_h_part16,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.007116505480371416,chronos2/none,0.6034269373863935,98.82065167471724
time/current_velocity_h_part16,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.6034269373863935,chronos2/none,0.6034269373863935,0.0
time/current_velocity_h_part16,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.02894708170897502,ts_icl/none,0.6594478358825048,95.61040614073187
time/current_velocity_h_part16,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.6594478358825048,ts_icl/none,0.6594478358825048,0.0
time/current_velocity_h_part17,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.015279563895698326,chronos2/none,0.9835361780133098,98.44646651162725
time/current_velocity_h_part17,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.9835361780133098,chronos2/none,0.9835361780133098,0.0
time/current_velocity_h_part17,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.05245463111865926,ts_icl/none,1.0111720437804859,94.81249195512306
time/current_velocity_h_part17,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,1.0111720437804859,ts_icl/none,1.0111720437804859,0.0
time/current_velocity_h_part17,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.00829472654974476,chronos2/none,0.34106734332938987,97.56800915948907
time/current_velocity_h_part17,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.34106734332938987,chronos2/none,0.34106734332938987,0.0
time/current_velocity_h_part17,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0008454248466781186,ts_icl/none,0.3521108136434729,99.7598980735837
time/current_velocity_h_part17,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.3521108136434729,ts_icl/none,0.3521108136434729,0.0
time/current_velocity_h_part17,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.0069889526785118505,chronos2/none,0.673702483686308,98.96260547530264
time/current_velocity_h_part17,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.673702483686308,chronos2/none,0.673702483686308,0.0
time/current_velocity_h_part17,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.00024579458871206344,ts_icl/none,0.6890812835966548,99.96433010233145
time/current_velocity_h_part17,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.6890812835966548,ts_icl/none,0.6890812835966548,0.0
time/current_velocity_h_part18,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.008310645676101559,chronos2/none,0.677123021458586,98.77265350420377
time/current_velocity_h_part18,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.677123021458586,chronos2/none,0.677123021458586,0.0
time/current_velocity_h_part18,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.000436618159195253,ts_icl/none,0.6691302844633659,99.93474840859349
time/current_velocity_h_part18,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.6691302844633659,ts_icl/none,0.6691302844633659,0.0
time/current_velocity_h_part18,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.013034202984999865,chronos2/none,0.757022761926055,98.27822839146373
time/current_velocity_h_part18,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.757022761926055,chronos2/none,0.757022761926055,0.0
time/current_velocity_h_part18,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.012445193464736803,ts_icl/none,0.7841968034704526,98.41300125049467
time/current_velocity_h_part18,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.7841968034704526,ts_icl/none,0.7841968034704526,0.0
time/current_velocity_h_part18,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.007160190497719062,chronos2/none,2.248271637906631,99.68152467090738
time/current_velocity_h_part18,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,2.248271637906631,chronos2/none,2.248271637906631,0.0
time/current_velocity_h_part18,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.04963982571515165,ts_icl/none,2.1743607179572186,97.71703814803149
time/current_velocity_h_part18,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,2.1743607179572186,ts_icl/none,2.1743607179572186,0.0
time/current_velocity_h_part19,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.007154612142282228,chronos2/none,0.5886097782912354,98.7844897577046
time/current_velocity_h_part19,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.5886097782912354,chronos2/none,0.5886097782912354,0.0
time/current_velocity_h_part19,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0026796122638188535,ts_icl/none,0.6174525456580644,99.56602134323327
time/current_velocity_h_part19,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.6174525456580644,ts_icl/none,0.6174525456580644,0.0
time/current_velocity_h_part19,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.011710976197112663,chronos2/none,0.9670779037599763,98.78903486972655
time/current_velocity_h_part19,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.9670779037599763,chronos2/none,0.9670779037599763,0.0
time/current_velocity_h_part19,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.007482396864512945,ts_icl/none,0.799009764722238,99.06354124882141
time/current_velocity_h_part19,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.799009764722238,ts_icl/none,0.799009764722238,0.0
time/current_velocity_h_part19,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.01318186519589896,chronos2/none,1.3374386153494318,99.01439475093554
time/current_velocity_h_part19,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.3374386153494318,chronos2/none,1.3374386153494318,0.0
time/current_velocity_h_part19,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.0012346107752515916,ts_icl/none,1.1135910116136074,99.88913247661162
time/current_velocity_h_part19,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.1135910116136074,ts_icl/none,1.1135910116136074,0.0
time/current_velocity_h_part20,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.007986403872068464,chronos2/none,0.8292152379272562,99.03687203191879
time/current_velocity_h_part20,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.8292152379272562,chronos2/none,0.8292152379272562,0.0
time/current_velocity_h_part20,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.00266835174355065,ts_icl/none,0.7886127858338031,99.66163980707853
time/current_velocity_h_part20,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.7886127858338031,ts_icl/none,0.7886127858338031,0.0
time/current_velocity_h_part20,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.011116485843420818,chronos2/none,1.419001656499776,99.21659810666878
time/current_velocity_h_part20,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,1.419001656499776,chronos2/none,1.419001656499776,0.0
time/current_velocity_h_part20,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.10324812446205298,ts_icl/none,1.3907646527231643,92.57616130379142
time/current_velocity_h_part20,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,1.3907646527231643,ts_icl/none,1.3907646527231643,0.0
time/current_velocity_h_part20,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.0052511381742078814,chronos2/none,1.3078887552022933,99.59850268967288
time/current_velocity_h_part20,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.3078887552022933,chronos2/none,1.3078887552022933,0.0
time/current_velocity_h_part20,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.000991259722589651,ts_icl/none,1.1900387076040109,99.91670357306398
time/current_velocity_h_part20,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.1900387076040109,ts_icl/none,1.1900387076040109,0.0
time/current_velocity_h_part21,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.015068879312214753,chronos2/none,0.8769857831609745,98.28174189347732
time/current_velocity_h_part21,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.8769857831609745,chronos2/none,0.8769857831609745,0.0
time/current_velocity_h_part21,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.000807209065775775,ts_icl/none,0.8631742547266186,99.90648364900184
time/current_velocity_h_part21,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.8631742547266186,ts_icl/none,0.8631742547266186,0.0
time/current_velocity_h_part21,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.008492627481852347,chronos2/none,0.8040903112540643,98.94382168731678
time/current_velocity_h_part21,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.8040903112540643,chronos2/none,0.8040903112540643,0.0
time/current_velocity_h_part21,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0008920869659656698,ts_icl/none,0.7833404786884784,99.88611759634082
time/current_velocity_h_part21,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.7833404786884784,ts_icl/none,0.7833404786884784,0.0
time/current_velocity_h_part21,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.009941951425086396,chronos2/none,1.1072546588256955,99.10210796171944
time/current_velocity_h_part21,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.1072546588256955,chronos2/none,1.1072546588256955,0.0
time/current_velocity_h_part21,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.000786301491946991,ts_icl/none,1.0903879233325522,99.92788791262987
time/current_velocity_h_part21,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.0903879233325522,ts_icl/none,1.0903879233325522,0.0
time/ecdc_covid_d_part01,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,0.08119424510126312,chronos2/none,0.12271993265797694,33.83776918493493
time/ecdc_covid_d_part01,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,0.12271993265797694,chronos2/none,0.12271993265797694,0.0
time/ecdc_covid_d_part01,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,0.43912881350843236,ts_icl/none,0.5858727286880215,25.04706363585164
time/ecdc_covid_d_part01,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,0.5858727286880215,ts_icl/none,0.5858727286880215,0.0
time/ecdc_covid_d_part01,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,0.2602679332097371,chronos2/none,0.33591175079345703,22.518955471203874
time/ecdc_covid_d_part01,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,0.33591175079345703,chronos2/none,0.33591175079345703,0.0
time/ecdc_covid_d_part01,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,0.3106265713771184,ts_icl/none,0.4303145706653595,27.814070786210543
time/ecdc_covid_d_part01,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,0.4303145706653595,ts_icl/none,0.4303145706653595,0.0
time/ecdc_covid_d_part01,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.8366825599223375,chronos2/none,1.285217260941863,34.8995235786687
time/ecdc_covid_d_part01,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,1.285217260941863,chronos2/none,1.285217260941863,0.0
time/ecdc_covid_d_part01,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,1.8448609001934528,ts_icl/none,1.6703902051473658,-10.444906496006112
time/ecdc_covid_d_part01,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,1.6703902051473658,ts_icl/none,1.6703902051473658,0.0
time/ecdc_covid_d_part02,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,1.0894660052532952,chronos2/none,1.2036418815453847,9.485867685618942
time/ecdc_covid_d_part02,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,1.2036418815453847,chronos2/none,1.2036418815453847,0.0
time/ecdc_covid_d_part02,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,5.691577474276225,ts_icl/none,2.367105928560098,-140.44456167360414
time/ecdc_covid_d_part02,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,2.367105928560098,ts_icl/none,2.367105928560098,0.0
time/ecdc_covid_d_part02,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,0.13662965471545854,chronos2/none,0.1599665384273976,14.588603305016031
time/ecdc_covid_d_part02,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,0.1599665384273976,chronos2/none,0.1599665384273976,0.0
time/ecdc_covid_d_part02,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,0.40804027765989304,ts_icl/none,0.27311270125210285,-49.40362560554891
time/ecdc_covid_d_part02,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,0.27311270125210285,ts_icl/none,0.27311270125210285,0.0
time/ecdc_covid_d_part02,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.07189849927090108,chronos2/none,0.10841450716058414,33.68184650380354
time/ecdc_covid_d_part02,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,0.10841450716058414,chronos2/none,0.10841450716058414,0.0
time/ecdc_covid_d_part02,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.02423750050365925,ts_icl/none,0.13458457216620445,81.9908774731421
time/ecdc_covid_d_part02,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,0.13458457216620445,ts_icl/none,0.13458457216620445,0.0
time/ecdc_covid_d_part03,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,1.5732867320378625,chronos2/none,1.7594394683837897,10.580229652170187
time/ecdc_covid_d_part03,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,1.7594394683837897,chronos2/none,1.7594394683837897,0.0
time/ecdc_covid_d_part03,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,1.389472683270773,ts_icl/none,0.7546317974726372,-84.1259125210868
time/ecdc_covid_d_part03,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,0.7546317974726372,ts_icl/none,0.7546317974726372,0.0
time/ecdc_covid_d_part03,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,16.880829080939293,chronos2/none,18.447155604759853,8.490883675402007
time/ecdc_covid_d_part03,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,18.447155604759853,chronos2/none,18.447155604759853,0.0
time/ecdc_covid_d_part03,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,18.36534436691242,ts_icl/none,19.99608949571848,8.155320214761142
time/ecdc_covid_d_part03,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,19.99608949571848,ts_icl/none,19.99608949571848,0.0
time/ecdc_covid_d_part03,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.06142992526292801,chronos2/none,0.5336549722899994,88.48883108887334
time/ecdc_covid_d_part03,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,0.5336549722899994,chronos2/none,0.5336549722899994,0.0
time/ecdc_covid_d_part03,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.49161281221798464,ts_icl/none,0.7214169955501953,31.854556345314325
time/ecdc_covid_d_part03,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,0.7214169955501953,ts_icl/none,0.7214169955501953,0.0
time/ecdc_covid_d_part04,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,0.35883554505805176,chronos2/none,0.38130727782845497,5.89333959172763
time/ecdc_covid_d_part04,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,0.38130727782845497,chronos2/none,0.38130727782845497,0.0
time/ecdc_covid_d_part04,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,1.0855460961659749,ts_icl/none,0.4799751589695613,-126.1671413363326
time/ecdc_covid_d_part04,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,0.4799751589695613,ts_icl/none,0.4799751589695613,0.0
time/ecdc_covid_d_part04,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,0.15611893396514157,chronos2/none,0.1807221487968794,13.613834826294775
time/ecdc_covid_d_part04,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,0.1807221487968794,chronos2/none,0.1807221487968794,0.0
time/ecdc_covid_d_part04,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,0.14548438228666782,ts_icl/none,0.8555484606573979,82.99519092409112
time/ecdc_covid_d_part04,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,0.8555484606573979,ts_icl/none,0.8555484606573979,0.0
time/ecdc_covid_d_part04,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.2251285749177138,chronos2/none,0.42636191938072443,47.19777618866501
time/ecdc_covid_d_part04,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,0.42636191938072443,chronos2/none,0.42636191938072443,0.0
time/ecdc_covid_d_part04,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.02595780200014512,ts_icl/none,0.3096508228530486,91.6170731403275
time/ecdc_covid_d_part04,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,0.3096508228530486,ts_icl/none,0.3096508228530486,0.0
time/ecdc_covid_d_part05,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,0.11335861403495073,chronos2/none,0.1046177081298083,-8.355092136311018
time/ecdc_covid_d_part05,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,0.1046177081298083,chronos2/none,0.1046177081298083,0.0
time/ecdc_covid_d_part05,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,2.4125254154205322,ts_icl/none,0.37905494682490826,-536.457968858778
time/ecdc_covid_d_part05,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,0.37905494682490826,ts_icl/none,0.37905494682490826,0.0
time/ecdc_covid_d_part05,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,0.07141528837382793,chronos2/none,0.06856443174183369,-4.1579235174421125
time/ecdc_covid_d_part05,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,0.06856443174183369,chronos2/none,0.06856443174183369,0.0
time/ecdc_covid_d_part05,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,0.06294017459731549,ts_icl/none,0.21563676744699478,70.8119467090478
time/ecdc_covid_d_part05,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,0.21563676744699478,ts_icl/none,0.21563676744699478,0.0
time/ecdc_covid_d_part05,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.21228101011365652,chronos2/none,0.667403472121805,68.19300183758799
time/ecdc_covid_d_part05,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,0.667403472121805,chronos2/none,0.667403472121805,0.0
time/ecdc_covid_d_part05,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.9560208739712834,ts_icl/none,0.8480396773666143,-12.733035904638216
time/ecdc_covid_d_part05,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,0.8480396773666143,ts_icl/none,0.8480396773666143,0.0
time/ecdc_covid_d_part06,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,154.86821434895197,chronos2/none,165.34593768914542,6.336849569229718
time/ecdc_covid_d_part06,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,165.34593768914542,chronos2/none,165.34593768914542,0.0
time/ecdc_covid_d_part06,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,155.88809792200723,ts_icl/none,159.55626018842062,2.298977340081575
time/ecdc_covid_d_part06,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,159.55626018842062,ts_icl/none,159.55626018842062,0.0
time/ecdc_covid_d_part06,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,3.741702497626344,chronos2/none,4.5658639663209515,18.050504236960307
time/ecdc_covid_d_part06,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,4.5658639663209515,chronos2/none,4.5658639663209515,0.0
time/ecdc_covid_d_part06,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,5.209339977862935,ts_icl/none,6.308987093468507,17.42985203986234
time/ecdc_covid_d_part06,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,6.308987093468507,ts_icl/none,6.308987093468507,0.0
time/ecdc_covid_d_part06,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,1.359061136841774,chronos2/none,6.505400272707145,79.10872383143587
time/ecdc_covid_d_part06,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,6.505400272707145,chronos2/none,6.505400272707145,0.0
time/ecdc_covid_d_part06,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,7.519572090978424,ts_icl/none,8.206593930721283,8.3715832115319
time/ecdc_covid_d_part06,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,8.206593930721283,ts_icl/none,8.206593930721283,0.0
time/ecdc_covid_d_part07,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,1.538054132213195,chronos2/none,1.699115512271722,9.479130694486303
time/ecdc_covid_d_part07,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,1.699115512271722,chronos2/none,1.699115512271722,0.0
time/ecdc_covid_d_part07,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,1.7309252321720123,ts_icl/none,0.8477926126409633,-104.16847308683168
time/ecdc_covid_d_part07,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,0.8477926126409633,ts_icl/none,0.8477926126409633,0.0
time/ecdc_covid_d_part07,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,4.6790299614270525,chronos2/none,5.532931923866272,15.433082752309277
time/ecdc_covid_d_part07,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,5.532931923866272,chronos2/none,5.532931923866272,0.0
time/ecdc_covid_d_part07,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,6.476255734761556,ts_icl/none,6.67665680249532,3.001518179860123
time/ecdc_covid_d_part07,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,6.67665680249532,ts_icl/none,6.67665680249532,0.0
time/ecdc_covid_d_part07,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.23817076782385507,chronos2/none,0.38117457926273346,37.51661816364456
time/ecdc_covid_d_part07,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,0.38117457926273346,chronos2/none,0.38117457926273346,0.0
time/ecdc_covid_d_part07,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.8540875775118669,ts_icl/none,0.55259141822656,-54.56041287302346
time/ecdc_covid_d_part07,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,0.55259141822656,ts_icl/none,0.55259141822656,0.0
time/ne_china_wind_h,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.012350591387503836,chronos2/none,1.127830624799518,98.90492498466254
time/ne_china_wind_h,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,1.127830624799518,chronos2/none,1.127830624799518,0.0
time/ne_china_wind_h,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.02996960590050602,ts_icl/none,1.118394797989715,97.3203017436798
time/ne_china_wind_h,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,1.118394797989715,ts_icl/none,1.118394797989715,0.0
time/ne_china_wind_h,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.005017390189630746,chronos2/none,1.1387160794590325,99.55938180902703
time/ne_china_wind_h,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,1.1387160794590325,chronos2/none,1.1387160794590325,0.0
time/ne_china_wind_h,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.015963833975868456,ts_icl/none,1.1985472838996964,98.66806806954439
time/ne_china_wind_h,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,1.1985472838996964,ts_icl/none,1.1985472838996964,0.0
time/ne_china_wind_h,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.006429030761864851,chronos2/none,1.3458736909087747,99.5223154442135
time/ne_china_wind_h,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.3458736909087747,chronos2/none,1.3458736909087747,0.0
time/ne_china_wind_h,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.0010369560785363774,ts_icl/none,1.3826124288607389,99.92500023456387
time/ne_china_wind_h,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.3826124288607389,ts_icl/none,1.3826124288607389,0.0
time/online_retail_2_uci_d,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,0.004036564379930496,chronos2/none,0.0006595730210392503,-511.9965873634916
time/online_retail_2_uci_d,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,0.0006595730210392503,chronos2/none,0.0006595730210392503,0.0
time/online_retail_2_uci_d,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,0.8210392445325851,ts_icl/none,1.1278224289417267,27.201372887840723
time/online_retail_2_uci_d,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,1.1278224289417267,ts_icl/none,1.1278224289417267,0.0
time/online_retail_2_uci_d,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,1.099218875169754,chronos2/none,1.3901808261871338,20.9297916887118
time/online_retail_2_uci_d,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,1.3901808261871338,chronos2/none,1.3901808261871338,0.0
time/online_retail_2_uci_d,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,0.43255478143692017,ts_icl/none,2.650257706642151,83.67876526298409
time/online_retail_2_uci_d,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,2.650257706642151,ts_icl/none,2.650257706642151,0.0
time/online_retail_2_uci_d,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.1971852332353592,chronos2/none,0.4512142688035965,56.29898102331743
time/online_retail_2_uci_d,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,0.4512142688035965,chronos2/none,0.4512142688035965,0.0
time/online_retail_2_uci_d,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.043288285203743726,ts_icl/none,0.5273477621376514,91.79132096279866
time/online_retail_2_uci_d,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,0.5273477621376514,ts_icl/none,0.5273477621376514,0.0
time/port_activity_d,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,1.7479378550340644e+18,chronos2/none,1.7479378550340644e+18,0.0
time/port_activity_d,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,1.7479378550340644e+18,chronos2/none,1.7479378550340644e+18,0.0
time/port_activity_d,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,1.7479378550340644e+18,ts_icl/none,1.7479378550340644e+18,0.0
time/port_activity_d,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,1.7479378550340644e+18,ts_icl/none,1.7479378550340644e+18,0.0
time/port_activity_d,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,1.4369140613234255,chronos2/none,1.8852621048932583,23.781735303867357
time/port_activity_d,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,1.8852621048932583,chronos2/none,1.8852621048932583,0.0
