dataset,lags,horizon,instance_normalize,remove_constant,stride,seed,model,setting,range,covariate_mode,metric,value,reference_model,reference_value,improvement_pct
time/coastal_t_s_h_part12,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.16362588200273523,ts_icl/none,2.087916139044898,92.16319664650972
time/coastal_t_s_h_part12,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,2.087916139044898,ts_icl/none,2.087916139044898,0.0
time/coastal_t_s_h_part13,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.018791477063981196,chronos2/none,0.2952726618697246,93.63588997877761
time/coastal_t_s_h_part13,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.2952726618697246,chronos2/none,0.2952726618697246,0.0
time/coastal_t_s_h_part13,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.00019452481865300797,ts_icl/none,0.3296248332597315,99.94098599406807
time/coastal_t_s_h_part13,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.3296248332597315,ts_icl/none,0.3296248332597315,0.0
time/coastal_t_s_h_part13,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.01620191651292973,chronos2/none,0.30942107930227564,94.76379678156898
time/coastal_t_s_h_part13,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.30942107930227564,chronos2/none,0.30942107930227564,0.0
time/coastal_t_s_h_part13,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0001830227991511627,ts_icl/none,0.36071623647930445,99.94926128057402
time/coastal_t_s_h_part13,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.36071623647930445,ts_icl/none,0.36071623647930445,0.0
time/coastal_t_s_h_part13,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.035793823070384354,chronos2/none,0.6813907715410029,94.74694630961397
time/coastal_t_s_h_part13,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.6813907715410029,chronos2/none,0.6813907715410029,0.0
time/coastal_t_s_h_part13,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.009168368840619223,ts_icl/none,0.7046476834457954,98.69887192479155
time/coastal_t_s_h_part13,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.7046476834457954,ts_icl/none,0.7046476834457954,0.0
time/coastal_t_s_h_part14,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.009839184877152244,chronos2/none,0.9954711965207631,99.01160526677809
time/coastal_t_s_h_part14,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.9954711965207631,chronos2/none,0.9954711965207631,0.0
time/coastal_t_s_h_part14,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.003853108843274337,ts_icl/none,1.1292007718856136,99.65877557479526
time/coastal_t_s_h_part14,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,1.1292007718856136,ts_icl/none,1.1292007718856136,0.0
time/coastal_t_s_h_part14,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,1849.3725299998725,chronos2/none,2412.1934139139917,23.332328190088777
time/coastal_t_s_h_part14,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,2412.1934139139917,chronos2/none,2412.1934139139917,0.0
time/coastal_t_s_h_part14,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,2403.8421432965515,ts_icl/none,2410.7884845030667,0.28813565566483174
time/coastal_t_s_h_part14,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,2410.7884845030667,ts_icl/none,2410.7884845030667,0.0
time/coastal_t_s_h_part14,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.026857542944425303,chronos2/none,1.7652879180516012,98.47857436343479
time/coastal_t_s_h_part14,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.7652879180516012,chronos2/none,1.7652879180516012,0.0
time/coastal_t_s_h_part14,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.012694457444282577,ts_icl/none,1.5411741502736092,99.17631258985047
time/coastal_t_s_h_part14,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.5411741502736092,ts_icl/none,1.5411741502736092,0.0
time/coastal_t_s_h_part15,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.01217623616491134,chronos2/none,0.8409370359033346,98.55206327643405
time/coastal_t_s_h_part15,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.8409370359033346,chronos2/none,0.8409370359033346,0.0
time/coastal_t_s_h_part15,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0004588528993432798,ts_icl/none,0.9257597664992014,99.9504349923222
time/coastal_t_s_h_part15,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.9257597664992014,ts_icl/none,0.9257597664992014,0.0
time/coastal_t_s_h_part15,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.013547791030119967,chronos2/none,0.8600540060412001,98.42477438219491
time/coastal_t_s_h_part15,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.8600540060412001,chronos2/none,0.8600540060412001,0.0
time/coastal_t_s_h_part15,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.00048381092218968897,ts_icl/none,0.808202587482002,99.94013741979012
time/coastal_t_s_h_part15,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.808202587482002,ts_icl/none,0.808202587482002,0.0
time/coastal_t_s_h_part15,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.017340655054862576,chronos2/none,0.8511755091172678,97.962740366808
time/coastal_t_s_h_part15,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.8511755091172678,chronos2/none,0.8511755091172678,0.0
time/coastal_t_s_h_part15,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.0012429369378002808,ts_icl/none,0.743825217364011,99.83289932785486
time/coastal_t_s_h_part15,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.743825217364011,ts_icl/none,0.743825217364011,0.0
time/coastal_t_s_h_part16,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.00724283581731987,chronos2/none,0.8888008689934983,99.18510027723961
time/coastal_t_s_h_part16,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.8888008689934983,chronos2/none,0.8888008689934983,0.0
time/coastal_t_s_h_part16,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.011141997962808733,ts_icl/none,0.8850980659030314,98.74115667042601
time/coastal_t_s_h_part16,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.8850980659030314,ts_icl/none,0.8850980659030314,0.0
time/coastal_t_s_h_part16,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.0074107021232610384,chronos2/none,1.437386917243666,99.48443233799068
time/coastal_t_s_h_part16,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,1.437386917243666,chronos2/none,1.437386917243666,0.0
time/coastal_t_s_h_part16,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.013935234753369193,ts_icl/none,1.1327666634301126,98.7698053621059
time/coastal_t_s_h_part16,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,1.1327666634301126,ts_icl/none,1.1327666634301126,0.0
time/coastal_t_s_h_part16,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,142.78096638091105,chronos2/none,284.0645856467516,49.73644248689758
time/coastal_t_s_h_part16,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,284.0645856467516,chronos2/none,284.0645856467516,0.0
time/coastal_t_s_h_part16,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,281.6242517013353,ts_icl/none,283.7348473701392,0.743861985359375
time/coastal_t_s_h_part16,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,283.7348473701392,ts_icl/none,283.7348473701392,0.0
time/coastal_t_s_h_part17,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.00894838185966805,chronos2/none,0.46184360623980564,98.06246492562208
time/coastal_t_s_h_part17,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.46184360623980564,chronos2/none,0.46184360623980564,0.0
time/coastal_t_s_h_part17,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.009770520875573504,ts_icl/none,0.44918001258999785,97.82480951918673
time/coastal_t_s_h_part17,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.44918001258999785,ts_icl/none,0.44918001258999785,0.0
time/coastal_t_s_h_part17,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.012040492926837143,chronos2/none,0.866927363091346,98.61113013160613
time/coastal_t_s_h_part17,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.866927363091346,chronos2/none,0.866927363091346,0.0
time/coastal_t_s_h_part17,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.005012355798195737,ts_icl/none,0.7205207724914406,99.30434263805279
time/coastal_t_s_h_part17,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.7205207724914406,ts_icl/none,0.7205207724914406,0.0
time/coastal_t_s_h_part17,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.030022585888703664,chronos2/none,3.1160396178563436,99.03651462848353
time/coastal_t_s_h_part17,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,3.1160396178563436,chronos2/none,3.1160396178563436,0.0
time/coastal_t_s_h_part17,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.09847158581554444,ts_icl/none,2.591373452792565,96.20002336176488
time/coastal_t_s_h_part17,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,2.591373452792565,ts_icl/none,2.591373452792565,0.0
time/coastal_t_s_h_part18,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.011798318873237198,chronos2/none,0.5332964902433256,97.78766238122924
time/coastal_t_s_h_part18,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.5332964902433256,chronos2/none,0.5332964902433256,0.0
time/coastal_t_s_h_part18,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.027901210583574237,ts_icl/none,0.5758888682660958,95.15510506956315
time/coastal_t_s_h_part18,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.5758888682660958,ts_icl/none,0.5758888682660958,0.0
time/coastal_t_s_h_part18,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.00710316429225107,chronos2/none,0.542932960515221,98.69170508905731
time/coastal_t_s_h_part18,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.542932960515221,chronos2/none,0.542932960515221,0.0
time/coastal_t_s_h_part18,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.013741112734611047,ts_icl/none,0.574008906082738,97.60611506389581
time/coastal_t_s_h_part18,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.574008906082738,ts_icl/none,0.574008906082738,0.0
time/coastal_t_s_h_part18,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.006825314524273078,chronos2/none,0.8389479956101804,99.18644366993107
time/coastal_t_s_h_part18,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.8389479956101804,chronos2/none,0.8389479956101804,0.0
time/coastal_t_s_h_part18,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.02779757508861145,ts_icl/none,0.8181642758704367,96.60244575466976
time/coastal_t_s_h_part18,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.8181642758704367,ts_icl/none,0.8181642758704367,0.0
time/coastal_t_s_h_part19,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.011230858182534576,chronos2/none,0.6557289546976487,98.2872712723639
time/coastal_t_s_h_part19,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.6557289546976487,chronos2/none,0.6557289546976487,0.0
time/coastal_t_s_h_part19,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0019709364455290294,ts_icl/none,0.70157848422726,99.71907113889048
time/coastal_t_s_h_part19,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.70157848422726,ts_icl/none,0.70157848422726,0.0
time/coastal_t_s_h_part19,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.020983125952382883,chronos2/none,0.6798434053858121,96.91353541328021
time/coastal_t_s_h_part19,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.6798434053858121,chronos2/none,0.6798434053858121,0.0
time/coastal_t_s_h_part19,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.05734669102190916,ts_icl/none,0.6466933665176232,91.13232112914423
time/coastal_t_s_h_part19,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.6466933665176232,ts_icl/none,0.6466933665176232,0.0
time/coastal_t_s_h_part19,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.010326029961773505,chronos2/none,0.8504571452736854,98.78582595029519
time/coastal_t_s_h_part19,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.8504571452736854,chronos2/none,0.8504571452736854,0.0
time/coastal_t_s_h_part19,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.08791995198019625,ts_icl/none,1.0284802814324696,91.45146936042943
time/coastal_t_s_h_part19,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.0284802814324696,ts_icl/none,1.0284802814324696,0.0
time/coastal_t_s_h_part20,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.013411106397115596,chronos2/none,0.6539879035994862,97.94933418136603
time/coastal_t_s_h_part20,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.6539879035994862,chronos2/none,0.6539879035994862,0.0
time/coastal_t_s_h_part20,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0022308004368052493,ts_icl/none,0.6931874204539892,99.67818221003719
time/coastal_t_s_h_part20,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.6931874204539892,ts_icl/none,0.6931874204539892,0.0
time/coastal_t_s_h_part20,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.037709652435627176,chronos2/none,1.4575202227993445,97.41275271205492
time/coastal_t_s_h_part20,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,1.4575202227993445,chronos2/none,1.4575202227993445,0.0
time/coastal_t_s_h_part20,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.043930199700822195,ts_icl/none,1.4994698591304547,97.07028457869121
time/coastal_t_s_h_part20,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,1.4994698591304547,ts_icl/none,1.4994698591304547,0.0
time/coastal_t_s_h_part20,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.011649339936080982,chronos2/none,1.7525820053944534,99.33530414552789
time/coastal_t_s_h_part20,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.7525820053944534,chronos2/none,1.7525820053944534,0.0
time/coastal_t_s_h_part20,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.002828511822868181,ts_icl/none,1.9355175339362838,99.85386276418194
time/coastal_t_s_h_part20,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.9355175339362838,ts_icl/none,1.9355175339362838,0.0
time/coastal_t_s_h_part21,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.01161370734431936,chronos2/none,0.5267711149062961,97.79530292841034
time/coastal_t_s_h_part21,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.5267711149062961,chronos2/none,0.5267711149062961,0.0
time/coastal_t_s_h_part21,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.07547022060339259,ts_icl/none,0.5335381638627344,85.85476621634716
time/coastal_t_s_h_part21,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.5335381638627344,ts_icl/none,0.5335381638627344,0.0
time/coastal_t_s_h_part21,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.024121906428869504,chronos2/none,1.1636797290605803,97.92710091733377
time/coastal_t_s_h_part21,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,1.1636797290605803,chronos2/none,1.1636797290605803,0.0
time/coastal_t_s_h_part21,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.12119938391151663,ts_icl/none,1.158881110760073,89.54168958435902
time/coastal_t_s_h_part21,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,1.158881110760073,ts_icl/none,1.158881110760073,0.0
time/coastal_t_s_h_part21,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.010509578854821268,chronos2/none,1.1199091250697772,99.0615686023483
time/coastal_t_s_h_part21,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.1199091250697772,chronos2/none,1.1199091250697772,0.0
time/coastal_t_s_h_part21,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.019948674167088547,ts_icl/none,1.223413239632334,98.36942469471039
time/coastal_t_s_h_part21,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.223413239632334,ts_icl/none,1.223413239632334,0.0
time/coastal_t_s_h_part22,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.05218621723664304,chronos2/none,1.4415912411098057,96.37995738677856
time/coastal_t_s_h_part22,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,1.4415912411098057,chronos2/none,1.4415912411098057,0.0
time/coastal_t_s_h_part22,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.23480550648491771,ts_icl/none,1.5631426796782761,84.97862610128175
time/coastal_t_s_h_part22,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,1.5631426796782761,ts_icl/none,1.5631426796782761,0.0
time/coastal_t_s_h_part22,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.005999450542731211,chronos2/none,0.6893136046205958,99.12964860949852
time/coastal_t_s_h_part22,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.6893136046205958,chronos2/none,0.6893136046205958,0.0
time/coastal_t_s_h_part22,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.04010377626836999,ts_icl/none,0.6572171604260802,93.89794139849143
time/coastal_t_s_h_part22,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.6572171604260802,ts_icl/none,0.6572171604260802,0.0
time/coastal_t_s_h_part22,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.038930616923607886,chronos2/none,2.7594348018368087,98.58918149116285
time/coastal_t_s_h_part22,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,2.7594348018368087,chronos2/none,2.7594348018368087,0.0
time/coastal_t_s_h_part22,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.021528326542870166,ts_icl/none,2.8345230699137405,99.24049563147406
time/coastal_t_s_h_part22,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,2.8345230699137405,ts_icl/none,2.8345230699137405,0.0
time/coastal_t_s_h_part23,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.021165465402494494,chronos2/none,0.8791022174215565,97.59237720221276
time/coastal_t_s_h_part23,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.8791022174215565,chronos2/none,0.8791022174215565,0.0
time/coastal_t_s_h_part23,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.13228947483624628,ts_icl/none,0.8937519938917831,85.19841345917443
time/coastal_t_s_h_part23,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.8937519938917831,ts_icl/none,0.8937519938917831,0.0
time/coastal_t_s_h_part23,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.005510777763750714,chronos2/none,0.6090150703287994,99.09513277548689
time/coastal_t_s_h_part23,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.6090150703287994,chronos2/none,0.6090150703287994,0.0
time/coastal_t_s_h_part23,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0004217048159868379,ts_icl/none,0.6545246771953922,99.93557083014902
time/coastal_t_s_h_part23,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.6545246771953922,ts_icl/none,0.6545246771953922,0.0
time/coastal_t_s_h_part23,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.011764387268894574,chronos2/none,2.30331663481359,99.48924142295152
time/coastal_t_s_h_part23,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,2.30331663481359,chronos2/none,2.30331663481359,0.0
time/coastal_t_s_h_part23,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.005772406895630411,ts_icl/none,2.203865009581759,99.73807801881996
time/coastal_t_s_h_part23,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,2.203865009581759,ts_icl/none,2.203865009581759,0.0
time/cphl_h_part01,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.022494550235569476,chronos2/none,0.6022957146167756,96.26519835860327
time/cphl_h_part01,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.6022957146167756,chronos2/none,0.6022957146167756,0.0
time/cphl_h_part01,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.00021296718332450837,ts_icl/none,0.6014647662639618,99.96459191040442
time/cphl_h_part01,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.6014647662639618,ts_icl/none,0.6014647662639618,0.0
time/cphl_h_part01,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.004976718407124281,chronos2/none,0.5646258741617203,99.11858123496145
time/cphl_h_part01,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.5646258741617203,chronos2/none,0.5646258741617203,0.0
time/cphl_h_part01,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.00028815377881983293,ts_icl/none,0.6080982685089111,99.95261394518909
time/cphl_h_part01,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.6080982685089111,ts_icl/none,0.6080982685089111,0.0
time/cphl_h_part01,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.005811903916765004,chronos2/none,2.2390938997268677,99.74043500732712
time/cphl_h_part01,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,2.2390938997268677,chronos2/none,2.2390938997268677,0.0
time/cphl_h_part01,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.000795909309090348,ts_icl/none,1.9288898557424545,99.95873744129449
time/cphl_h_part01,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.9288898557424545,ts_icl/none,1.9288898557424545,0.0
time/cphl_h_part02,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.020162571221590042,chronos2/none,1.7343820452690124,98.83747809333077
time/cphl_h_part02,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,1.7343820452690124,chronos2/none,1.7343820452690124,0.0
time/cphl_h_part02,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.045910480854217894,ts_icl/none,1.6699173629283905,97.25073336720635
time/cphl_h_part02,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,1.6699173629283905,ts_icl/none,1.6699173629283905,0.0
time/cphl_h_part02,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.017000205209478737,chronos2/none,1.0061339735984802,98.31034378566139
time/cphl_h_part02,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,1.0061339735984802,chronos2/none,1.0061339735984802,0.0
time/cphl_h_part02,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.00019768632773775607,ts_icl/none,1.057026520371437,99.98129788383471
time/cphl_h_part02,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,1.057026520371437,ts_icl/none,1.057026520371437,0.0
time/cphl_h_part02,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.01777142396895215,chronos2/none,3.1713051944971085,99.43961798442517
time/cphl_h_part02,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,3.1713051944971085,chronos2/none,3.1713051944971085,0.0
time/cphl_h_part02,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.008311429532113834,ts_icl/none,3.28061393648386,99.74665017911184
time/cphl_h_part02,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,3.28061393648386,ts_icl/none,3.28061393648386,0.0
time/crypto_d,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,0.557194195665943,chronos2/none,0.6370771581957039,12.538977657902723
time/crypto_d,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,0.6370771581957039,chronos2/none,0.6370771581957039,0.0
time/crypto_d,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,0.38263362402818757,ts_icl/none,0.6492671304888575,41.066841973027586
time/crypto_d,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,0.6492671304888575,ts_icl/none,0.6492671304888575,0.0
time/crypto_d,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,1.178453686419137,chronos2/none,1.6108734361284103,26.843806596535313
time/crypto_d,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,1.6108734361284103,chronos2/none,1.6108734361284103,0.0
time/crypto_d,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,2.341165080103868,ts_icl/none,3.679880052804947,36.37931001801699
time/crypto_d,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,3.679880052804947,ts_icl/none,3.679880052804947,0.0
time/crypto_d,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.3506357310106978,chronos2/none,0.7274670833721757,51.80046781150222
time/crypto_d,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,0.7274670833721757,chronos2/none,0.7274670833721757,0.0
time/crypto_d,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.6317112197187574,ts_icl/none,1.0610942657416065,40.46606035730012
time/crypto_d,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,1.0610942657416065,ts_icl/none,1.0610942657416065,0.0
time/current_velocity_h_part01,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.012724394337662185,chronos2/none,0.4536506561484809,97.19511166462472
time/current_velocity_h_part01,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.4536506561484809,chronos2/none,0.4536506561484809,0.0
time/current_velocity_h_part01,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0036032341155684358,ts_icl/none,0.4706527577402691,99.23441771957982
time/current_velocity_h_part01,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.4706527577402691,ts_icl/none,0.4706527577402691,0.0
time/current_velocity_h_part01,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.020171281170203455,chronos2/none,0.3551226480415574,94.31991136542693
time/current_velocity_h_part01,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.3551226480415574,chronos2/none,0.3551226480415574,0.0
time/current_velocity_h_part01,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.04595730770136099,ts_icl/none,0.4464277381474083,89.70554385978004
time/current_velocity_h_part01,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.4464277381474083,ts_icl/none,0.4464277381474083,0.0
