dataset,lags,horizon,covariate_mode,instance_normalize,remove_constant,stride,seed,setting,range,model,metric,value,reference_model,reference_value,improvement_pct
time/coastal_t_s_h_part01,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,1.5953237204472923,chronos2,1.2807072881840516,-24.565834454596075
time/coastal_t_s_h_part01,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,4.988360998110996,chronos2,1.2807072881840516,-289.50047712964323
time/coastal_t_s_h_part01,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,1.1567271787025675,chronos2,1.2807072881840516,9.680596856544692
time/coastal_t_s_h_part01,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,12.041128581758434,chronos2,12.041128581758434,0.0
time/coastal_t_s_h_part01,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,11.534369279960325,chronos2,12.041128581758434,4.208569806038098
time/coastal_t_s_h_part01,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,13.638197353555976,chronos2,12.041128581758434,-13.263447532791918
time/coastal_t_s_h_part01,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,11.845306338276714,chronos2,12.041128581758434,1.6262781528500447
time/coastal_t_s_h_part02,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,1.9084780351702302,chronos2,1.9084780351702302,0.0
time/coastal_t_s_h_part02,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,2.2260230172957693,chronos2,1.9084780351702302,-16.638650079995035
time/coastal_t_s_h_part02,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,10.97456187293643,chronos2,1.9084780351702302,-475.0426083346322
time/coastal_t_s_h_part02,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,1.8904841370171024,chronos2,1.9084780351702302,0.9428402015390656
time/coastal_t_s_h_part02,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,1.6399481202520074,chronos2,1.6399481202520074,0.0
time/coastal_t_s_h_part02,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,1.7031255147996402,chronos2,1.6399481202520074,-3.8524020222008297
time/coastal_t_s_h_part02,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,7.450511930953889,chronos2,1.6399481202520074,-354.31387974693877
time/coastal_t_s_h_part02,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,1.5481076556302251,chronos2,1.6399481202520074,5.600205487455869
time/coastal_t_s_h_part03,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.32939655475673224,chronos2,0.32939655475673224,0.0
time/coastal_t_s_h_part03,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.5057199659446875,chronos2,0.32939655475673224,-53.52922143286367
time/coastal_t_s_h_part03,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,6.618798220441455,chronos2,0.32939655475673224,-1909.3708100042538
time/coastal_t_s_h_part03,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.6177597662345284,chronos2,0.32939655475673224,-87.54287417813455
time/coastal_t_s_h_part03,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,1.879247122340732,chronos2,1.879247122340732,0.0
time/coastal_t_s_h_part03,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,2.105580894690421,chronos2,1.879247122340732,-12.043853608128696
time/coastal_t_s_h_part03,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,8.766890947189596,chronos2,1.879247122340732,-366.5108086620256
time/coastal_t_s_h_part03,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,1.7133899925069676,chronos2,1.879247122340732,8.825722166182063
time/coastal_t_s_h_part04,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.7016326482251036,chronos2,0.7016326482251036,0.0
time/coastal_t_s_h_part04,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.7770875512875276,chronos2,0.7016326482251036,-10.754189283138363
time/coastal_t_s_h_part04,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,2.2624087795657735,chronos2,0.7016326482251036,-222.44918837356164
time/coastal_t_s_h_part04,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.7255505572400767,chronos2,0.7016326482251036,-3.4088933967764135
time/coastal_t_s_h_part04,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,31.879073098334224,chronos2,31.879073098334224,0.0
time/coastal_t_s_h_part04,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,31.650231907529005,chronos2,31.879073098334224,0.71784141935161
time/coastal_t_s_h_part04,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,30.216761831588276,chronos2,31.879073098334224,5.2144278524610215
time/coastal_t_s_h_part04,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,31.809930680901743,chronos2,31.879073098334224,0.21688967310688131
time/coastal_t_s_h_part05,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.5538510929625959,chronos2,0.5538510929625959,0.0
time/coastal_t_s_h_part05,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.7524081991077998,chronos2,0.5538510929625959,-35.8502689022613
time/coastal_t_s_h_part05,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,1.8637376543707573,chronos2,0.5538510929625959,-236.50518669223317
time/coastal_t_s_h_part05,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.6033947500758446,chronos2,0.5538510929625959,-8.945302761476109
time/coastal_t_s_h_part05,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,3.999751601536344,chronos2,3.999751601536344,0.0
time/coastal_t_s_h_part05,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,4.439647243772116,chronos2,3.999751601536344,-10.998074032067485
time/coastal_t_s_h_part05,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,6.0282271521735105,chronos2,3.999751601536344,-50.71503815031936
time/coastal_t_s_h_part05,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,3.7831952028726743,chronos2,3.999751601536344,5.414246189200559
time/coastal_t_s_h_part06,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.6659196044007937,chronos2,0.6659196044007937,0.0
time/coastal_t_s_h_part06,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.8922011055761859,chronos2,0.6659196044007937,-33.980303279853786
time/coastal_t_s_h_part06,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,4.231346290735972,chronos2,0.6659196044007937,-535.4139843267435
time/coastal_t_s_h_part06,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.7162937839471158,chronos2,0.6659196044007937,-7.5646037770054475
time/coastal_t_s_h_part06,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,0.7228745180699561,chronos2,0.7228745180699561,0.0
time/coastal_t_s_h_part06,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,1.170359073413743,chronos2,0.7228745180699561,-61.90349004673058
time/coastal_t_s_h_part06,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,3.3827963521083197,chronos2,0.7228745180699561,-367.96453154003
time/coastal_t_s_h_part06,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,0.7176094560159577,chronos2,0.7228745180699561,0.728350761077571
time/coastal_t_s_h_part07,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.37231258767048225,chronos2,0.37231258767048225,0.0
time/coastal_t_s_h_part07,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.8476424211966029,chronos2,0.37231258767048225,-127.66955758874705
time/coastal_t_s_h_part07,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,11850392052262.69,chronos2,0.37231258767048225,-3182914691767173.5
time/coastal_t_s_h_part07,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.3699545738570426,chronos2,0.37231258767048225,0.633342490027927
time/coastal_t_s_h_part07,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,0.7745382927204446,chronos2,0.7745382927204446,0.0
time/coastal_t_s_h_part07,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,9.783563586183785,chronos2,0.7745382927204446,-1163.147823436921
time/coastal_t_s_h_part07,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,14736455161177.56,chronos2,0.7745382927204446,-1902611568682717.0
time/coastal_t_s_h_part07,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,0.6902621661625441,chronos2,0.7745382927204446,10.88082117436619
time/coastal_t_s_h_part08,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,1.9830588375528653,chronos2,1.9830588375528653,0.0
time/coastal_t_s_h_part08,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,2.135472975174586,chronos2,1.9830588375528653,-7.685810160317929
time/coastal_t_s_h_part08,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,5.265214785933495,chronos2,1.9830588375528653,-165.50976129537722
time/coastal_t_s_h_part08,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,1.895693915585677,chronos2,1.9830588375528653,4.40556378422934
time/coastal_t_s_h_part08,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,1.6377521360913911,chronos2,1.6377521360913911,0.0
time/coastal_t_s_h_part08,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,1.7408161967992783,chronos2,1.6377521360913911,-6.293019464707079
time/coastal_t_s_h_part08,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,5.304833700259526,chronos2,1.6377521360913911,-223.9094355828397
time/coastal_t_s_h_part08,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,1.5532446295022964,chronos2,1.6377521360913911,5.159969248507762
time/coastal_t_s_h_part09,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,1.292664204131473,chronos2,1.292664204131473,0.0
time/coastal_t_s_h_part09,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,1.2140511226924984,chronos2,1.292664204131473,6.081477400528313
time/coastal_t_s_h_part09,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,3.279710918213382,chronos2,1.292664204131473,-153.71716086290047
time/coastal_t_s_h_part09,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,1.255864364405473,chronos2,1.292664204131473,2.846821286486037
time/coastal_t_s_h_part09,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,1.3884645521640777,chronos2,1.3884645521640777,0.0
time/coastal_t_s_h_part09,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,1.3646981328725816,chronos2,1.3884645521640777,1.7117051533259178
time/coastal_t_s_h_part09,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,4.52099972764651,chronos2,1.3884645521640777,-225.61146199951773
time/coastal_t_s_h_part09,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,1.2065271655718486,chronos2,1.3884645521640777,13.103495246505164
time/coastal_t_s_h_part10,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.8147871495422089,chronos2,0.8147871495422089,0.0
time/coastal_t_s_h_part10,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.9425419383879864,chronos2,0.8147871495422089,-15.679529177351043
time/coastal_t_s_h_part10,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,8.394342553660724,chronos2,0.8147871495422089,-930.2497478485168
time/coastal_t_s_h_part10,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.7920200981651292,chronos2,0.8147871495422089,2.794232995681318
time/coastal_t_s_h_part10,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,13.803690214703481,chronos2,13.803690214703481,0.0
time/coastal_t_s_h_part10,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,13.9557078016301,chronos2,13.803690214703481,-1.1012822264345765
time/coastal_t_s_h_part10,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,20.148351029555002,chronos2,13.803690214703481,-45.96351204762103
time/coastal_t_s_h_part10,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,13.593171502898137,chronos2,13.803690214703481,1.5250900920762671
time/coastal_t_s_h_part11,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,1.068553249312875,chronos2,1.068553249312875,0.0
time/coastal_t_s_h_part11,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.9070145100704394,chronos2,1.068553249312875,15.117518883248158
time/coastal_t_s_h_part11,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,2.3070597572562597,chronos2,1.068553249312875,-115.90498730314064
time/coastal_t_s_h_part11,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.9555655493362186,chronos2,1.068553249312875,10.573895128699702
time/coastal_t_s_h_part11,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,2.019069901564055,chronos2,2.019069901564055,0.0
time/coastal_t_s_h_part11,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,1.96949241583546,chronos2,2.019069901564055,2.455461581106732
time/coastal_t_s_h_part11,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,2.8817414090037348,chronos2,2.019069901564055,-42.726183316952955
time/coastal_t_s_h_part11,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,1.9136439545493986,chronos2,2.019069901564055,5.221510505059238
time/coastal_t_s_h_part12,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.34824637953715865,chronos2,0.34824637953715865,0.0
time/coastal_t_s_h_part12,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.6049699007805126,chronos2,0.34824637953715865,-73.71893473366634
time/coastal_t_s_h_part12,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,1.237197392697487,chronos2,0.34824637953715865,-255.26496911232798
time/coastal_t_s_h_part12,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.39501202811758657,chronos2,0.34824637953715865,-13.428897277433986
time/coastal_t_s_h_part12,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,1.9366774306442864,chronos2,1.9366774306442864,0.0
time/coastal_t_s_h_part12,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,2.3200489188661946,chronos2,1.9366774306442864,-19.795319662209806
time/coastal_t_s_h_part12,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,3.4566342493301447,chronos2,1.9366774306442864,-78.48270417341543
time/coastal_t_s_h_part12,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,2.08791760762041,chronos2,1.9366774306442864,-7.809260054515613
time/coastal_t_s_h_part13,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.30942003369866006,chronos2,0.30942003369866006,0.0
time/coastal_t_s_h_part13,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.759920784720668,chronos2,0.30942003369866006,-145.59521102655702
time/coastal_t_s_h_part13,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,2.3719856243718556,chronos2,0.30942003369866006,-666.5908364168495
time/coastal_t_s_h_part13,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.36071372666844614,chronos2,0.30942003369866006,-16.57736648679326
time/coastal_t_s_h_part13,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,0.6813916479672857,chronos2,0.6813916479672857,0.0
time/coastal_t_s_h_part13,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,1.4962223365049188,chronos2,0.6813916479672857,-119.58331026927321
time/coastal_t_s_h_part13,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,2.975304721833069,chronos2,0.6813916479672857,-336.65118742047105
time/coastal_t_s_h_part13,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,0.704644000412103,chronos2,0.6813916479672857,-3.4124798145359185
time/coastal_t_s_h_part14,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,2412.1933231542093,chronos2,2412.1933231542093,0.0
time/coastal_t_s_h_part14,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,2413.3000494941243,chronos2,2412.1933231542093,-0.04588049926561517
time/coastal_t_s_h_part14,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,2379.596237495591,chronos2,2412.1933231542093,1.3513463181298382
time/coastal_t_s_h_part14,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,2410.788297584263,chronos2,2412.1933231542093,0.05824680619333697
time/coastal_t_s_h_part14,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,1.7652851188926164,chronos2,1.7652851188926164,0.0
time/coastal_t_s_h_part14,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,1.9515094895797558,chronos2,1.7652851188926164,-10.549251715437336
time/coastal_t_s_h_part14,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,26.758843568675392,chronos2,1.7652851188926164,-1415.8369196167882
time/coastal_t_s_h_part14,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,1.541164114287649,chronos2,1.7652851188926164,12.696022994039682
time/coastal_t_s_h_part15,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.8600529265348558,chronos2,0.8600529265348558,0.0
time/coastal_t_s_h_part15,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,1.0268311130779761,chronos2,0.8600529265348558,-19.39161898036531
time/coastal_t_s_h_part15,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,3.207014844563134,chronos2,0.8600529265348558,-272.8857545411959
time/coastal_t_s_h_part15,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.8082024624778165,chronos2,0.8600529265348558,6.02875270315564
time/coastal_t_s_h_part15,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,0.8511723746304158,chronos2,0.8511723746304158,0.0
time/coastal_t_s_h_part15,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,0.9564912195007006,chronos2,0.8511723746304158,-12.373386168226482
time/coastal_t_s_h_part15,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,2.8846311751252935,chronos2,0.8511723746304158,-238.90093958674564
time/coastal_t_s_h_part15,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,0.7438240685948619,chronos2,0.8511723746304158,12.611817445575014
time/coastal_t_s_h_part16,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,1.4373856560811036,chronos2,1.4373856560811036,0.0
time/coastal_t_s_h_part16,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,1.0959884128852875,chronos2,1.4373856560811036,23.751262700547848
time/coastal_t_s_h_part16,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,7.004507140825987,chronos2,1.4373856560811036,-387.3088242666282
time/coastal_t_s_h_part16,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,1.132768336998518,chronos2,1.4373856560811036,21.192455747269385
time/coastal_t_s_h_part16,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,284.0645902458482,chronos2,284.0645902458482,0.0
time/coastal_t_s_h_part16,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,283.8584999881732,chronos2,284.0645902458482,0.07255049194854689
time/coastal_t_s_h_part16,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,290.8627880567119,chronos2,284.0645902458482,-2.3931873398863632
time/coastal_t_s_h_part16,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,283.7348545755467,chronos2,284.0645902458482,0.11607770965614315
time/coastal_t_s_h_part17,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.86692749144453,chronos2,0.86692749144453,0.0
time/coastal_t_s_h_part17,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.8301283919224234,chronos2,0.86692749144453,4.24477247350751
time/coastal_t_s_h_part17,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,2.0388288171679685,chronos2,0.86692749144453,-135.1787014817977
time/coastal_t_s_h_part17,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.7205215012936881,chronos2,0.86692749144453,16.8879164169648
time/coastal_t_s_h_part17,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,3.116032547255357,chronos2,3.116032547255357,0.0
time/coastal_t_s_h_part17,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,3.080299345155557,chronos2,3.116032547255357,1.146753172757271
time/coastal_t_s_h_part17,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,3.730979897081852,chronos2,3.116032547255357,-19.734946297918118
time/coastal_t_s_h_part17,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,2.5913689278066157,chronos2,3.116032547255357,16.837552608713032
time/coastal_t_s_h_part18,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.542932884412862,chronos2,0.542932884412862,0.0
time/coastal_t_s_h_part18,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.5370390083463419,chronos2,0.542932884412862,1.08556255031299
time/coastal_t_s_h_part18,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,0.7551250663541612,chronos2,0.542932884412862,-39.082580560720295
time/coastal_t_s_h_part18,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.5740076821474802,chronos2,0.542932884412862,-5.723506279827398
time/coastal_t_s_h_part18,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,0.8389468189506304,chronos2,0.8389468189506304,0.0
time/coastal_t_s_h_part18,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,1.2036359523023878,chronos2,0.8389468189506304,-43.46987498062357
time/coastal_t_s_h_part18,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,1.4273838943668775,chronos2,0.8389468189506304,-70.13997337188485
time/coastal_t_s_h_part18,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,0.8181632462711561,chronos2,0.8389468189506304,2.477340900519862
time/coastal_t_s_h_part19,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,0.6798431191593408,chronos2,0.6798431191593408,0.0
time/coastal_t_s_h_part19,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,0.7855037479971846,chronos2,0.6798431191593408,-15.54191340032952
time/coastal_t_s_h_part19,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,0.9371403659383456,chronos2,0.6798431191593408,-37.84656187991803
time/coastal_t_s_h_part19,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,0.6466926341255506,chronos2,0.6798431191593408,4.8761963016971395
time/coastal_t_s_h_part19,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,0.8504552041490873,chronos2,0.8504552041490873,0.0
time/coastal_t_s_h_part19,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,1.0015034324179093,chronos2,0.8504552041490873,-17.76086824231401
time/coastal_t_s_h_part19,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,1.383417338381211,chronos2,0.8504552041490873,-62.66786676499588
time/coastal_t_s_h_part19,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,1.028479982415835,chronos2,0.8504552041490873,-20.932881285013515
time/coastal_t_s_h_part20,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,1.457523330594554,chronos2,1.457523330594554,0.0
time/coastal_t_s_h_part20,336,48,none,False,False,512,1,336:48,mid,chronos_bolt,nmse,1.661919681411801,chronos2,1.457523330594554,-14.023538870823378
time/coastal_t_s_h_part20,336,48,none,False,False,512,1,336:48,mid,chronos_t5,nmse,6.761840929136132,chronos2,1.457523330594554,-363.9267713387364
time/coastal_t_s_h_part20,336,48,none,False,False,512,1,336:48,mid,ts_icl,nmse,1.499471081477223,chronos2,1.457523330594554,-2.878015740959531
time/coastal_t_s_h_part20,504,168,none,False,False,512,1,504:168,long,chronos2,nmse,1.7525860899918233,chronos2,1.7525860899918233,0.0
time/coastal_t_s_h_part20,504,168,none,False,False,512,1,504:168,long,chronos_bolt,nmse,2.09927272158816,chronos2,1.7525860899918233,-19.78143234024835
time/coastal_t_s_h_part20,504,168,none,False,False,512,1,504:168,long,chronos_t5,nmse,6.917455859387039,chronos2,1.7525860899918233,-294.69991796062425
time/coastal_t_s_h_part20,504,168,none,False,False,512,1,504:168,long,ts_icl,nmse,1.935518086633899,chronos2,1.7525860899918233,-10.43783228034916
time/coastal_t_s_h_part21,336,48,none,False,False,512,1,336:48,mid,chronos2,nmse,1.1636715455291171,chronos2,1.1636715455291171,0.0
