dataset,model,metric,mean_value,mean_reference_value,mean_improvement_pct,configurations,reference_models
time/supply_chain_location_d,chronos_bolt,nmse,0.8987054072600658,0.7319650664131212,-23.127109128086836,2,chronos2
time/supply_chain_location_d,chronos_t5,nmse,1.1232924889019855,0.7319650664131212,-54.304177021354704,2,chronos2
time/supply_chain_location_d,ts_icl,nmse,0.9897978959774014,0.7319650664131212,-36.217830286644286,2,chronos2
traffic,chronos2,nmse,0.267557635317234,0.267557635317234,0.0,2,chronos2
traffic,chronos_bolt,nmse,0.2903749945372449,0.267557635317234,-8.674717581372288,2,chronos2
traffic,chronos_t5,nmse,0.323392511220435,0.267557635317234,-21.004086992223023,2,chronos2
traffic,ts_icl,nmse,0.29185496126116917,0.267557635317234,-9.647233259071214,2,chronos2
weather,chronos2,nmse,1.2950183723583106,1.2950183723583106,0.0,2,chronos2
weather,chronos_bolt,nmse,1.3354436797517337,1.2950183723583106,-3.2505455890953705,2,chronos2
weather,chronos_t5,nmse,1.4310694787281741,1.2950183723583106,-10.804949895117403,2,chronos2
weather,ts_icl,nmse,1.2802020522368105,1.2950183723583106,1.127637974531054,2,chronos2
