range,model,metric,mean_value,mean_reference_value,mean_improvement_pct,configurations,reference_models
mid,chronos2,nmse,38.89695383551608,38.89695383551608,0.0,64,chronos2
mid,chronos_bolt,nmse,39.01345122823065,38.89695383551608,-20.030380085900973,64,chronos2
mid,chronos_t5,nmse,185163037728.62128,38.89695383551608,-49733067452871.81,64,chronos2
mid,ts_icl,nmse,39.03026478667692,38.89695383551608,-19.181732744701222,64,chronos2
long,chronos2,nmse,7.369403589483145,7.369403589483145,0.0,64,chronos2
long,chronos_bolt,nmse,7.711933845974609,7.369403589483145,-35.76791931445145,64,chronos2
long,chronos_t5,nmse,230257773702.84204,7.369403589483145,-29728307040092.09,64,chronos2
long,ts_icl,nmse,7.385819193088562,7.369403589483145,-4.105163768967779,64,chronos2
