2026-08-28 13:08:26 | resources data_root=auto weights_root=auto output_root=/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models
2026-08-28 13:08:33 | profile mode=test datasets=electricity settings=504:168 tasks=1 seeds=1
2026-08-28 13:08:33 | foundation models=chronos2 chronos_bolt chronos_t5 ts_icl
2026-08-28 13:08:33 | configuration dataset=electricity L=504 H=168 model=chronos2 covariates=none instance_norm=false remove_constant=false seed=1 batch_size=64
[2026-08-28 13:08:36,294][data.dataset][INFO] - dataset config path=/fssmall/home/h61084/codes/datasets/electricity/config.json applied_keys=['date_col', 'drop_users']
[2026-08-28 13:08:37,083][evaluation.evaluator][INFO] - skip complete run=/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/chronos2/none/raw/keep/run_0
2026-08-28 13:08:37 | configuration dataset=electricity L=504 H=168 model=chronos_bolt covariates=none instance_norm=false remove_constant=false seed=1 batch_size=128
[2026-08-28 13:08:40,256][data.dataset][INFO] - dataset config path=/fssmall/home/h61084/codes/datasets/electricity/config.json applied_keys=['date_col', 'drop_users']
[2026-08-28 13:08:40,945][evaluation.evaluator][INFO] - skip complete run=/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/chronos_bolt/none/raw/keep/run_0
2026-08-28 13:08:41 | configuration dataset=electricity L=504 H=168 model=chronos_t5 covariates=none instance_norm=false remove_constant=false seed=1 batch_size=32
[2026-08-28 13:08:44,119][data.dataset][INFO] - dataset config path=/fssmall/home/h61084/codes/datasets/electricity/config.json applied_keys=['date_col', 'drop_users']
[2026-08-28 13:08:44,841][evaluation.evaluator][INFO] - evaluate dataset=electricity users=312 dates=26304 windows=15912 removed_constant=0 L=504 H=168 stride=512
[2026-08-28 13:09:15,103][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:09:28,621][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:09:32,161][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:09:35,712][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:09:39,255][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:09:42,795][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:09:46,336][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:09:49,878][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:09:53,421][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:09:56,965][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:10:00,509][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:10:04,049][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:10:07,595][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:10:11,141][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:10:14,684][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:10:18,228][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
[2026-08-28 13:10:21,773][/fssmall/home/h61084/codes/tsfm/.venv/lib/python3.12/site-packages/chronos/chronos.py][WARNING] - We recommend keeping prediction length <= 64. The quality of longer predictions may degrade since the model is not optimized for it. 
