user_id,user_name,query_index,query_datetime,mse,mae,nmse,nmae,mase
0,TEMP,335,2023-08-13T10:00:00.000000,0.00018705977709032595,0.011482954025268555,0.001631721155717969,0.03391457721590996,0.18758496642112732
1,PSAL,335,2023-08-13T10:00:00.000000,1.3612474276669673e-06,0.0008978843688964844,0.0012453902745619416,0.027158427983522415,0.12693092226982117
2,PRES_REL,335,2023-08-13T10:00:00.000000,0.013783934526145458,0.09818510711193085,0.025441547855734825,0.1333923041820526,0.3341453969478607
0,TEMP,847,2023-09-03T18:00:00.000000,7.811765681253746e-05,0.007323106285184622,0.003076752182096243,0.04595861956477165,0.18262521922588348
1,PSAL,847,2023-09-03T18:00:00.000000,9.038270718519925e-07,0.0007325013866648078,0.0016249509062618017,0.031058885157108307,0.10010330379009247
2,PRES_REL,847,2023-09-03T18:00:00.000000,0.009171664714813232,0.0778154581785202,0.017320111393928528,0.1069343239068985,0.26586586236953735
0,TEMP,1359,2023-09-25T02:00:00.000000,0.00022478867322206497,0.013251980766654015,0.007332978770136833,0.07568918168544769,0.4751095473766327
1,PSAL,1359,2023-09-25T02:00:00.000000,2.4112955543387216e-06,0.001255035400390625,0.00479220412671566,0.05594978481531143,0.19354844093322754
2,PRES_REL,1359,2023-09-25T02:00:00.000000,0.029428236186504364,0.126435324549675,0.0795031189918518,0.20781570672988892,0.48849552869796753
0,TEMP,1871,2023-10-16T10:00:00.000000,0.00018682504014577717,0.010749777778983116,0.017009710893034935,0.10257236659526825,0.3191514015197754
1,PSAL,1871,2023-10-16T10:00:00.000000,1.7411000499123475e-06,0.000982522964477539,0.0018325748387724161,0.0318758487701416,0.130407452583313
2,PRES_REL,1871,2023-10-16T10:00:00.000000,0.009240112267434597,0.0825796127319336,0.026373133063316345,0.13951313495635986,0.3368511199951172
0,TEMP,2383,2023-11-06T18:00:00.000000,5.881299148313701e-05,0.0062149763107299805,0.002850889228284359,0.04327061027288437,0.17272111773490906
1,PSAL,2383,2023-11-06T18:00:00.000000,1.0385287168901414e-05,0.0024588904343545437,0.0059080286882817745,0.05864773318171501,0.21836185455322266
2,PRES_REL,2383,2023-11-06T18:00:00.000000,0.0025493288412690163,0.039261382073163986,0.0051992665976285934,0.056069113314151764,0.13931694626808167
0,TEMP,2895,2023-11-28T02:00:00.000000,0.00033952476223930717,0.016760151833295822,0.016814257949590683,0.11794541776180267,0.8789514899253845
1,PSAL,2895,2023-11-28T02:00:00.000000,1.3544326066039503e-05,0.0032432875595986843,0.021828001365065575,0.1302008330821991,0.2788870334625244
2,PRES_REL,2895,2023-11-28T02:00:00.000000,0.015646491199731827,0.10401856899261475,0.03155236691236496,0.14771288633346558,0.36208081245422363
0,TEMP,3407,2023-12-19T10:00:00.000000,0.0011278500314801931,0.026235144585371017,0.011393269523978233,0.08338385075330734,0.2324076145887375
1,PSAL,3407,2023-12-19T10:00:00.000000,1.1536083093233174e-06,0.0009033679962158203,0.003098840359598398,0.046820398420095444,0.2658558785915375
2,PRES_REL,3407,2023-12-19T10:00:00.000000,0.006651575677096844,0.06247687339782715,0.014371017925441265,0.09183342754840851,0.22880499064922333
