dataset,lags,horizon,setting,metric,best_baseline,best_baseline_value,chronos_value,chronos_win_pct,tie_pct,windows
time/coastal_t_s_h_part03,168,24,168:24,nmae,repeat,0.5422654151916504,0.363242816002596,80.95238095238095,0.0,21
time/coastal_t_s_h_part03,168,24,168:24,mase,repeat,1.7021232360885257,1.210339537688664,80.95238095238095,0.0,21
time/coastal_t_s_h_part03,336,48,336:48,mse,repeat,0.10918976920185655,0.01988430204593377,100.0,0.0,21
time/coastal_t_s_h_part03,336,48,336:48,mae,repeat,0.2111853720132439,0.0754495593497441,100.0,0.0,21
time/coastal_t_s_h_part03,336,48,336:48,nmse,repeat,1.2625350334814616,0.32939506357624415,100.0,0.0,21
time/coastal_t_s_h_part03,336,48,336:48,nmae,persistence,0.7973856698899042,0.3644720496875899,80.95238095238095,0.0,21
time/coastal_t_s_h_part03,336,48,336:48,mase,persistence,2.398209112031119,1.3382106842029662,80.95238095238095,0.0,21
time/coastal_t_s_h_part03,504,168,504:168,mse,persistence,0.23689675577123934,0.06770786700710435,66.66666666666666,0.0,18
time/coastal_t_s_h_part03,504,168,504:168,mae,persistence,0.31067565926868057,0.1713217355362657,66.66666666666666,0.0,18
time/coastal_t_s_h_part03,504,168,504:168,nmse,persistence,1.6757027175691392,1.8792390174542863,66.66666666666666,0.0,18
time/coastal_t_s_h_part03,504,168,504:168,nmae,persistence,1.0224527244766553,0.8921371098193858,66.66666666666666,0.0,18
time/coastal_t_s_h_part03,504,168,504:168,mase,persistence,4.1729148560100136,4.024013933208254,66.66666666666666,0.0,18
time/coastal_t_s_h_part04,168,24,168:24,mse,persistence,56.29403434418595,55.01648035025536,79.48717948717949,0.0,39
time/coastal_t_s_h_part04,168,24,168:24,mae,persistence,1.4724005359010055,1.2803993796070035,79.48717948717949,0.0,39
time/coastal_t_s_h_part04,168,24,168:24,nmse,persistence,1.3942242010126416,0.6931576767252782,79.48717948717949,0.0,39
time/coastal_t_s_h_part04,168,24,168:24,nmae,persistence,0.8093969160213302,0.535072864439243,79.48717948717949,0.0,39
time/coastal_t_s_h_part04,168,24,168:24,mase,persistence,1.94131193902248,1.337806407839824,79.48717948717949,0.0,39
time/coastal_t_s_h_part04,336,48,336:48,mse,persistence,29.46092589863241,70.94652632452274,64.1025641025641,0.0,39
time/coastal_t_s_h_part04,336,48,336:48,mae,persistence,1.7118277901616425,1.921140583136525,71.7948717948718,0.0,39
time/coastal_t_s_h_part04,336,48,336:48,nmse,expected,1.1423606312809846,0.7016330459099174,71.7948717948718,0.0,39
time/coastal_t_s_h_part04,336,48,336:48,nmae,repeat,0.731214641378476,0.5384909352526451,82.05128205128204,0.0,39
time/coastal_t_s_h_part04,336,48,336:48,mase,repeat,2.045926587894941,1.5773352220272407,82.05128205128204,0.0,39
time/coastal_t_s_h_part04,504,168,504:168,mse,lookback,202.7804410668549,231.12528620705902,80.55555555555556,0.0,36
time/coastal_t_s_h_part04,504,168,504:168,mae,persistence,3.9524757779306836,4.058539606475581,69.44444444444444,0.0,36
time/coastal_t_s_h_part04,504,168,504:168,nmse,persistence,31.91117078991293,31.879075503086725,63.888888888888886,0.0,36
time/coastal_t_s_h_part04,504,168,504:168,nmae,persistence,1.5024982750053621,1.3950887971247237,69.44444444444444,0.0,36
time/coastal_t_s_h_part04,504,168,504:168,mase,persistence,5.140126099603044,4.998301030861007,69.44444444444444,0.0,36
time/coastal_t_s_h_part05,168,24,168:24,mse,repeat,0.3922220387478144,0.2696556970506954,71.7948717948718,0.0,39
time/coastal_t_s_h_part05,168,24,168:24,mae,repeat,0.34392568607551927,0.2543057465734772,79.48717948717949,0.0,39
time/coastal_t_s_h_part05,168,24,168:24,nmse,repeat,0.9761841088161768,0.7836240925885832,71.7948717948718,0.0,39
time/coastal_t_s_h_part05,168,24,168:24,nmae,repeat,0.6902240221508038,0.5353314440983993,79.48717948717949,0.0,39
time/coastal_t_s_h_part05,168,24,168:24,mase,repeat,1.481077803633152,1.1347086798304167,79.48717948717949,0.0,39
time/coastal_t_s_h_part05,336,48,336:48,mse,persistence,0.6225486734496931,0.2821526619865416,82.05128205128204,0.0,39
time/coastal_t_s_h_part05,336,48,336:48,mae,repeat,0.48968007472845226,0.30053650821821815,97.43589743589743,0.0,39
time/coastal_t_s_h_part05,336,48,336:48,nmse,expected,1.0083970523033388,0.5538515562716967,79.48717948717949,0.0,39
time/coastal_t_s_h_part05,336,48,336:48,nmae,expected,0.8115006578274262,0.5433553677911942,82.05128205128204,0.0,39
time/coastal_t_s_h_part05,336,48,336:48,mase,repeat,2.0276757111916175,1.2624358229148083,97.43589743589743,0.0,39
time/coastal_t_s_h_part05,504,168,504:168,mse,expected,2.090272852303719,1.7495729365909938,58.333333333333336,0.0,36
time/coastal_t_s_h_part05,504,168,504:168,mae,expected,0.6548463925719261,0.5211959955179029,63.888888888888886,0.0,36
time/coastal_t_s_h_part05,504,168,504:168,nmse,expected,4.17204387485981,3.9997505378236786,58.333333333333336,0.0,36
time/coastal_t_s_h_part05,504,168,504:168,nmae,expected,1.0288922372791502,0.9263471263564296,63.888888888888886,0.0,36
time/coastal_t_s_h_part05,504,168,504:168,mase,expected,2.623024751742681,2.1648415194617376,63.888888888888886,0.0,36
time/coastal_t_s_h_part06,168,24,168:24,mse,repeat,0.03183287070472337,0.013167487908720518,52.38095238095239,0.0,21
time/coastal_t_s_h_part06,168,24,168:24,mae,repeat,0.11064568112072136,0.07264240775146477,52.38095238095239,0.0,21
time/coastal_t_s_h_part06,168,24,168:24,nmse,repeat,0.378961826985081,0.39819677653057234,52.38095238095239,0.0,21
time/coastal_t_s_h_part06,168,24,168:24,nmae,repeat,0.43019833806015195,0.39439863924469265,52.38095238095239,0.0,21
time/coastal_t_s_h_part06,168,24,168:24,mase,repeat,1.4317692206019448,1.336173334292003,52.38095238095239,0.0,21
time/coastal_t_s_h_part06,336,48,336:48,mse,repeat,0.11452701875324627,0.0398250937100134,85.71428571428571,0.0,21
time/coastal_t_s_h_part06,336,48,336:48,mae,repeat,0.21979965180868194,0.11326416404474349,85.71428571428571,0.0,21
time/coastal_t_s_h_part06,336,48,336:48,nmse,repeat,1.1428657280547279,0.6659236125470627,85.71428571428571,0.0,21
time/coastal_t_s_h_part06,336,48,336:48,nmae,repeat,0.8061078531401498,0.5151268470854986,85.71428571428571,0.0,21
time/coastal_t_s_h_part06,336,48,336:48,mase,persistence,3.219237994580042,2.3315458056472598,76.19047619047619,0.0,21
time/coastal_t_s_h_part06,504,168,504:168,mse,expected,0.2235091460105549,0.07537023952722342,83.33333333333334,0.0,18
time/coastal_t_s_h_part06,504,168,504:168,mae,expected,0.3198716372458471,0.16803058174749216,88.88888888888889,0.0,18
time/coastal_t_s_h_part06,504,168,504:168,nmse,persistence,1.278011538916164,0.7228759220904775,61.111111111111114,0.0,18
time/coastal_t_s_h_part06,504,168,504:168,nmae,persistence,0.8541093021631241,0.6239095942841636,66.66666666666666,0.0,18
time/coastal_t_s_h_part06,504,168,504:168,mase,persistence,3.789950986703237,3.234326892428928,66.66666666666666,0.0,18
time/coastal_t_s_h_part07,168,24,168:24,mse,repeat,0.050533583094268884,0.05084735969574406,45.45454545454545,27.27272727272727,33
time/coastal_t_s_h_part07,168,24,168:24,mae,repeat,0.04561261815780943,0.04162472689825914,48.484848484848484,27.27272727272727,33
time/coastal_t_s_h_part07,168,24,168:24,nmse,repeat,469850849295887.9,469850849295887.75,45.45454545454545,27.27272727272727,33
time/coastal_t_s_h_part07,168,24,168:24,nmae,repeat,1691855.8046270956,1691855.7440822884,48.484848484848484,27.27272727272727,33
time/coastal_t_s_h_part07,168,24,168:24,mase,repeat,1691856.5563561537,1691856.353155562,48.484848484848484,27.27272727272727,33
time/coastal_t_s_h_part07,336,48,336:48,mse,repeat,0.010997596155599846,0.006090672792462811,56.666666666666664,20.0,30
time/coastal_t_s_h_part07,336,48,336:48,mae,repeat,0.048296741054703794,0.0360288118840496,60.0,20.0,30
time/coastal_t_s_h_part07,336,48,336:48,nmse,persistence,0.4870140543828408,0.3723163204113613,36.666666666666664,20.0,30
time/coastal_t_s_h_part07,336,48,336:48,nmae,persistence,0.4071987768014272,0.3484210515297794,43.333333333333336,20.0,30
time/coastal_t_s_h_part07,336,48,336:48,mase,persistence,1.8280461420615515,1.342268610233441,43.333333333333336,20.0,30
time/coastal_t_s_h_part07,504,168,504:168,mse,persistence,0.06286875199099692,0.04154492563882033,53.333333333333336,20.0,30
time/coastal_t_s_h_part07,504,168,504:168,mae,persistence,0.11634686887264252,0.09057111946409956,53.333333333333336,20.0,30
time/coastal_t_s_h_part07,504,168,504:168,nmse,persistence,0.8768914178013801,0.774544852070115,53.333333333333336,20.0,30
time/coastal_t_s_h_part07,504,168,504:168,nmae,persistence,0.5937900086243947,0.4970560830901377,53.333333333333336,20.0,30
time/coastal_t_s_h_part07,504,168,504:168,mase,persistence,4.019369492928187,3.460633605578914,53.333333333333336,20.0,30
time/coastal_t_s_h_part08,168,24,168:24,mse,expected,92.22680707993057,90.95798162066257,54.54545454545454,0.0,33
time/coastal_t_s_h_part08,168,24,168:24,mae,expected,4.604803068958448,4.5211992032374395,69.6969696969697,0.0,33
time/coastal_t_s_h_part08,168,24,168:24,nmse,persistence,1.6494072955666166,1.2822942119656187,57.57575757575758,0.0,33
time/coastal_t_s_h_part08,168,24,168:24,nmae,persistence,1.0289968179933953,0.8981438676516215,51.515151515151516,0.0,33
time/coastal_t_s_h_part08,168,24,168:24,mase,persistence,1.5331112272811658,1.2846911964994487,51.515151515151516,0.0,33
time/coastal_t_s_h_part08,336,48,336:48,mse,expected,86.44850165816412,98.92880544947111,33.33333333333333,0.0,30
time/coastal_t_s_h_part08,336,48,336:48,mae,expected,4.23656154020379,4.424933010339737,30.0,0.0,30
time/coastal_t_s_h_part08,336,48,336:48,nmse,expected,2.0704312890768053,1.9830574259161948,33.33333333333333,0.0,30
time/coastal_t_s_h_part08,336,48,336:48,nmae,expected,0.9511999686559042,0.9167453467845916,30.0,0.0,30
time/coastal_t_s_h_part08,336,48,336:48,mase,repeat,1.8759387175242106,1.6252786636352539,83.33333333333334,0.0,30
time/coastal_t_s_h_part08,504,168,504:168,mse,expected,95.72137379934624,96.59564403861296,53.333333333333336,0.0,30
time/coastal_t_s_h_part08,504,168,504:168,mae,expected,4.575627100902299,4.640026288231214,53.333333333333336,0.0,30
time/coastal_t_s_h_part08,504,168,504:168,nmse,expected,1.8911520749330522,1.6377504621942838,53.333333333333336,0.0,30
time/coastal_t_s_h_part08,504,168,504:168,nmae,expected,1.0446962436040244,0.937558513879776,53.333333333333336,0.0,30
time/coastal_t_s_h_part08,504,168,504:168,mase,persistence,1.5458850502967834,1.438338150580724,56.666666666666664,0.0,30
time/coastal_t_s_h_part09,168,24,168:24,mse,expected,33.69078514523889,32.89441873608545,69.6969696969697,0.0,33
time/coastal_t_s_h_part09,168,24,168:24,mae,expected,2.936553819951686,2.8404920426140907,63.63636363636363,0.0,33
time/coastal_t_s_h_part09,168,24,168:24,nmse,persistence,1.7966758992635843,1.2750924263488164,81.81818181818183,0.0,33
time/coastal_t_s_h_part09,168,24,168:24,nmae,persistence,1.018937367833022,0.83106252822009,78.78787878787878,0.0,33
time/coastal_t_s_h_part09,168,24,168:24,mase,persistence,1.3566844174356172,1.1348127469871983,78.78787878787878,0.0,33
time/coastal_t_s_h_part09,336,48,336:48,mse,expected,35.321963613163184,34.69027935103143,60.60606060606061,0.0,33
time/coastal_t_s_h_part09,336,48,336:48,mae,expected,3.0365267173020225,2.989463840949942,57.57575757575758,0.0,33
time/coastal_t_s_h_part09,336,48,336:48,nmse,expected,1.4929225706692897,1.2926644597089652,60.60606060606061,0.0,33
time/coastal_t_s_h_part09,336,48,336:48,nmae,persistence,0.9451531596256025,0.8552876900542866,57.57575757575758,0.0,33
time/coastal_t_s_h_part09,336,48,336:48,mase,persistence,1.2190950151645776,1.1813390426563495,57.57575757575758,0.0,33
time/coastal_t_s_h_part09,504,168,504:168,mse,expected,31.764504617483666,31.647864078204535,56.666666666666664,0.0,30
time/coastal_t_s_h_part09,504,168,504:168,mae,expected,2.8689935255795715,2.8538086184610925,46.666666666666664,0.0,30
time/coastal_t_s_h_part09,504,168,504:168,nmse,expected,1.4435681064923604,1.388463498155276,56.666666666666664,0.0,30
time/coastal_t_s_h_part09,504,168,504:168,nmae,expected,0.9362085888783137,0.9100480139255523,46.666666666666664,0.0,30
time/coastal_t_s_h_part09,504,168,504:168,mase,expected,1.3635829786459606,1.3099563320477803,46.666666666666664,0.0,30
time/coastal_t_s_h_part10,168,24,168:24,mse,persistence,10.865446888980703,10.56976829927231,39.39393939393939,0.0,33
time/coastal_t_s_h_part10,168,24,168:24,mae,persistence,1.0857355098635184,1.1500412933810642,39.39393939393939,0.0,33
time/coastal_t_s_h_part10,168,24,168:24,nmse,persistence,1.0285567689799902,1.1853733953144965,39.39393939393939,0.0,33
time/coastal_t_s_h_part10,168,24,168:24,nmae,persistence,0.7115784779642568,0.7867221988060258,39.39393939393939,0.0,33
time/coastal_t_s_h_part10,168,24,168:24,mase,persistence,2.704392014127789,3.0137357458923804,39.39393939393939,0.0,33
time/coastal_t_s_h_part10,336,48,336:48,mse,expected,10.61238963103758,9.469294790117656,75.75757575757575,0.0,33
time/coastal_t_s_h_part10,336,48,336:48,mae,expected,1.2247731088463105,1.1062894034707411,75.75757575757575,0.0,33
time/coastal_t_s_h_part10,336,48,336:48,nmse,persistence,1.0230570570989088,0.8147859463863301,60.60606060606061,0.0,33
time/coastal_t_s_h_part10,336,48,336:48,nmae,persistence,0.7267312877105944,0.6679400070147081,57.57575757575758,0.0,33
time/coastal_t_s_h_part10,336,48,336:48,mase,persistence,2.738169395562374,2.7543204788005715,57.57575757575758,0.0,33
time/coastal_t_s_h_part10,504,168,504:168,mse,expected,12.047329984649938,11.630179084044842,73.33333333333333,0.0,30
time/coastal_t_s_h_part10,504,168,504:168,mae,expected,1.3276490733027457,1.241940980280439,73.33333333333333,0.0,30
time/coastal_t_s_h_part10,504,168,504:168,nmse,persistence,14.222918872535228,13.803662445147832,60.0,0.0,30
time/coastal_t_s_h_part10,504,168,504:168,nmae,persistence,1.492603267232577,1.4256248578429223,56.666666666666664,0.0,30
time/coastal_t_s_h_part10,504,168,504:168,mase,persistence,6.805728870630264,6.853703300158183,56.666666666666664,0.0,30
time/coastal_t_s_h_part11,168,24,168:24,mse,persistence,0.03267639412653504,0.031291915589943854,54.166666666666664,0.0,48
time/coastal_t_s_h_part11,168,24,168:24,mae,persistence,0.09539352069259621,0.08304028381505664,52.083333333333336,0.0,48
time/coastal_t_s_h_part11,168,24,168:24,nmse,persistence,1.1482315180279936,0.7991442358960216,54.166666666666664,0.0,48
time/coastal_t_s_h_part11,168,24,168:24,nmae,persistence,0.7545282929204404,0.6401140875022975,52.083333333333336,0.0,48
time/coastal_t_s_h_part11,168,24,168:24,mase,persistence,3.44968643411994,3.0421537432121113,52.083333333333336,0.0,48
time/coastal_t_s_h_part11,336,48,336:48,mse,persistence,0.03649438319401573,0.0364667178118907,68.75,0.0,48
time/coastal_t_s_h_part11,336,48,336:48,mae,persistence,0.10198313626460731,0.09736665743791188,66.66666666666666,0.0,48
time/coastal_t_s_h_part11,336,48,336:48,nmse,persistence,1.1183548187254928,1.068552407688306,68.75,0.0,48
time/coastal_t_s_h_part11,336,48,336:48,nmae,persistence,0.7322056135162711,0.6596320699900389,66.66666666666666,0.0,48
time/coastal_t_s_h_part11,336,48,336:48,mase,persistence,6.420116761078437,7.597985649481416,66.66666666666666,0.0,48
time/coastal_t_s_h_part11,504,168,504:168,mse,persistence,0.1237229748166606,0.12193907346405063,51.11111111111111,0.0,45
time/coastal_t_s_h_part11,504,168,504:168,mae,persistence,0.17804807875719336,0.17156961533344453,51.11111111111111,0.0,45
time/coastal_t_s_h_part11,504,168,504:168,nmse,persistence,1.9452526192905175,2.019070323018564,51.11111111111111,0.0,45
time/coastal_t_s_h_part11,504,168,504:168,nmae,persistence,0.8933787112434705,0.8932784999410311,51.11111111111111,0.0,45
time/coastal_t_s_h_part11,504,168,504:168,mase,persistence,8.199387986130185,8.16686802705129,51.11111111111111,0.0,45
time/coastal_t_s_h_part12,168,24,168:24,mse,persistence,10.066989483261326,10.118283354436668,80.0,0.0,30
time/coastal_t_s_h_part12,168,24,168:24,mae,repeat,0.8901945439477762,0.7100136749446392,80.0,0.0,30
time/coastal_t_s_h_part12,168,24,168:24,nmse,repeat,0.6184371189932184,0.4570509162110587,76.66666666666667,0.0,30
time/coastal_t_s_h_part12,168,24,168:24,nmae,repeat,0.5614687777434786,0.46790779071549576,80.0,0.0,30
time/coastal_t_s_h_part12,168,24,168:24,mase,repeat,1.280481313386311,1.0484832239647706,80.0,0.0,30
time/coastal_t_s_h_part12,336,48,336:48,mse,repeat,0.4233496021738069,0.21634710112185632,85.18518518518519,0.0,27
time/coastal_t_s_h_part12,336,48,336:48,mae,repeat,0.38803252908918595,0.26800113592158864,85.18518518518519,0.0,27
time/coastal_t_s_h_part12,336,48,336:48,nmse,repeat,0.8582185896076326,0.348246267224399,85.18518518518519,0.0,27
time/coastal_t_s_h_part12,336,48,336:48,nmae,repeat,0.6792654409763161,0.4016257956348084,85.18518518518519,0.0,27
time/coastal_t_s_h_part12,336,48,336:48,mase,repeat,1.808356326556316,1.0818438266438466,85.18518518518519,0.0,27
time/coastal_t_s_h_part12,504,168,504:168,mse,lookback,112.67797291389218,111.23274900804756,96.29629629629629,0.0,27
time/coastal_t_s_h_part12,504,168,504:168,mae,persistence,2.3543252511708825,2.199362038048329,62.96296296296296,0.0,27
time/coastal_t_s_h_part12,504,168,504:168,nmse,expected,2.3886541404106,1.9366766541276808,77.77777777777779,0.0,27
time/coastal_t_s_h_part12,504,168,504:168,nmae,persistence,1.0900555889087695,0.8525341513256232,62.96296296296296,0.0,27
time/coastal_t_s_h_part12,504,168,504:168,mase,expected,7.306723210546705,8.495476591504282,81.48148148148148,0.0,27
time/coastal_t_s_h_part13,168,24,168:24,mse,expected,20.437993901857407,16.58263997119987,90.0,0.0,30
time/coastal_t_s_h_part13,168,24,168:24,mae,repeat,1.4805373151476184,0.9416788075119257,93.33333333333333,0.0,30
time/coastal_t_s_h_part13,168,24,168:24,nmse,repeat,0.5551869049668312,0.2952726618697246,90.0,0.0,30
time/coastal_t_s_h_part13,168,24,168:24,nmae,repeat,0.5512402708331744,0.3799962610006332,93.33333333333333,0.0,30
time/coastal_t_s_h_part13,168,24,168:24,mase,repeat,0.9805881142616272,0.6624622742335001,93.33333333333333,0.0,30
time/coastal_t_s_h_part13,336,48,336:48,mse,repeat,2.094969857650102,0.5451358562923916,88.88888888888889,0.0,27
time/coastal_t_s_h_part13,336,48,336:48,mae,repeat,0.9275936187003497,0.4311655096847702,88.88888888888889,0.0,27
time/coastal_t_s_h_part13,336,48,336:48,nmse,repeat,0.9056243488728931,0.30942107930227564,88.88888888888889,0.0,27
time/coastal_t_s_h_part13,336,48,336:48,nmae,repeat,0.7089767086975001,0.3720240443944931,88.88888888888889,0.0,27
time/coastal_t_s_h_part13,336,48,336:48,mase,repeat,1.3922848864286035,0.698932749805627,88.88888888888889,0.0,27
time/coastal_t_s_h_part13,504,168,504:168,mse,persistence,5.483101350466582,1.261855408613984,100.0,0.0,27
time/coastal_t_s_h_part13,504,168,504:168,mae,persistence,1.4954600279667862,0.6743516838522973,100.0,0.0,27
time/coastal_t_s_h_part13,504,168,504:168,nmse,expected,1.2897352642483182,0.6813907715410029,96.29629629629629,0.0,27
time/coastal_t_s_h_part13,504,168,504:168,nmae,expected,0.8794107679967527,0.5300474902959885,96.29629629629629,0.0,27
time/coastal_t_s_h_part13,504,168,504:168,mase,expected,1.8517781915488067,1.0497561381370932,96.29629629629629,0.0,27
time/coastal_t_s_h_part14,168,24,168:24,mse,expected,9.981587727813833,9.031219064188068,76.66666666666667,0.0,30
time/coastal_t_s_h_part14,168,24,168:24,mae,repeat,0.9624501784487317,0.6821968808343324,90.0,0.0,30
time/coastal_t_s_h_part14,168,24,168:24,nmse,repeat,1.5366690089305242,0.9954711965207631,83.33333333333334,0.0,30
time/coastal_t_s_h_part14,168,24,168:24,nmae,repeat,0.8327205051978429,0.6136167891323566,90.0,0.0,30
time/coastal_t_s_h_part14,168,24,168:24,mase,repeat,2.4426084597905477,1.8335612279673417,90.0,0.0,30
time/coastal_t_s_h_part14,336,48,336:48,mse,persistence,618.7121503454669,611.9268994757389,62.96296296296296,0.0,27
time/coastal_t_s_h_part14,336,48,336:48,mae,persistence,4.690866186093815,4.198149646580633,70.37037037037037,0.0,27
time/coastal_t_s_h_part14,336,48,336:48,nmse,expected,2407.076738413837,2412.1934139139917,74.07407407407408,0.0,27
time/coastal_t_s_h_part14,336,48,336:48,nmae,repeat,10.644827757720593,10.387566092251628,81.48148148148148,0.0,27
time/coastal_t_s_h_part14,336,48,336:48,mase,repeat,35.612020668056275,34.74638309246964,81.48148148148148,0.0,27
time/coastal_t_s_h_part14,504,168,504:168,mse,persistence,1.9262424997918464,1.291842001995334,55.55555555555556,0.0,27
time/coastal_t_s_h_part14,504,168,504:168,mae,persistence,0.6679986298894854,0.567549838339565,62.96296296296296,0.0,27
time/coastal_t_s_h_part14,504,168,504:168,nmse,persistence,2.4106326273888246,1.7652879180516012,55.55555555555556,0.0,27
time/coastal_t_s_h_part14,504,168,504:168,nmae,persistence,0.9943096772595136,0.8169933040798815,62.96296296296296,0.0,27
time/coastal_t_s_h_part14,504,168,504:168,mase,persistence,5.050738130454664,4.872131233414014,62.96296296296296,0.0,27
time/coastal_t_s_h_part15,168,24,168:24,mse,expected,33.89990327518317,47.083347418840276,80.0,0.0,30
time/coastal_t_s_h_part15,168,24,168:24,mae,expected,2.0339303318411113,1.8568658822526534,83.33333333333334,0.0,30
time/coastal_t_s_h_part15,168,24,168:24,nmse,repeat,1.2081370661656061,0.8409370359033346,80.0,0.0,30
time/coastal_t_s_h_part15,168,24,168:24,nmae,repeat,0.7476766427357991,0.6202488591273626,80.0,0.0,30
time/coastal_t_s_h_part15,168,24,168:24,mase,repeat,1.2761092921098074,1.0557435641686121,80.0,0.0,30
time/coastal_t_s_h_part15,336,48,336:48,mse,persistence,17.682777028216083,8.081469273311086,66.66666666666666,0.0,27
time/coastal_t_s_h_part15,336,48,336:48,mae,persistence,1.6296127209508862,1.0780458837333653,70.37037037037037,0.0,27
time/coastal_t_s_h_part15,336,48,336:48,nmse,expected,1.546371446163566,0.8600540060412001,70.37037037037037,0.0,27
time/coastal_t_s_h_part15,336,48,336:48,nmae,persistence,0.9641136707807029,0.6522144178549448,70.37037037037037,0.0,27
time/coastal_t_s_h_part15,336,48,336:48,mase,repeat,1.7797030320873968,1.161242413300055,88.88888888888889,0.0,27
time/coastal_t_s_h_part15,504,168,504:168,mse,persistence,16.09201182039558,48.424340499683574,77.77777777777779,0.0,27
time/coastal_t_s_h_part15,504,168,504:168,mae,persistence,1.626807259188758,1.686371231727578,74.07407407407408,0.0,27
time/coastal_t_s_h_part15,504,168,504:168,nmse,expected,1.3453623370991812,0.8511755091172678,66.66666666666666,0.0,27
time/coastal_t_s_h_part15,504,168,504:168,nmae,persistence,0.8567431538745209,0.6401532474491332,74.07407407407408,0.0,27
time/coastal_t_s_h_part15,504,168,504:168,mase,persistence,1.8390488293435838,1.3387802177005343,74.07407407407408,0.0,27
time/coastal_t_s_h_part16,168,24,168:24,mse,expected,35.402087720126744,22.197278194398233,73.52941176470588,0.0,102
time/coastal_t_s_h_part16,168,24,168:24,mae,persistence,2.5442000013301334,1.966223590206081,57.84313725490197,0.0,102
time/coastal_t_s_h_part16,168,24,168:24,nmse,persistence,1.2482767942416888,0.8888008689934983,67.64705882352942,0.0,102
time/coastal_t_s_h_part16,168,24,168:24,nmae,persistence,0.8018398199814791,0.6682009554340267,57.84313725490197,0.0,102
time/coastal_t_s_h_part16,168,24,168:24,mase,persistence,1.4325627754716312,1.2332409705017127,57.84313725490197,0.0,102
time/coastal_t_s_h_part16,336,48,336:48,mse,expected,37.45609016364891,24.209456503994456,65.68627450980392,0.0,102
time/coastal_t_s_h_part16,336,48,336:48,mae,expected,2.649853973128997,2.182112144361086,68.62745098039215,0.0,102
time/coastal_t_s_h_part16,336,48,336:48,nmse,persistence,1.5193514413766416,1.437386917243666,68.62745098039215,0.0,102
time/coastal_t_s_h_part16,336,48,336:48,nmae,persistence,0.9517023009887221,0.8318874875960105,69.6078431372549,0.0,102
time/coastal_t_s_h_part16,336,48,336:48,mase,persistence,1.971803765670926,2.144272847795019,69.6078431372549,0.0,102
time/coastal_t_s_h_part16,504,168,504:168,mse,expected,90.00781481191977,73.99226276847367,62.5,0.0,96
time/coastal_t_s_h_part16,504,168,504:168,mae,expected,3.3415600119236237,2.805212728000091,63.541666666666664,0.0,96
time/coastal_t_s_h_part16,504,168,504:168,nmse,expected,284.3938666238294,284.0645856467516,62.5,0.0,96
time/coastal_t_s_h_part16,504,168,504:168,nmae,expected,2.5446561062708497,2.394869930013859,63.541666666666664,0.0,96
time/coastal_t_s_h_part16,504,168,504:168,mase,persistence,7.206741756061092,6.991559911480484,65.625,0.0,96
time/coastal_t_s_h_part17,168,24,168:24,mse,repeat,0.016176640740454648,0.011633095717198476,84.84848484848484,0.0,33
time/coastal_t_s_h_part17,168,24,168:24,mae,repeat,0.09080338675641653,0.06791243731100677,81.81818181818183,0.0,33
time/coastal_t_s_h_part17,168,24,168:24,nmse,repeat,0.8259977995220459,0.46184360623980564,84.84848484848484,0.0,33
time/coastal_t_s_h_part17,168,24,168:24,nmae,repeat,0.6749073709502365,0.4460463584824042,81.81818181818183,0.0,33
time/coastal_t_s_h_part17,168,24,168:24,mase,persistence,4.759216171322447,3.7124654352664948,75.75757575757575,0.0,33
time/coastal_t_s_h_part17,336,48,336:48,mse,repeat,0.023410297425774235,0.01662243749755858,69.6969696969697,0.0,33
time/coastal_t_s_h_part17,336,48,336:48,mae,repeat,0.10933033520863815,0.08499820654590924,66.66666666666666,0.0,33
time/coastal_t_s_h_part17,336,48,336:48,nmse,repeat,1.2049438788583784,0.866927363091346,69.6969696969697,0.0,33
time/coastal_t_s_h_part17,336,48,336:48,nmae,repeat,0.7149605827801155,0.5718020620671186,66.66666666666666,0.0,33
time/coastal_t_s_h_part17,336,48,336:48,mase,persistence,7.668600302754027,7.269971912557429,63.63636363636363,0.0,33
time/coastal_t_s_h_part17,504,168,504:168,mse,persistence,0.09530744059787442,0.06549086227314546,60.0,0.0,30
time/coastal_t_s_h_part17,504,168,504:168,mae,persistence,0.20476723524431387,0.153107850253582,60.0,0.0,30
time/coastal_t_s_h_part17,504,168,504:168,nmse,persistence,2.1754123364885647,3.1160396178563436,60.0,0.0,30
time/coastal_t_s_h_part17,504,168,504:168,nmae,persistence,1.0830910623073577,1.0128465334574381,60.0,0.0,30
time/coastal_t_s_h_part17,504,168,504:168,mase,persistence,11.911590417226156,14.138882944981257,60.0,0.0,30
time/coastal_t_s_h_part18,168,24,168:24,mse,repeat,0.016442443915972643,0.015881468056856345,66.66666666666666,0.0,24
time/coastal_t_s_h_part18,168,24,168:24,mae,repeat,0.09347253238471846,0.0834533985859404,70.83333333333334,0.0,24
time/coastal_t_s_h_part18,168,24,168:24,nmse,repeat,0.8450487921945751,0.5332964902433256,66.66666666666666,0.0,24
time/coastal_t_s_h_part18,168,24,168:24,nmae,repeat,0.7042253663142523,0.5361061468720436,70.83333333333334,0.0,24
time/coastal_t_s_h_part18,168,24,168:24,mase,persistence,3.203650784989198,2.4113276824355125,66.66666666666666,0.0,24
time/coastal_t_s_h_part18,336,48,336:48,mse,repeat,0.02538802141013245,0.017080016672566888,66.66666666666666,0.0,21
