dataset,lags,horizon,setting,metric,best_baseline,best_baseline_value,chronos_value,chronos_win_pct,tie_pct,windows
time/coastal_t_s_h_part18,336,48,336:48,mae,repeat,0.11749542575506937,0.09212987781280563,66.66666666666666,0.0,21
time/coastal_t_s_h_part18,336,48,336:48,nmse,repeat,0.7126015665985289,0.542932960515221,66.66666666666666,0.0,21
time/coastal_t_s_h_part18,336,48,336:48,nmae,repeat,0.6576306571563085,0.532102932887418,66.66666666666666,0.0,21
time/coastal_t_s_h_part18,336,48,336:48,mase,persistence,4.088672385329292,3.2695358310426985,71.42857142857143,0.0,21
time/coastal_t_s_h_part18,504,168,504:168,mse,persistence,0.08675365132235345,0.042390480471242754,66.66666666666666,0.0,21
time/coastal_t_s_h_part18,504,168,504:168,mae,persistence,0.21976002323485555,0.15157805436423846,71.42857142857143,0.0,21
time/coastal_t_s_h_part18,504,168,504:168,nmse,persistence,1.3560504210846764,0.8389479956101804,66.66666666666666,0.0,21
time/coastal_t_s_h_part18,504,168,504:168,nmae,persistence,0.9307652080342883,0.6856304137479692,71.42857142857143,0.0,21
time/coastal_t_s_h_part18,504,168,504:168,mase,persistence,8.211061540104094,6.988115171591441,71.42857142857143,0.0,21
time/coastal_t_s_h_part19,168,24,168:24,mse,repeat,0.045939463966836534,0.04532544112298638,73.33333333333333,0.0,15
time/coastal_t_s_h_part19,168,24,168:24,mae,repeat,0.14430084178845087,0.14129924327135085,80.0,0.0,15
time/coastal_t_s_h_part19,168,24,168:24,nmse,repeat,0.8639622561633586,0.6557289546976487,73.33333333333333,0.0,15
time/coastal_t_s_h_part19,168,24,168:24,nmae,repeat,0.6281314531962077,0.5571453725298245,80.0,0.0,15
time/coastal_t_s_h_part19,168,24,168:24,mase,repeat,2.605051342646281,2.240728672345479,80.0,0.0,15
time/coastal_t_s_h_part19,336,48,336:48,mse,repeat,0.12336909721295039,0.07524434907051424,86.66666666666667,0.0,15
time/coastal_t_s_h_part19,336,48,336:48,mae,repeat,0.2648132627209028,0.17949334979057313,86.66666666666667,0.0,15
time/coastal_t_s_h_part19,336,48,336:48,nmse,repeat,1.2666313682993253,0.6798434053858121,86.66666666666667,0.0,15
time/coastal_t_s_h_part19,336,48,336:48,nmae,repeat,0.8553491214911143,0.5533341616392136,86.66666666666667,0.0,15
time/coastal_t_s_h_part19,336,48,336:48,mase,repeat,5.129799381891886,3.175931763648987,86.66666666666667,0.0,15
time/coastal_t_s_h_part19,504,168,504:168,mse,persistence,0.337087671024104,0.0861581826582551,80.0,0.0,15
time/coastal_t_s_h_part19,504,168,504:168,mae,persistence,0.4040481522679329,0.22833960155646008,80.0,0.0,15
time/coastal_t_s_h_part19,504,168,504:168,nmse,persistence,1.5804527004559834,0.8504571452736854,80.0,0.0,15
time/coastal_t_s_h_part19,504,168,504:168,nmae,persistence,0.9708072453737259,0.6574234545230866,80.0,0.0,15
time/coastal_t_s_h_part19,504,168,504:168,mase,persistence,7.015241940816243,5.999879705905914,80.0,0.0,15
time/coastal_t_s_h_part20,168,24,168:24,mse,expected,33.64549577232185,33.590008659778974,75.75757575757575,0.0,33
time/coastal_t_s_h_part20,168,24,168:24,mae,expected,2.0150638581676916,1.953732209915126,75.75757575757575,0.0,33
time/coastal_t_s_h_part20,168,24,168:24,nmse,expected,1.0928734520619565,0.6539879035994862,75.75757575757575,0.0,33
time/coastal_t_s_h_part20,168,24,168:24,nmae,repeat,0.8106473851384539,0.5835964846791644,84.84848484848484,0.0,33
time/coastal_t_s_h_part20,168,24,168:24,mase,persistence,2.2639793428507717,2.5729139546553292,66.66666666666666,0.0,33
time/coastal_t_s_h_part20,336,48,336:48,mse,expected,29.788521748746984,30.50919259117919,72.72727272727273,0.0,33
time/coastal_t_s_h_part20,336,48,336:48,mae,expected,1.919234343804419,1.8772886722828404,72.72727272727273,0.0,33
time/coastal_t_s_h_part20,336,48,336:48,nmse,persistence,1.682748440314423,1.4575202227993445,51.515151515151516,0.0,33
time/coastal_t_s_h_part20,336,48,336:48,nmae,persistence,1.013476140571363,0.8251003704287789,51.515151515151516,0.0,33
time/coastal_t_s_h_part20,336,48,336:48,mase,persistence,4.0171456156354965,3.5085476113088205,51.515151515151516,0.0,33
time/coastal_t_s_h_part20,504,168,504:168,mse,persistence,52.13764431595689,43.50746931883535,63.63636363636363,0.0,33
time/coastal_t_s_h_part20,504,168,504:168,mae,persistence,2.6918346164465854,2.315870530113126,66.66666666666666,0.0,33
time/coastal_t_s_h_part20,504,168,504:168,nmse,persistence,2.211196076442403,1.7525820053944534,63.63636363636363,0.0,33
time/coastal_t_s_h_part20,504,168,504:168,nmae,persistence,1.143371688879349,0.9853908451217593,66.66666666666666,0.0,33
time/coastal_t_s_h_part20,504,168,504:168,mase,expected,6.655485568624554,5.369393906132742,75.75757575757575,0.0,33
time/coastal_t_s_h_part21,168,24,168:24,mse,repeat,0.014950159933960094,0.012902838598658187,70.83333333333334,0.0,24
time/coastal_t_s_h_part21,168,24,168:24,mae,repeat,0.07531091710552573,0.06272361155909796,70.83333333333334,0.0,24
time/coastal_t_s_h_part21,168,24,168:24,nmse,repeat,0.7603182934690267,0.5267711149062961,70.83333333333334,0.0,24
time/coastal_t_s_h_part21,168,24,168:24,nmae,repeat,0.6341627612709999,0.4851313692828019,70.83333333333334,0.0,24
time/coastal_t_s_h_part21,168,24,168:24,mase,persistence,4.526919805755218,3.9209924836953483,62.5,0.0,24
time/coastal_t_s_h_part21,336,48,336:48,mse,repeat,0.035508087388734566,0.022496920914970058,75.0,0.0,24
time/coastal_t_s_h_part21,336,48,336:48,mae,repeat,0.11766171059571207,0.08226696828690667,75.0,0.0,24
time/coastal_t_s_h_part21,336,48,336:48,nmse,persistence,1.6746192462742329,1.1636797290605803,58.333333333333336,0.0,24
time/coastal_t_s_h_part21,336,48,336:48,nmae,repeat,0.9033808497091135,0.6201095183690389,75.0,0.0,24
time/coastal_t_s_h_part21,336,48,336:48,mase,persistence,8.31450648109118,6.9002145156264305,58.333333333333336,0.0,24
time/coastal_t_s_h_part21,504,168,504:168,mse,persistence,0.08546925907597012,0.04007024490731835,85.71428571428571,0.0,21
time/coastal_t_s_h_part21,504,168,504:168,mae,persistence,0.18249225332623437,0.11004440038509312,80.95238095238095,0.0,21
time/coastal_t_s_h_part21,504,168,504:168,nmse,persistence,1.7965948652653467,1.1199091250697772,85.71428571428571,0.0,21
time/coastal_t_s_h_part21,504,168,504:168,nmae,persistence,1.0266278315158117,0.7272637415499914,80.95238095238095,0.0,21
time/coastal_t_s_h_part21,504,168,504:168,mase,persistence,10.958544572194418,9.439778384708223,80.95238095238095,0.0,21
time/coastal_t_s_h_part22,168,24,168:24,mse,persistence,0.058362579018527566,0.04955340906805456,36.666666666666664,0.0,30
time/coastal_t_s_h_part22,168,24,168:24,mae,persistence,0.1371338222020616,0.1284994426028182,40.0,0.0,30
time/coastal_t_s_h_part22,168,24,168:24,nmse,persistence,1.8233356474898756,1.4415912411098057,36.666666666666664,0.0,30
time/coastal_t_s_h_part22,168,24,168:24,nmae,persistence,0.768729101245602,0.7253257997334004,40.0,0.0,30
time/coastal_t_s_h_part22,168,24,168:24,mase,persistence,3.1291935443878174,3.4581913987795514,40.0,0.0,30
time/coastal_t_s_h_part22,336,48,336:48,mse,repeat,0.055809182785257386,0.057663758382477684,73.33333333333333,0.0,30
time/coastal_t_s_h_part22,336,48,336:48,mae,persistence,0.1579786194798847,0.13348421780392528,46.666666666666664,0.0,30
time/coastal_t_s_h_part22,336,48,336:48,nmse,persistence,0.8021883621811867,0.6893136046205958,60.0,0.0,30
time/coastal_t_s_h_part22,336,48,336:48,nmae,persistence,0.5854800775647163,0.5131374433636665,46.666666666666664,0.0,30
time/coastal_t_s_h_part22,336,48,336:48,mase,persistence,3.2579891324043273,3.393917485078176,46.666666666666664,0.0,30
time/coastal_t_s_h_part22,504,168,504:168,mse,persistence,0.15952862837541573,0.14642024139552465,59.25925925925925,0.0,27
time/coastal_t_s_h_part22,504,168,504:168,mae,persistence,0.24102450593340177,0.22149433364608773,55.55555555555556,0.0,27
time/coastal_t_s_h_part22,504,168,504:168,nmse,persistence,2.990254358836898,2.7594348018368087,59.25925925925925,0.0,27
time/coastal_t_s_h_part22,504,168,504:168,nmae,persistence,1.0621389200290043,0.9822657903035482,55.55555555555556,0.0,27
time/coastal_t_s_h_part22,504,168,504:168,mase,persistence,7.090934428903791,6.831874333046101,55.55555555555556,0.0,27
time/coastal_t_s_h_part23,168,24,168:24,mse,persistence,1.5526874569483577,1.641929214537716,45.83333333333333,0.0,24
time/coastal_t_s_h_part23,168,24,168:24,mae,persistence,0.47081871880800463,0.4591222360807781,54.166666666666664,0.0,24
time/coastal_t_s_h_part23,168,24,168:24,nmse,persistence,0.8613655136432499,0.8791022174215565,45.83333333333333,0.0,24
time/coastal_t_s_h_part23,168,24,168:24,nmae,persistence,0.6269592375804981,0.5999688956265649,54.166666666666664,0.0,24
time/coastal_t_s_h_part23,168,24,168:24,mase,persistence,4.657266882558663,4.495159829656283,54.166666666666664,0.0,24
time/coastal_t_s_h_part23,336,48,336:48,mse,repeat,0.4340054369131394,0.43909106087570154,66.66666666666666,0.0,24
time/coastal_t_s_h_part23,336,48,336:48,mae,repeat,0.3243206729530357,0.28130107644634944,54.166666666666664,0.0,24
time/coastal_t_s_h_part23,336,48,336:48,nmse,expected,0.9011452086269855,0.6090150703287994,62.5,0.0,24
time/coastal_t_s_h_part23,336,48,336:48,nmae,persistence,0.670681771201392,0.5575651248606542,58.333333333333336,0.0,24
time/coastal_t_s_h_part23,336,48,336:48,mase,persistence,4.486211766799291,3.9008793383836746,58.333333333333336,0.0,24
time/coastal_t_s_h_part23,504,168,504:168,mse,expected,1.7267099832173525,1.4037474324612136,71.42857142857143,0.0,21
time/coastal_t_s_h_part23,504,168,504:168,mae,persistence,0.5898791074398018,0.46800431320887237,71.42857142857143,0.0,21
time/coastal_t_s_h_part23,504,168,504:168,nmse,expected,2.2487973478578387,2.30331663481359,71.42857142857143,0.0,21
time/coastal_t_s_h_part23,504,168,504:168,nmae,persistence,0.9106496909544581,0.818361912100088,71.42857142857143,0.0,21
time/coastal_t_s_h_part23,504,168,504:168,mase,persistence,6.920798023541768,5.933499898229327,71.42857142857143,0.0,21
time/cphl_h_part01,168,24,168:24,mse,repeat,0.021630264818668365,0.022773002460598945,60.0,0.0,5
time/cphl_h_part01,168,24,168:24,mae,repeat,0.11697833836078644,0.12364429533481598,60.0,0.0,5
time/cphl_h_part01,168,24,168:24,nmse,repeat,0.7046934306621552,0.6022957146167756,60.0,0.0,5
time/cphl_h_part01,168,24,168:24,nmae,repeat,0.6974288582801819,0.6737289905548096,60.0,0.0,5
time/cphl_h_part01,168,24,168:24,mase,repeat,2.575603723526001,2.6371429920196534,60.0,0.0,5
time/cphl_h_part01,336,48,336:48,mse,persistence,0.041950286366045475,0.020793418865650892,80.0,0.0,5
time/cphl_h_part01,336,48,336:48,mae,persistence,0.1496908411383629,0.10423488020896912,80.0,0.0,5
time/cphl_h_part01,336,48,336:48,nmse,persistence,0.9670023798942566,0.5646258741617203,80.0,0.0,5
time/cphl_h_part01,336,48,336:48,nmae,persistence,0.7751691699028015,0.5705221712589263,80.0,0.0,5
time/cphl_h_part01,336,48,336:48,mase,persistence,3.0783262491226195,2.2844622850418093,80.0,0.0,5
time/cphl_h_part01,504,168,504:168,mse,expected,0.05295743839815259,0.0493164979852736,50.0,0.0,4
time/cphl_h_part01,504,168,504:168,mae,expected,0.1825211439281702,0.1773845013231039,50.0,0.0,4
time/cphl_h_part01,504,168,504:168,nmse,expected,2.12689308822155,2.2390938997268677,50.0,0.0,4
time/cphl_h_part01,504,168,504:168,nmae,expected,1.118917003273964,1.1175494939088821,50.0,0.0,4
time/cphl_h_part01,504,168,504:168,mase,expected,4.26051390171051,4.280384063720703,50.0,0.0,4
time/cphl_h_part02,168,24,168:24,mse,repeat,0.050651532039046286,0.07132390942424535,20.0,0.0,5
time/cphl_h_part02,168,24,168:24,mae,repeat,0.17387166917324065,0.2079947218298912,20.0,0.0,5
time/cphl_h_part02,168,24,168:24,nmse,persistence,1.4654778003692628,1.7343820452690124,20.0,0.0,5
time/cphl_h_part02,168,24,168:24,nmae,persistence,0.8602035284042359,1.0502296566963196,20.0,0.0,5
time/cphl_h_part02,168,24,168:24,mase,persistence,2.703355312347412,3.202725124359131,20.0,0.0,5
time/cphl_h_part02,336,48,336:48,mse,persistence,0.08462546318769455,0.11696601267904043,40.0,0.0,5
time/cphl_h_part02,336,48,336:48,mae,persistence,0.20176668614149093,0.24756120145320892,40.0,0.0,5
time/cphl_h_part02,336,48,336:48,nmse,persistence,0.7174478232860565,1.0061339735984802,40.0,0.0,5
time/cphl_h_part02,336,48,336:48,nmae,persistence,0.6698576450347901,0.8091559052467346,40.0,0.0,5
time/cphl_h_part02,336,48,336:48,mase,persistence,2.443389868736267,2.952718186378479,40.0,0.0,5
time/cphl_h_part02,504,168,504:168,mse,lookback,0.1973326914012432,0.20702847931534052,50.0,0.0,4
time/cphl_h_part02,504,168,504:168,mae,lookback,0.2752623576670885,0.2955995090305805,50.0,0.0,4
time/cphl_h_part02,504,168,504:168,nmse,lookback,3.0727571845054626,3.1713051944971085,50.0,0.0,4
time/cphl_h_part02,504,168,504:168,nmae,lookback,1.1081104576587677,1.1788800358772278,50.0,0.0,4
time/cphl_h_part02,504,168,504:168,mase,lookback,4.110136330127716,4.394620090723038,50.0,0.0,4
time/crypto_d,7,1,7:1,mse,persistence,66761.25559362087,82756.50419386353,41.66666666666667,0.0,24
time/crypto_d,7,1,7:1,mae,persistence,86.57687123616536,97.09406328201294,41.66666666666667,0.0,24
time/crypto_d,7,1,7:1,nmse,persistence,0.593480925958526,0.6370771581957039,41.66666666666667,0.0,24
time/crypto_d,7,1,7:1,nmae,persistence,0.5440874930160741,0.5846967518640062,41.66666666666667,0.0,24
time/crypto_d,7,1,7:1,mase,persistence,0.6466381796635687,0.7026554762463396,41.66666666666667,0.0,24
time/crypto_d,14,2,14:2,mse,persistence,235868.86351337843,331918.168556273,41.66666666666667,0.0,24
time/crypto_d,14,2,14:2,mae,persistence,181.74614675839743,223.44608902931213,37.5,0.0,24
time/crypto_d,14,2,14:2,nmse,persistence,1.0128494323192474,1.6108734361284103,41.66666666666667,0.0,24
time/crypto_d,14,2,14:2,nmae,persistence,0.6815841062925756,0.8740419157159826,37.5,0.0,24
time/crypto_d,14,2,14:2,mase,persistence,1.0124776127437751,1.3080243313064177,37.5,0.0,24
time/crypto_d,30,7,30:7,mse,persistence,475995.4304615855,534728.3129406968,37.5,0.0,24
time/crypto_d,30,7,30:7,mae,persistence,262.59353427092236,294.428517917792,33.33333333333333,0.0,24
time/crypto_d,30,7,30:7,nmse,persistence,0.6426752388942987,0.7274670833721757,37.5,0.0,24
time/crypto_d,30,7,30:7,nmae,persistence,0.5653081474204859,0.6073854751884937,33.33333333333333,0.0,24
time/crypto_d,30,7,30:7,mase,persistence,1.9162875413894653,2.0324345206220946,33.33333333333333,0.0,24
time/current_velocity_h_part01,168,24,168:24,mse,repeat,6.077833450386614,6.175129949569896,91.66666666666666,0.0,60
time/current_velocity_h_part01,168,24,168:24,mae,repeat,0.8538659258241145,0.7720937257884847,90.0,0.0,60
time/current_velocity_h_part01,168,24,168:24,nmse,repeat,0.5978299365689357,0.4536506561484809,91.66666666666666,0.0,60
time/current_velocity_h_part01,168,24,168:24,nmae,repeat,0.5566384839514892,0.392608222241203,90.0,0.0,60
time/current_velocity_h_part01,168,24,168:24,mase,repeat,1.6271492506066958,1.0622593422730764,90.0,0.0,60
time/current_velocity_h_part01,336,48,336:48,mse,persistence,12.704594277303478,7.261681764498883,85.18518518518519,0.0,54
time/current_velocity_h_part01,336,48,336:48,mae,persistence,1.530178809318588,0.8711371438737303,87.03703703703704,0.0,54
time/current_velocity_h_part01,336,48,336:48,nmse,repeat,1.1302542637136799,0.3551226480415574,100.0,0.0,54
time/current_velocity_h_part01,336,48,336:48,nmae,repeat,0.8233976794613732,0.3758745164506965,98.14814814814815,0.0,54
time/current_velocity_h_part01,336,48,336:48,mase,persistence,2.858241350562484,1.363850971062978,87.03703703703704,0.0,54
time/current_velocity_h_part01,504,168,504:168,mse,persistence,15.529310297599135,8.299114631022324,83.33333333333334,0.0,54
time/current_velocity_h_part01,504,168,504:168,mae,persistence,1.649116691771067,1.0608229297687541,83.33333333333334,0.0,54
time/current_velocity_h_part01,504,168,504:168,nmse,expected,1.5748152078853712,1.0039072789389778,88.88888888888889,0.0,54
time/current_velocity_h_part01,504,168,504:168,nmae,expected,0.9784502254592048,0.6033811447796998,90.74074074074075,0.0,54
time/current_velocity_h_part01,504,168,504:168,mase,persistence,4.201042293398468,3.4433710243966846,83.33333333333334,0.0,54
time/current_velocity_h_part02,168,24,168:24,mse,persistence,6.665756048774626,5.070894125089673,90.74074074074075,0.0,54
time/current_velocity_h_part02,168,24,168:24,mae,repeat,0.9828770876198111,0.7131836043015398,88.88888888888889,0.0,54
time/current_velocity_h_part02,168,24,168:24,nmse,repeat,0.5582484156583194,0.3350328263800798,88.88888888888889,0.0,54
time/current_velocity_h_part02,168,24,168:24,nmae,repeat,0.5488266139118759,0.35236716111777006,88.88888888888889,0.0,54
time/current_velocity_h_part02,168,24,168:24,mase,repeat,1.6215302386769541,0.9680563837841705,88.88888888888889,0.0,54
time/current_velocity_h_part02,336,48,336:48,mse,persistence,9.752697783799999,4.446449920227161,92.5925925925926,0.0,54
time/current_velocity_h_part02,336,48,336:48,mae,persistence,1.3506839607273124,0.6826238824697038,94.44444444444444,0.0,54
time/current_velocity_h_part02,336,48,336:48,nmse,repeat,0.6630279787436679,0.15468216913372831,94.44444444444444,0.0,54
time/current_velocity_h_part02,336,48,336:48,nmae,repeat,0.6598468533268681,0.2580639665463456,94.44444444444444,0.0,54
time/current_velocity_h_part02,336,48,336:48,mase,repeat,2.3255545872229115,0.9935561735872869,94.44444444444444,0.0,54
time/current_velocity_h_part02,504,168,504:168,mse,persistence,24.1388121378648,11.313275635849294,89.58333333333334,0.0,48
time/current_velocity_h_part02,504,168,504:168,mae,persistence,2.0006466053891927,1.2303365830036153,91.66666666666666,0.0,48
time/current_velocity_h_part02,504,168,504:168,nmse,persistence,2.3443899962779446,0.9801073717050409,89.58333333333334,0.0,48
time/current_velocity_h_part02,504,168,504:168,nmae,persistence,1.0590939551281433,0.5849036358607312,91.66666666666666,0.0,48
time/current_velocity_h_part02,504,168,504:168,mase,persistence,5.068319492042065,3.8221555408090353,91.66666666666666,0.0,48
time/current_velocity_h_part03,168,24,168:24,mse,expected,3.1115406602893656,2.2893861712528754,76.19047619047619,0.0,42
time/current_velocity_h_part03,168,24,168:24,mae,expected,0.678797506757768,0.5316577238402151,78.57142857142857,0.0,42
time/current_velocity_h_part03,168,24,168:24,nmse,repeat,2.0503275555868945,1.694470580135073,73.80952380952381,0.0,42
time/current_velocity_h_part03,168,24,168:24,nmae,repeat,0.9785547196155503,0.8300624596221107,78.57142857142857,0.0,42
time/current_velocity_h_part03,168,24,168:24,mase,repeat,3.262922321047102,3.0663659473260245,78.57142857142857,0.0,42
time/current_velocity_h_part03,336,48,336:48,mse,repeat,3.383180051060423,3.1479615878929,91.66666666666666,0.0,36
time/current_velocity_h_part03,336,48,336:48,mae,repeat,0.6890926413535554,0.6386358367712496,88.88888888888889,0.0,36
time/current_velocity_h_part03,336,48,336:48,nmse,repeat,1.1894213557243347,0.6687825560155842,91.66666666666666,0.0,36
time/current_velocity_h_part03,336,48,336:48,nmae,repeat,0.8280405410461955,0.5858403816819191,88.88888888888889,0.0,36
time/current_velocity_h_part03,336,48,336:48,mase,persistence,2.9543378916051655,2.2284525599744587,86.11111111111111,0.0,36
time/current_velocity_h_part03,504,168,504:168,mse,expected,5.796242764568799,12.157292211229914,69.44444444444444,0.0,36
time/current_velocity_h_part03,504,168,504:168,mae,expected,0.8942190059040311,1.195806634686758,72.22222222222221,0.0,36
time/current_velocity_h_part03,504,168,504:168,nmse,expected,1.0810885516305764,1.0010520023190312,69.44444444444444,0.0,36
time/current_velocity_h_part03,504,168,504:168,nmae,expected,0.8098146584298875,0.7127033782502016,72.22222222222221,0.0,36
time/current_velocity_h_part03,504,168,504:168,mase,persistence,4.112429781092538,3.2897446056207023,75.0,0.0,36
time/current_velocity_h_part04,168,24,168:24,mse,repeat,17.981552038544876,11.825189700113903,74.07407407407408,0.0,54
time/current_velocity_h_part04,168,24,168:24,mae,repeat,1.2509602586010091,1.01040644830317,77.77777777777779,0.0,54
time/current_velocity_h_part04,168,24,168:24,nmse,repeat,1.0550083070993423,0.6587858662802588,74.07407407407408,0.0,54
time/current_velocity_h_part04,168,24,168:24,nmae,repeat,0.7466060800684823,0.5580378519716086,77.77777777777779,0.0,54
time/current_velocity_h_part04,168,24,168:24,mase,repeat,2.8629399598748595,2.030060542402444,77.77777777777779,0.0,54
time/current_velocity_h_part04,336,48,336:48,mse,repeat,15.409793690180289,12.569768574442095,83.33333333333334,0.0,54
time/current_velocity_h_part04,336,48,336:48,mae,repeat,1.3341075511524212,1.2075604942489278,87.03703703703704,0.0,54
time/current_velocity_h_part04,336,48,336:48,nmse,repeat,1.770083138788188,1.1724519066650558,83.33333333333334,0.0,54
time/current_velocity_h_part04,336,48,336:48,nmae,repeat,1.0008464554945629,0.7463573487820448,87.03703703703704,0.0,54
time/current_velocity_h_part04,336,48,336:48,mase,persistence,4.523006945848465,3.2854864553168968,77.77777777777779,0.0,54
time/current_velocity_h_part04,504,168,504:168,mse,expected,22.317460024612902,17.559508995059044,83.33333333333334,0.0,48
time/current_velocity_h_part04,504,168,504:168,mae,expected,1.6306347243662458,1.3770768996037077,83.33333333333334,0.0,48
time/current_velocity_h_part04,504,168,504:168,nmse,expected,1.71969839433829,1.2213523910225679,83.33333333333334,0.0,48
time/current_velocity_h_part04,504,168,504:168,nmae,expected,0.9283095126350721,0.7308250156541666,83.33333333333334,0.0,48
time/current_velocity_h_part04,504,168,504:168,mase,persistence,4.600600847353538,3.6552907278140387,83.33333333333334,0.0,48
time/current_velocity_h_part05,168,24,168:24,mse,repeat,11.90676822276981,12.6850641105162,75.0,0.0,60
time/current_velocity_h_part05,168,24,168:24,mae,repeat,0.9353849247718851,0.9596938895527274,71.66666666666667,0.0,60
time/current_velocity_h_part05,168,24,168:24,nmse,repeat,1.0628884586505591,0.663454418287923,75.0,0.0,60
time/current_velocity_h_part05,168,24,168:24,nmae,repeat,0.6524254832416773,0.5062892453124126,71.66666666666667,0.0,60
time/current_velocity_h_part05,168,24,168:24,mase,repeat,2.353773242235184,1.6597083732485771,71.66666666666667,0.0,60
time/current_velocity_h_part05,336,48,336:48,mse,expected,7.588394955272762,6.148232399440205,86.66666666666667,0.0,60
time/current_velocity_h_part05,336,48,336:48,mae,expected,0.9576899690456533,0.8307606279035099,83.33333333333334,0.0,60
time/current_velocity_h_part05,336,48,336:48,nmse,repeat,1.0362570893019438,0.49227055376395584,86.66666666666667,0.0,60
time/current_velocity_h_part05,336,48,336:48,nmae,repeat,0.7755116418004036,0.48828844477732974,85.0,0.0,60
time/current_velocity_h_part05,336,48,336:48,mase,repeat,3.375711253285408,2.2586745406190554,85.0,0.0,60
time/current_velocity_h_part05,504,168,504:168,mse,expected,15.692412199608784,15.418230093343043,85.18518518518519,0.0,54
time/current_velocity_h_part05,504,168,504:168,mae,expected,1.4077069487388212,1.2136619381253022,85.18518518518519,0.0,54
time/current_velocity_h_part05,504,168,504:168,nmse,expected,1.720206949169989,1.1315905638039112,85.18518518518519,0.0,54
time/current_velocity_h_part05,504,168,504:168,nmae,expected,0.9765969001584582,0.7310159195352484,85.18518518518519,0.0,54
time/current_velocity_h_part05,504,168,504:168,mase,persistence,4.7788586086697045,4.051139918742357,79.62962962962963,0.0,54
time/current_velocity_h_part06,168,24,168:24,mse,persistence,4.692740616667586,3.3595174639191465,78.78787878787878,0.0,66
time/current_velocity_h_part06,168,24,168:24,mae,repeat,0.7794201214212191,0.5969482096684673,83.33333333333334,0.0,66
time/current_velocity_h_part06,168,24,168:24,nmse,repeat,0.7349319695495069,0.4960243541563889,81.81818181818183,0.0,66
time/current_velocity_h_part06,168,24,168:24,nmae,repeat,0.6287337051648082,0.475646120016322,83.33333333333334,0.0,66
time/current_velocity_h_part06,168,24,168:24,mase,repeat,2.248494391188477,1.790288466621529,83.33333333333334,0.0,66
time/current_velocity_h_part06,336,48,336:48,mse,expected,14.987757452225226,9.242349528265004,83.33333333333334,0.0,60
time/current_velocity_h_part06,336,48,336:48,mae,expected,1.3941430264889882,1.0354042827927818,86.66666666666667,0.0,60
time/current_velocity_h_part06,336,48,336:48,nmse,repeat,1.563979848846793,0.5394010961366197,96.66666666666667,0.0,60
time/current_velocity_h_part06,336,48,336:48,nmae,repeat,0.9215349887808164,0.5230303330967824,93.33333333333333,0.0,60
time/current_velocity_h_part06,336,48,336:48,mase,persistence,3.2922257582346597,2.191301429271698,80.0,0.0,60
time/current_velocity_h_part06,504,168,504:168,mse,expected,15.04377666400851,15.919384474040294,78.33333333333333,0.0,60
time/current_velocity_h_part06,504,168,504:168,mae,expected,1.3989380443158248,1.28236940553179,78.33333333333333,0.0,60
time/current_velocity_h_part06,504,168,504:168,nmse,expected,1.57460354094704,1.08066483369718,78.33333333333333,0.0,60
time/current_velocity_h_part06,504,168,504:168,nmae,expected,0.9782053897778193,0.7160360599557559,78.33333333333333,0.0,60
time/current_velocity_h_part06,504,168,504:168,mase,persistence,4.198695690433184,3.298409577210744,73.33333333333333,0.0,60
time/current_velocity_h_part07,168,24,168:24,mse,persistence,3.808981920190172,3.2897140450585995,76.66666666666667,0.0,30
time/current_velocity_h_part07,168,24,168:24,mae,repeat,0.721078456492008,0.6172358834999614,90.0,0.0,30
time/current_velocity_h_part07,168,24,168:24,nmse,repeat,0.8992833195875088,0.4637157562499245,93.33333333333333,0.0,30
time/current_velocity_h_part07,168,24,168:24,nmae,repeat,0.7471543043851853,0.4823274277150631,90.0,0.0,30
time/current_velocity_h_part07,168,24,168:24,mase,persistence,2.5341286023457843,1.4766546512643497,76.66666666666667,0.0,30
time/current_velocity_h_part07,336,48,336:48,mse,persistence,2.8310260338800695,3.5343411348348845,70.83333333333334,0.0,24
time/current_velocity_h_part07,336,48,336:48,mae,persistence,0.6931147597982393,0.6538938533194596,70.83333333333334,0.0,24
time/current_velocity_h_part07,336,48,336:48,nmse,repeat,1.2049171160906553,0.5305861165979877,95.83333333333334,0.0,24
time/current_velocity_h_part07,336,48,336:48,nmae,repeat,0.8600576917330424,0.5178403621539474,95.83333333333334,0.0,24
time/current_velocity_h_part07,336,48,336:48,mase,persistence,3.4891163955132165,2.296633821601669,70.83333333333334,0.0,24
time/current_velocity_h_part07,504,168,504:168,mse,expected,8.90695749890375,11.44999720850698,75.0,0.0,24
time/current_velocity_h_part07,504,168,504:168,mae,expected,1.2975137499743141,1.238942457731658,75.0,0.0,24
time/current_velocity_h_part07,504,168,504:168,nmse,persistence,2.5372063821802535,1.580865530918042,70.83333333333334,0.0,24
time/current_velocity_h_part07,504,168,504:168,nmae,persistence,1.2044716589152813,0.8453463278710842,75.0,0.0,24
time/current_velocity_h_part07,504,168,504:168,mase,persistence,6.433542835215728,5.770788970092933,75.0,0.0,24
time/current_velocity_h_part08,168,24,168:24,mse,expected,11.285002475356047,8.25626283072836,66.66666666666666,0.0,24
time/current_velocity_h_part08,168,24,168:24,mae,expected,1.1251190545299323,0.984172968698355,70.83333333333334,0.0,24
time/current_velocity_h_part08,168,24,168:24,nmse,expected,1.3645117344955604,0.9839010382226357,66.66666666666666,0.0,24
time/current_velocity_h_part08,168,24,168:24,nmae,expected,0.9043991068998972,0.664934485219419,70.83333333333334,0.0,24
