dataset,lags,horizon,covariate_mode,instance_normalize,remove_constant,stride,seed,setting,range,model,metric,value,reference_model,reference_value,improvement_pct
time/coastal_t_s_h_part11,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.7991442358960216,persistence,1.1482315180279936,30.402168608949594
time/coastal_t_s_h_part11,168,24,none,True,False,512,1,168:24,short,expected,nmse,2.164991907920836,persistence,1.1482315180279936,-88.55012024396059
time/coastal_t_s_h_part11,168,24,none,True,False,512,1,168:24,short,lookback,nmse,4.1901353759070235,persistence,1.1482315180279936,-264.92077687462233
time/coastal_t_s_h_part11,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.1482315180279936,persistence,1.1482315180279936,0.0
time/coastal_t_s_h_part11,168,24,none,True,False,512,1,168:24,short,repeat,nmse,1.3610551519862686,persistence,1.1482315180279936,-18.534906124488245
time/coastal_t_s_h_part11,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,1.068552407688306,persistence,1.1183548187254928,4.453185179095756
time/coastal_t_s_h_part11,336,48,none,True,False,512,1,336:48,mid,expected,nmse,2.8667583900581426,persistence,1.1183548187254928,-156.33710715577524
time/coastal_t_s_h_part11,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,3.3534485486646495,persistence,1.1183548187254928,-199.85551030095525
time/coastal_t_s_h_part11,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.1183548187254928,persistence,1.1183548187254928,0.0
time/coastal_t_s_h_part11,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,1.9354035841921966,persistence,1.1183548187254928,-73.05809853779988
time/coastal_t_s_h_part11,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,2.019070323018564,persistence,1.9452526192905175,-3.794761821473331
time/coastal_t_s_h_part11,504,168,none,True,False,512,1,504:168,long,expected,nmse,3.1766532654563586,persistence,1.9452526192905175,-63.30286534275244
time/coastal_t_s_h_part11,504,168,none,True,False,512,1,504:168,long,lookback,nmse,3.091585073951218,persistence,1.9452526192905175,-58.92974739079373
time/coastal_t_s_h_part11,504,168,none,True,False,512,1,504:168,long,persistence,nmse,1.9452526192905175,persistence,1.9452526192905175,0.0
time/coastal_t_s_h_part11,504,168,none,True,False,512,1,504:168,long,repeat,nmse,3.091585073951218,persistence,1.9452526192905175,-58.92974739079373
time/coastal_t_s_h_part12,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.4570509162110587,repeat,0.6184371189932184,26.095814404686376
time/coastal_t_s_h_part12,168,24,none,True,False,512,1,168:24,short,expected,nmse,1.2781757141153018,repeat,0.6184371189932184,-106.67836306399293
time/coastal_t_s_h_part12,168,24,none,True,False,512,1,168:24,short,lookback,nmse,3.450461095571518,repeat,0.6184371189932184,-457.93240567265417
time/coastal_t_s_h_part12,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.4009821588600364,repeat,0.6184371189932184,-126.53591057741784
time/coastal_t_s_h_part12,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.6184371189932184,repeat,0.6184371189932184,0.0
time/coastal_t_s_h_part12,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.348246267224399,repeat,0.8582185896076326,59.42219482991937
time/coastal_t_s_h_part12,336,48,none,True,False,512,1,336:48,mid,expected,nmse,1.0723827249473996,repeat,0.8582185896076326,-24.954497366187358
time/coastal_t_s_h_part12,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2.6066612601280212,repeat,0.8582185896076326,-203.72929364298156
time/coastal_t_s_h_part12,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.200686062112692,repeat,0.8582185896076326,-39.90445751840816
time/coastal_t_s_h_part12,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,0.8582185896076326,repeat,0.8582185896076326,0.0
time/coastal_t_s_h_part12,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,1.9366766541276808,expected,2.3886541404106,18.921847187354885
time/coastal_t_s_h_part12,504,168,none,True,False,512,1,504:168,long,expected,nmse,2.3886541404106,expected,2.3886541404106,0.0
time/coastal_t_s_h_part12,504,168,none,True,False,512,1,504:168,long,lookback,nmse,3.389360127261844,expected,2.3886541404106,-41.89413485701312
time/coastal_t_s_h_part12,504,168,none,True,False,512,1,504:168,long,persistence,nmse,2.54428520979073,expected,2.3886541404106,-6.515429201206074
time/coastal_t_s_h_part12,504,168,none,True,False,512,1,504:168,long,repeat,nmse,3.389360127261844,expected,2.3886541404106,-41.89413485701312
time/coastal_t_s_h_part13,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.2952726618697246,repeat,0.5551869049668312,46.81562925419409
time/coastal_t_s_h_part13,168,24,none,True,False,512,1,168:24,short,expected,nmse,1.0551181226968764,repeat,0.5551869049668312,-90.04737202148398
time/coastal_t_s_h_part13,168,24,none,True,False,512,1,168:24,short,lookback,nmse,2.9483065605163574,repeat,0.5551869049668312,-431.04756869085367
time/coastal_t_s_h_part13,168,24,none,True,False,512,1,168:24,short,persistence,nmse,2.085559045523405,repeat,0.5551869049668312,-275.64989859550155
time/coastal_t_s_h_part13,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.5551869049668312,repeat,0.5551869049668312,0.0
time/coastal_t_s_h_part13,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.30942107930227564,repeat,0.9056243488728931,65.83339662991948
time/coastal_t_s_h_part13,336,48,none,True,False,512,1,336:48,mid,expected,nmse,1.2282361443395968,repeat,0.9056243488728931,-35.62313622289579
time/coastal_t_s_h_part13,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2.7343465045646385,repeat,0.9056243488728931,-201.92943773736934
time/coastal_t_s_h_part13,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.8585082207702928,repeat,0.9056243488728931,-105.21844659800988
time/coastal_t_s_h_part13,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,0.9056243488728931,repeat,0.9056243488728931,0.0
time/coastal_t_s_h_part13,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,0.6813907715410029,expected,1.2897352642483182,47.16816772951229
time/coastal_t_s_h_part13,504,168,none,True,False,512,1,504:168,long,expected,nmse,1.2897352642483182,expected,1.2897352642483182,0.0
time/coastal_t_s_h_part13,504,168,none,True,False,512,1,504:168,long,lookback,nmse,2.7504128188981363,expected,1.2897352642483182,-113.25406035952102
time/coastal_t_s_h_part13,504,168,none,True,False,512,1,504:168,long,persistence,nmse,2.0687710266017043,expected,1.2897352642483182,-60.402765121524595
time/coastal_t_s_h_part13,504,168,none,True,False,512,1,504:168,long,repeat,nmse,2.7504128188981363,expected,1.2897352642483182,-113.25406035952102
time/coastal_t_s_h_part14,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.9954711965207631,repeat,1.5366690089305242,35.21889289525131
time/coastal_t_s_h_part14,168,24,none,True,False,512,1,168:24,short,expected,nmse,1.6058198630809783,repeat,1.5366690089305242,-4.500048725429891
time/coastal_t_s_h_part14,168,24,none,True,False,512,1,168:24,short,lookback,nmse,2.999588023374478,repeat,1.5366690089305242,-95.20065843340603
time/coastal_t_s_h_part14,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.7979834642261268,repeat,1.5366690089305242,-17.005253166228012
time/coastal_t_s_h_part14,168,24,none,True,False,512,1,168:24,short,repeat,nmse,1.5366690089305242,repeat,1.5366690089305242,0.0
time/coastal_t_s_h_part14,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,2412.1934139139917,expected,2407.076738413837,-0.21256802570931818
time/coastal_t_s_h_part14,336,48,none,True,False,512,1,336:48,mid,expected,nmse,2407.076738413837,expected,2407.076738413837,0.0
time/coastal_t_s_h_part14,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2408.4176064067415,expected,2407.076738413837,-0.055705244934896675
time/coastal_t_s_h_part14,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,2421.710574753272,expected,2407.076738413837,-0.6079505528800819
time/coastal_t_s_h_part14,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,2412.380377898062,expected,2407.076738413837,-0.22033528884166811
time/coastal_t_s_h_part14,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,1.7652879180516012,persistence,2.4106326273888246,26.770761417771684
time/coastal_t_s_h_part14,504,168,none,True,False,512,1,504:168,long,expected,nmse,2.465766504958824,persistence,2.4106326273888246,-2.287112392970469
time/coastal_t_s_h_part14,504,168,none,True,False,512,1,504:168,long,lookback,nmse,2.503313206439122,persistence,2.4106326273888246,-3.844657953986475
time/coastal_t_s_h_part14,504,168,none,True,False,512,1,504:168,long,persistence,nmse,2.4106326273888246,persistence,2.4106326273888246,0.0
time/coastal_t_s_h_part14,504,168,none,True,False,512,1,504:168,long,repeat,nmse,2.503313206439122,persistence,2.4106326273888246,-3.844657953986475
time/coastal_t_s_h_part15,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.8409370359033346,repeat,1.2081370661656061,30.39390484290773
time/coastal_t_s_h_part15,168,24,none,True,False,512,1,168:24,short,expected,nmse,1.3206587264935175,repeat,1.2081370661656061,-9.313650204031351
time/coastal_t_s_h_part15,168,24,none,True,False,512,1,168:24,short,lookback,nmse,2.746936120589574,repeat,1.2081370661656061,-127.36957564821839
time/coastal_t_s_h_part15,168,24,none,True,False,512,1,168:24,short,persistence,nmse,2.0948720648884773,repeat,1.2081370661656061,-73.3968871211937
time/coastal_t_s_h_part15,168,24,none,True,False,512,1,168:24,short,repeat,nmse,1.2081370661656061,repeat,1.2081370661656061,0.0
time/coastal_t_s_h_part15,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.8600540060412001,expected,1.546371446163566,44.38244393512756
time/coastal_t_s_h_part15,336,48,none,True,False,512,1,336:48,mid,expected,nmse,1.546371446163566,expected,1.546371446163566,0.0
time/coastal_t_s_h_part15,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2.57543636030621,expected,1.546371446163566,-66.54707164282414
time/coastal_t_s_h_part15,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.5836300981463864,expected,1.546371446163566,-2.4094244675337477
time/coastal_t_s_h_part15,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,1.7006706159423899,expected,1.546371446163566,-9.978144006837992
time/coastal_t_s_h_part15,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,0.8511755091172678,expected,1.3453623370991812,36.7326194850571
time/coastal_t_s_h_part15,504,168,none,True,False,512,1,504:168,long,expected,nmse,1.3453623370991812,expected,1.3453623370991812,0.0
time/coastal_t_s_h_part15,504,168,none,True,False,512,1,504:168,long,lookback,nmse,1.9320109700784087,expected,1.3453623370991812,-43.60525167102097
time/coastal_t_s_h_part15,504,168,none,True,False,512,1,504:168,long,persistence,nmse,1.4133930474226535,expected,1.3453623370991812,-5.056683128959706
time/coastal_t_s_h_part15,504,168,none,True,False,512,1,504:168,long,repeat,nmse,1.9320109700784087,expected,1.3453623370991812,-43.60525167102097
time/coastal_t_s_h_part16,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.8888008689934983,persistence,1.2482767942416888,28.797773611306077
time/coastal_t_s_h_part16,168,24,none,True,False,512,1,168:24,short,expected,nmse,1.5837073410842932,persistence,1.2482767942416888,-26.87148782945804
time/coastal_t_s_h_part16,168,24,none,True,False,512,1,168:24,short,lookback,nmse,3.581138513836206,persistence,1.2482767942416888,-186.88657278225696
time/coastal_t_s_h_part16,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.2482767942416888,persistence,1.2482767942416888,0.0
time/coastal_t_s_h_part16,168,24,none,True,False,512,1,168:24,short,repeat,nmse,1.6202251497424738,persistence,1.2482767942416888,-29.796945454452555
time/coastal_t_s_h_part16,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,1.437386917243666,persistence,1.5193514413766416,5.3947047339297525
time/coastal_t_s_h_part16,336,48,none,True,False,512,1,336:48,mid,expected,nmse,1.9556040362107987,persistence,1.5193514413766416,-28.713079999376635
time/coastal_t_s_h_part16,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2.8716079342137912,persistence,1.5193514413766416,-89.00221871063012
time/coastal_t_s_h_part16,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.5193514413766416,persistence,1.5193514413766416,0.0
time/coastal_t_s_h_part16,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,2.315976714220026,persistence,1.5193514413766416,-52.431929252759616
time/coastal_t_s_h_part16,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,284.0645856467516,expected,284.3938666238294,0.11578343126272765
time/coastal_t_s_h_part16,504,168,none,True,False,512,1,504:168,long,expected,nmse,284.3938666238294,expected,284.3938666238294,0.0
time/coastal_t_s_h_part16,504,168,none,True,False,512,1,504:168,long,lookback,nmse,285.2961312807274,expected,284.3938666238294,-0.3172588310743869
time/coastal_t_s_h_part16,504,168,none,True,False,512,1,504:168,long,persistence,nmse,285.70778185918306,expected,284.3938666238294,-0.46200547534717973
time/coastal_t_s_h_part16,504,168,none,True,False,512,1,504:168,long,repeat,nmse,285.2961312807274,expected,284.3938666238294,-0.3172588310743869
time/coastal_t_s_h_part17,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.46184360623980564,repeat,0.8259977995220459,44.08658152515102
time/coastal_t_s_h_part17,168,24,none,True,False,512,1,168:24,short,expected,nmse,1.4767425887526549,repeat,0.8259977995220459,-78.78287201335826
time/coastal_t_s_h_part17,168,24,none,True,False,512,1,168:24,short,lookback,nmse,2.5162412585182623,repeat,0.8259977995220459,-204.63050385536818
time/coastal_t_s_h_part17,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.366325182318123,repeat,0.8259977995220459,-65.41511165147551
time/coastal_t_s_h_part17,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.8259977995220459,repeat,0.8259977995220459,0.0
time/coastal_t_s_h_part17,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.866927363091346,repeat,1.2049438788583784,28.052469637613786
time/coastal_t_s_h_part17,336,48,none,True,False,512,1,336:48,mid,expected,nmse,1.6978683525865728,repeat,1.2049438788583784,-40.908500584708946
time/coastal_t_s_h_part17,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2.7649611514626127,repeat,1.2049438788583784,-129.46804411191908
time/coastal_t_s_h_part17,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.3416998803502682,repeat,1.2049438788583784,-11.349574357061261
time/coastal_t_s_h_part17,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,1.2049438788583784,repeat,1.2049438788583784,0.0
time/coastal_t_s_h_part17,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,3.1160396178563436,persistence,2.1754123364885647,-43.23903407140228
time/coastal_t_s_h_part17,504,168,none,True,False,512,1,504:168,long,expected,nmse,4.03027781744798,persistence,2.1754123364885647,-85.2650069987854
time/coastal_t_s_h_part17,504,168,none,True,False,512,1,504:168,long,lookback,nmse,3.978634697198868,persistence,2.1754123364885647,-82.89106071821627
time/coastal_t_s_h_part17,504,168,none,True,False,512,1,504:168,long,persistence,nmse,2.1754123364885647,persistence,2.1754123364885647,0.0
time/coastal_t_s_h_part17,504,168,none,True,False,512,1,504:168,long,repeat,nmse,3.978634697198868,persistence,2.1754123364885647,-82.89106071821627
time/coastal_t_s_h_part18,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.5332964902433256,repeat,0.8450487921945751,36.89163333890282
time/coastal_t_s_h_part18,168,24,none,True,False,512,1,168:24,short,expected,nmse,2.235549029583732,repeat,0.8450487921945751,-164.54673981345567
time/coastal_t_s_h_part18,168,24,none,True,False,512,1,168:24,short,lookback,nmse,4.278171059985955,repeat,0.8450487921945751,-406.2632003621506
time/coastal_t_s_h_part18,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.3621590409893543,repeat,0.8450487921945751,-61.19294572942398
time/coastal_t_s_h_part18,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.8450487921945751,repeat,0.8450487921945751,0.0
time/coastal_t_s_h_part18,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.542932960515221,repeat,0.7126015665985289,23.809743626187835
time/coastal_t_s_h_part18,336,48,none,True,False,512,1,336:48,mid,expected,nmse,2.1091925615356084,repeat,0.7126015665985289,-195.98483365724934
time/coastal_t_s_h_part18,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2.6209022126027515,repeat,0.7126015665985289,-267.79349575571956
time/coastal_t_s_h_part18,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.026793690309638,repeat,0.7126015665985289,-44.090855035703434
time/coastal_t_s_h_part18,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,0.7126015665985289,repeat,0.7126015665985289,0.0
time/coastal_t_s_h_part18,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,0.8389479956101804,persistence,1.3560504210846764,38.13297923397838
time/coastal_t_s_h_part18,504,168,none,True,False,512,1,504:168,long,expected,nmse,2.240606669868742,persistence,1.3560504210846764,-65.23033620508944
time/coastal_t_s_h_part18,504,168,none,True,False,512,1,504:168,long,lookback,nmse,1.555439517611549,persistence,1.3560504210846764,-14.703663921831561
time/coastal_t_s_h_part18,504,168,none,True,False,512,1,504:168,long,persistence,nmse,1.3560504210846764,persistence,1.3560504210846764,0.0
time/coastal_t_s_h_part18,504,168,none,True,False,512,1,504:168,long,repeat,nmse,1.555439517611549,persistence,1.3560504210846764,-14.703663921831561
time/coastal_t_s_h_part19,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.6557289546976487,repeat,0.8639622561633586,24.10212945996301
time/coastal_t_s_h_part19,168,24,none,True,False,512,1,168:24,short,expected,nmse,1.7622792283693949,repeat,0.8639622561633586,-103.97641399234712
time/coastal_t_s_h_part19,168,24,none,True,False,512,1,168:24,short,lookback,nmse,3.5366163214047748,repeat,0.8639622561633586,-309.34847514172753
time/coastal_t_s_h_part19,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.5769633715351423,repeat,0.8639622561633586,-82.52688242864268
time/coastal_t_s_h_part19,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.8639622561633586,repeat,0.8639622561633586,0.0
time/coastal_t_s_h_part19,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.6798434053858121,repeat,1.2666313682993253,46.32665648422863
time/coastal_t_s_h_part19,336,48,none,True,False,512,1,336:48,mid,expected,nmse,2.8596921443939207,repeat,1.2666313682993253,-125.77146089738476
time/coastal_t_s_h_part19,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,3.03607759475708,repeat,1.2666313682993253,-139.69701609660487
time/coastal_t_s_h_part19,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.9058137734731038,repeat,1.2666313682993253,-50.463175093475925
time/coastal_t_s_h_part19,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,1.2666313682993253,repeat,1.2666313682993253,0.0
time/coastal_t_s_h_part19,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,0.8504571452736854,persistence,1.5804527004559834,46.18901628449138
time/coastal_t_s_h_part19,504,168,none,True,False,512,1,504:168,long,expected,nmse,2.7246991882721585,persistence,1.5804527004559834,-72.39991981323095
time/coastal_t_s_h_part19,504,168,none,True,False,512,1,504:168,long,lookback,nmse,2.3739855299393335,persistence,1.5804527004559834,-50.20921089599229
time/coastal_t_s_h_part19,504,168,none,True,False,512,1,504:168,long,persistence,nmse,1.5804527004559834,persistence,1.5804527004559834,0.0
time/coastal_t_s_h_part19,504,168,none,True,False,512,1,504:168,long,repeat,nmse,2.3739855299393335,persistence,1.5804527004559834,-50.20921089599229
time/coastal_t_s_h_part20,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.6539879035994862,expected,1.0928734520619565,40.158862641819326
time/coastal_t_s_h_part20,168,24,none,True,False,512,1,168:24,short,expected,nmse,1.0928734520619565,expected,1.0928734520619565,0.0
time/coastal_t_s_h_part20,168,24,none,True,False,512,1,168:24,short,lookback,nmse,2.740240870100079,expected,1.0928734520619565,-150.73725278347516
time/coastal_t_s_h_part20,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.414277469428877,expected,1.0928734520619565,-29.40907904392024
time/coastal_t_s_h_part20,168,24,none,True,False,512,1,168:24,short,repeat,nmse,1.1701705661235433,expected,1.0928734520619565,-7.072832990475526
time/coastal_t_s_h_part20,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,1.4575202227993445,persistence,1.682748440314423,13.384544719767769
time/coastal_t_s_h_part20,336,48,none,True,False,512,1,336:48,mid,expected,nmse,2.6569731696085497,persistence,1.682748440314423,-57.89485260863423
time/coastal_t_s_h_part20,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,3.3273776101343557,persistence,1.682748440314423,-97.7347017782784
time/coastal_t_s_h_part20,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.682748440314423,persistence,1.682748440314423,0.0
time/coastal_t_s_h_part20,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,2.6983970268206163,persistence,1.682748440314423,-60.35653114712847
time/coastal_t_s_h_part20,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,1.7525820053944534,persistence,2.211196076442403,20.74054290951051
time/coastal_t_s_h_part20,504,168,none,True,False,512,1,504:168,long,expected,nmse,2.6697731325120637,persistence,2.211196076442403,-20.73886892959155
time/coastal_t_s_h_part20,504,168,none,True,False,512,1,504:168,long,lookback,nmse,3.494597754695199,persistence,2.211196076442403,-58.041061664583964
time/coastal_t_s_h_part20,504,168,none,True,False,512,1,504:168,long,persistence,nmse,2.211196076442403,persistence,2.211196076442403,0.0
time/coastal_t_s_h_part20,504,168,none,True,False,512,1,504:168,long,repeat,nmse,3.494597754695199,persistence,2.211196076442403,-58.041061664583964
time/coastal_t_s_h_part21,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.5267711149062961,repeat,0.7603182934690267,30.717027404029526
time/coastal_t_s_h_part21,168,24,none,True,False,512,1,168:24,short,expected,nmse,2.02184590511024,repeat,0.7603182934690267,-165.9209863128993
time/coastal_t_s_h_part21,168,24,none,True,False,512,1,168:24,short,lookback,nmse,4.9591947955389815,repeat,0.7603182934690267,-552.2524629668148
time/coastal_t_s_h_part21,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.204901516456933,repeat,0.7603182934690267,-58.47330345814144
time/coastal_t_s_h_part21,168,24,none,True,False,512,1,168:24,short,repeat,nmse,0.7603182934690267,repeat,0.7603182934690267,0.0
time/coastal_t_s_h_part21,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,1.1636797290605803,persistence,1.6746192462742329,30.510787353627606
time/coastal_t_s_h_part21,336,48,none,True,False,512,1,336:48,mid,expected,nmse,2.3468315775195756,persistence,1.6746192462742329,-40.14120420154674
time/coastal_t_s_h_part21,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2.5863522899647555,persistence,1.6746192462742329,-54.444199522905684
time/coastal_t_s_h_part21,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,1.6746192462742329,persistence,1.6746192462742329,0.0
time/coastal_t_s_h_part21,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,1.7290070932358503,persistence,1.6746192462742329,-3.2477739093601103
time/coastal_t_s_h_part21,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,1.1199091250697772,persistence,1.7965948652653467,37.66490449674233
time/coastal_t_s_h_part21,504,168,none,True,False,512,1,504:168,long,expected,nmse,2.065808404059637,persistence,1.7965948652653467,-14.984654804439113
time/coastal_t_s_h_part21,504,168,none,True,False,512,1,504:168,long,lookback,nmse,2.23656496831349,persistence,1.7965948652653467,-24.48911056990926
time/coastal_t_s_h_part21,504,168,none,True,False,512,1,504:168,long,persistence,nmse,1.7965948652653467,persistence,1.7965948652653467,0.0
time/coastal_t_s_h_part21,504,168,none,True,False,512,1,504:168,long,repeat,nmse,2.23656496831349,persistence,1.7965948652653467,-24.48911056990926
time/coastal_t_s_h_part22,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,1.4415912411098057,persistence,1.8233356474898756,20.93659534960579
time/coastal_t_s_h_part22,168,24,none,True,False,512,1,168:24,short,expected,nmse,3.21807771846652,persistence,1.8233356474898756,-76.4939835897323
time/coastal_t_s_h_part22,168,24,none,True,False,512,1,168:24,short,lookback,nmse,5.158788213630517,persistence,1.8233356474898756,-182.93135280563652
time/coastal_t_s_h_part22,168,24,none,True,False,512,1,168:24,short,persistence,nmse,1.8233356474898756,persistence,1.8233356474898756,0.0
time/coastal_t_s_h_part22,168,24,none,True,False,512,1,168:24,short,repeat,nmse,2.4572996811320382,persistence,1.8233356474898756,-34.76946411457042
time/coastal_t_s_h_part22,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.6893136046205958,persistence,0.8021883621811867,14.070854537664863
time/coastal_t_s_h_part22,336,48,none,True,False,512,1,336:48,mid,expected,nmse,1.4536842253059148,persistence,0.8021883621811867,-81.21482357999824
time/coastal_t_s_h_part22,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2.1975495383143424,persistence,0.8021883621811867,-173.94433052345775
time/coastal_t_s_h_part22,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,0.8021883621811867,persistence,0.8021883621811867,0.0
time/coastal_t_s_h_part22,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,0.9776694623132547,persistence,0.8021883621811867,-21.87529867111595
time/coastal_t_s_h_part22,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,2.7594348018368087,persistence,2.990254358836898,7.719060966100222
time/coastal_t_s_h_part22,504,168,none,True,False,512,1,504:168,long,expected,nmse,3.2190687624668635,persistence,2.990254358836898,-7.652004684944791
time/coastal_t_s_h_part22,504,168,none,True,False,512,1,504:168,long,lookback,nmse,3.485504115069354,persistence,2.990254358836898,-16.562128060072133
time/coastal_t_s_h_part22,504,168,none,True,False,512,1,504:168,long,persistence,nmse,2.990254358836898,persistence,2.990254358836898,0.0
time/coastal_t_s_h_part22,504,168,none,True,False,512,1,504:168,long,repeat,nmse,3.485504115069354,persistence,2.990254358836898,-16.562128060072133
time/coastal_t_s_h_part23,168,24,none,True,False,512,1,168:24,short,chronos2,nmse,0.8791022174215565,persistence,0.8613655136432499,-2.0591379034072386
time/coastal_t_s_h_part23,168,24,none,True,False,512,1,168:24,short,expected,nmse,1.8226228634205957,persistence,0.8613655136432499,-111.59691612351547
time/coastal_t_s_h_part23,168,24,none,True,False,512,1,168:24,short,lookback,nmse,3.273183044977486,persistence,0.8613655136432499,-279.999314243864
time/coastal_t_s_h_part23,168,24,none,True,False,512,1,168:24,short,persistence,nmse,0.8613655136432499,persistence,0.8613655136432499,0.0
time/coastal_t_s_h_part23,168,24,none,True,False,512,1,168:24,short,repeat,nmse,1.70060665498022,persistence,0.8613655136432499,-97.43147688689066
time/coastal_t_s_h_part23,336,48,none,True,False,512,1,336:48,mid,chronos2,nmse,0.6090150703287994,expected,0.9011452086269855,32.417654280522136
time/coastal_t_s_h_part23,336,48,none,True,False,512,1,336:48,mid,expected,nmse,0.9011452086269855,expected,0.9011452086269855,0.0
time/coastal_t_s_h_part23,336,48,none,True,False,512,1,336:48,mid,lookback,nmse,2.1545065262665353,expected,0.9011452086269855,-139.08538886304595
time/coastal_t_s_h_part23,336,48,none,True,False,512,1,336:48,mid,persistence,nmse,0.9560348946445932,expected,0.9011452086269855,-6.091103352947902
time/coastal_t_s_h_part23,336,48,none,True,False,512,1,336:48,mid,repeat,nmse,0.9601693900767714,expected,0.9011452086269855,-6.549907926572346
time/coastal_t_s_h_part23,504,168,none,True,False,512,1,504:168,long,chronos2,nmse,2.30331663481359,expected,2.2487973478578387,-2.4243752780874264
time/coastal_t_s_h_part23,504,168,none,True,False,512,1,504:168,long,expected,nmse,2.2487973478578387,expected,2.2487973478578387,0.0
